,m/z A,m/z B,Ranking,selected_total,charge_A,charge_B,explanation_A,explanation_B,parent_isotope_idx,isotopic_classification,deviation_A,deviation_B,deviation,theoretical_mass_A,theoretical_mass_B
29,476.274275,1098.533909,29,3771.876002,1,3,y4,b29+4,3.99999999999982,b+4,0.002824999999972988,0.014466999999967811,0.018471999999292166,476.27145,3293.5715800000003
39,705.381744,1022.164268,39,3771.874548,1,3,y6,b27+4,3.99999999999982,b+4,0.004033999999933258,0.011803999999756343,0.01701799999909781,705.3777100000001,3064.4653200000002
51,818.466536,984.469151,47,3771.8739889999997,1,3,y7,b26+4,3.99999999999982,b+4,0.004765999999904125,0.010512999999718886,0.01645899999903122,818.4617700000001,2951.38126
87,348.178404,1141.232459,88,3771.8757810000006,1,3,y3,b30+4,3.99999999999982,b+4,0.0019139999999993051,0.015157000000272092,0.018250999999963824,348.17649,3421.66654
123,577.322546,1064.850833,138,3771.875045,1,3,y5,b28+4,3.99999999999982,b+4,0.003415999999901942,0.01291899999978341,0.01751499999909356,577.3191300000001,3192.5239
146,559.319043,1326.619744,176,3771.877574,2,2,y9,b24+4,3.99999999999982,b+4,0.005105999999841515,0.013758000000052562,0.020043999999415973,1117.62514,2652.21789
155,931.551515,946.774273,189,3771.874334,1,3,y8,b25+4,3.99999999999982,b+4,0.0056849999998576095,0.009939000000031228,0.016803999999410735,931.5458300000001,2838.2972
174,235.093728,1178.927572,217,3771.876444,1,3,y2,b31+4,3.99999999999982,b+4,0.0012980000000197833,0.016435999999885098,0.01891399999931309,235.09242999999998,3534.7506000000003
177,846.732653,1231.675462,220,3771.8734210000002,3,1,b23+4,y10,3.99999999999982,b+4,0.00731900000027963,0.007391999999754262,0.015890999999555788,2538.17496,1231.6680700000002
181,616.340608,1269.595586,225,3771.872388,2,2,y10,b23+4,3.99999999999982,b+4,0.005305999999791311,0.00837199999978111,0.014857999999094318,1231.6680700000002,2538.17496
200,706.384701,1021.83035,273,3771.8757509999996,1,3,b7+4,y26,3.99999999999982,b+4,0.08716099999992366,0.07012000000122498,0.0182209999989027,706.29754,3063.545490000001
234,884.746851,1117.631792,440,3771.8723449999998,3,1,b24+4,y9,3.99999999999982,b+4,0.006983000000218453,0.006651999999803593,0.014814999999089196,2652.21789,1117.62514
257,235.10267,1178.927572,923,3771.885386,1,3,y2,b31+4,3.99999999999982,b+4,0.010240000000010241,0.016435999999885098,0.027855999999246706,235.09242999999998,3534.7506000000003
284,353.194059,1532.743919,2427,3771.875956,2,2,y6,b27+4,3.99999999999982,b+4,0.002567999999882886,0.014677999999548774,0.01842599999918093,705.3777100000001,3064.4653200000002
296,706.384701,1021.844329,3160,3771.917688,1,3,b7+4,y26,3.99999999999982,b+4,0.08716099999992366,0.028183000000808534,0.060157999999319145,706.29754,3063.545490000001
306,466.278915,1419.659921,4363,3771.8776719999996,2,2,y8,b25+4,3.99999999999982,b+4,0.004159999999842512,0.014801999999690452,0.020141999998941174,931.5458300000001,2838.2972
467,931.469171,946.774273,59316,3771.7919899999997,1,3,y8,b25+4,3.99999999999982,b+4,0.076659000000177,0.009939000000031228,0.06554000000096494,931.5458300000001,2838.2972
38,705.381744,1022.164268,39,3771.874548,1,3,y6,y26+1,3.99999999999982,y+1,0.004033999999933258,0.07171600000083345,0.01701799999909781,705.3777100000001,3064.548840000001
198,706.384701,1021.83035,273,3771.8757509999996,1,3,y6+1,y26,3.99999999999982,y+1,0.0036409999999023057,0.07012000000122498,0.0182209999989027,706.38106,3063.545490000001
283,353.194059,1532.743919,2427,3771.875956,2,2,y6,y26+1,3.99999999999982,y+1,0.002567999999882886,0.06884200000104101,0.01842599999918093,705.3777100000001,3064.548840000001
294,706.384701,1021.844329,3160,3771.917688,1,3,y6+1,y26,3.99999999999982,y+1,0.0036409999999023057,0.028183000000808534,0.060157999999319145,706.38106,3063.545490000001
512,820.472043,983.81552,80280,3771.918603,1,3,y7+2,y25+1,3.99999999999982,"y+1, y+2",0.0035729999998466155,0.0910200000007535,0.061072999999396416,820.4684700000001,2949.5219000000006
224,703.291495,1182.646703,382,3771.8763959999997,2,2,b13,y20+4,3.99999999999982,y+4,0.006320000000187065,0.01136599999927057,0.018865999998979532,1405.56883,2364.2742000000003
292,883.956678,1001.949824,3045,3771.813004,2,2,y14+4,b19,3.99999999999982,y+4,0.056474000000207525,0.010768000000325628,0.044526000000587374,1766.9619900000002,2002.8810399999998
404,935.462508,945.437938,36460,3771.776322,1,3,y8+4,b25,3.99999999999982,y+4,0.09672200000022713,0.014333999999962543,0.08120800000051531,935.5592300000002,2834.2838
407,883.456071,1121.550363,37500,3771.918576,3,1,,y9+4,3.99999999999982,y+4,,0.08817700000008699,0.0610459999993509,,1121.6385400000001
409,883.41091,1121.550363,37633,3771.783093,3,1,b24,y9+4,3.99999999999982,y+4,0.012559999999666616,0.08817700000008699,0.0744370000006711,2648.20449,1121.6385400000001
524,919.464686,966.430778,86328,3771.7909280000003,2,2,y15+4,b18,3.99999999999982,y+4,0.07756800000015573,0.00978600000030383,0.06660200000033001,1837.9991000000002,1931.8439299999998
