Index,Interpretation A,m/z A,m/z B,Interpretation B,CorrelationScore,NormalisedScore,MassDeviation
24,y6(2+),395.67,526.27,b5(1+),16152.27025772239,426.7034364658732,0.1
25,,589.65,921.4,,2571.749622581632,421.3109738310779,
26,b2(1+),194.95,956.57,y8-2(NH3)(1+),3174.160882263435,417.69182343661635,0.161
,b2(1+),194.95,956.57,bi(3-10)(1+),3174.160882263435,417.69182343661635,0.165
27,,590.09,983.34,,4798.822993865002,411.77161681484404,
28,a5-(H2O)(2+),240.53,790.17,y6(1+),3968.448450812108,402.8167610896345,0.374
,b5-(CH2S)(2+),240.53,790.17,y6(1+),3968.448450812108,402.8167610896345,0.379
,bi(9-10)-(NH3)(1+),240.53,790.17,a8-(CH3CH2SCH3)(1+),3968.448450812108,402.8167610896345,0.482
,bi(9-10)-(NH3)(1+),240.53,790.17,a8-(CH2S)-(HCOH)(1+),3968.448450812108,402.8167610896345,0.509
,b5-(NH3)-(HCOH)(2+),240.53,790.17,y6(1+),3968.448450812108,402.8167610896345,0.546
,ai(3-5)-2(NH3)-(HCOH)(1+),240.53,790.17,y6(1+),3968.448450812108,402.8167610896345,0.561
,a5-(NH3)(2+),240.53,790.17,y6(1+),3968.448450812108,402.8167610896345,0.7
29,y5-(NH3)(2+),337.49,625.1,b6(1+),4773.342402011558,398.16499444751236,0.332
,y5-(H2O)(2+),337.49,625.1,b6(1+),4773.342402011558,398.16499444751236,0.354
,ai(3-6)-2(H2O)-(HCOH)(1+),337.49,625.1,y5-2(H2O)-(HCOH)(1+),4773.342402011558,398.16499444751236,0.439
30,,428.12,914.93,,3378.179944551563,394.2041885767145,
31,,417.14,627.08,,3896.451757117311,392.75081214573834,
32,,590.4,1001.37,,2143.1519921131026,390.7958492500535,
33,,276.99,890.29,,1554.7189397661027,386.18473636194,
34,,577.03,892.37,,2396.2874450438567,384.3479029678788,
35,,384.28,903.25,,10434.283228024371,384.27004216859063,
36,y4-(NH3)-(HCOH)(1+),531.37,567.11,bi(2-7)-2(NH3)(1+),3579.3952296045563,380.9170847370753,0.182
,y4-(NH3)-(HCOH)(1+),531.37,567.11,a6-(HCOH)(1+),3579.3952296045563,380.9170847370753,0.222
37,y1(1+),165.94,294.82,b6-2(H2O)(2+),2757.4164701386194,380.6496272035872,0.372
,ai(7-8)-2(NH3)-(HN=C=NH)(1+),165.94,294.82,b6-2(H2O)(2+),2757.4164701386194,380.6496272035872,0.385
,y1(1+),165.94,294.82,bi(6-10)-2(H2O)(2+),2757.4164701386194,380.6496272035872,0.427
38,b1(1+),137.77,589.57,y10(2+),6516.818276978536,380.17366915438413,0.432
39,b4-(NH3)(1+),409.69,625.16,y5-2(H2O)-(HCOH)(1+),5854.209281097576,377.614235345878,0.559
,b4-(H2O)(1+),409.69,625.16,y5-2(H2O)-(HCOH)(1+),5854.209281097576,377.614235345878,0.568
,bi(2-6)-(CH3SH)-(HCOH)(1+),409.69,625.16,y5-2(H2O)-(HCOH)(1+),5854.209281097576,377.614235345878,0.613
40,,532.54,552.64,,2446.0021859343774,377.0550767084044,
41,,422.08,593.5,,3837.5550104348767,371.45505908972154,
42,y2(1+),293.85,828.49,b8-2(H2O)-(HCOH)(1+),2861.831961550602,365.85109135705216,0.33
,y2(1+),293.85,828.49,bi(3-9)(1+),2861.831961550602,365.85109135705216,0.331
43,,526.14,843.49,,2523.683148214409,365.21124016058604,
44,,409.03,692.27,,5997.402723922749,364.9104595514095,
45,bi(3-5)(2+),166.76,790.48,y6(1+),6079.719195473804,364.7225067299173,0.177
