,m/z A,m/z B,Ranking,selected_total,component_x1,component_x2,charge_A,charge_B,adj_mass_A,adj_mass_B,source_column,deviation,parent_isotope_idx,explanation_A,deviation_A,theoretical_mass_A,iso_A,base_name_A,explanation_B,deviation_B,theoretical_mass_B,iso_B,base_name_B,line,num_ffc
2,941.71277,942.717789,7732,3768.861118,1883.42554,1885.435578,2,2,1882.4177,1884.427738,2*m/z A + 2*m/z B,0.01698799999894618,0.0,,,,,,,,,,,1,86
221,941.71277,942.717789,7732,3767.8560989999996,2825.13831,942.717789,3,1,2823.12263,942.717789,3*m/z A + 1*m/z B,0.011968999998771324,0.0,,,,,,,,,,,parent,52
353,897.49065,1078.403681,7739,3770.875631,2692.47195,1078.403681,3,1,2690.45627,1078.403681,3*m/z A + 1*m/z B,0.031500999999025225,0.0,+2,0.014099999999416468,2690.4421700000007,2.0,y23,+1,0.0061709999999948195,1078.39751,1.0,b10,3,92
473,908.706527,954.524727,7798,3772.2807080000002,908.706527,2863.574181,1,3,908.706527,2861.558501,1*m/z A + 3*m/z B,0.43657799999937197,0.0,,,,,,,,,,,4,66
220,689.795342,1026.837677,7912,3770.308373,689.795342,3080.513031,1,3,689.795342,3078.497351,1*m/z A + 3*m/z B,0.4642429999989872,0.0,,,,,,,,,,,2,101
205,938.228289,946.774273,7917,3770.0051240000003,1876.456578,1893.548546,2,2,1875.448738,1892.540706,2*m/z A + 2*m/z B,0.16099399999939124,0.0,,,,,,,,,,,2,101
256,917.501688,1015.490273,7992,3767.995337,2752.505064,1015.490273,3,1,2750.489384,1015.490273,3*m/z A + 1*m/z B,0.15120699999897624,0.0,,,,,,,,,,,parent,52
451,559.820352,1326.118617,7993,3771.877938,1119.640704,2652.237234,2,2,1118.632864,2651.229394,2*m/z A + 2*m/z B,0.03380799999922601,0.0,+1,0.004373999999870648,1118.62849,1.0,y9,+3,0.014854000000013912,2651.21454,3.0,b24,4,66
202,941.101612,946.440642,8045,3769.7454780000003,2823.3048360000003,946.440642,3,1,2821.2891560000003,946.440642,3*m/z A + 1*m/z B,0.09865200000058394,0.0,+2,0.19350400000030277,2821.4826600000006,2.0,y24,0,0.08697200000005978,946.35367,0.0,b9,2,101
377,909.959747,953.522196,8080,3770.526335,909.959747,2860.566588,1,3,909.959747,2858.550908,1*m/z A + 3*m/z B,0.31779500000084226,0.0,,,,,,,,,,,3,92
475,883.69491,1121.2159,8095,3772.3006299999997,2651.08473,1121.2159,3,1,2649.06905,1121.2159,3*m/z A + 1*m/z B,0.4564999999988686,0.0,+1,0.13878999999997177,2649.20784,1.0,b24,+4,0.4226400000002286,1121.6385400000001,4.0,y9,4,66
367,893.958514,1088.868133,8101,3770.743675,2681.875542,1088.868133,3,1,2679.8598620000002,1088.868133,3*m/z A + 1*m/z B,0.10045500000069296,0.0,,,,,,,,,,,3,92
381,900.952596,1067.58808,8220,3770.445868,2702.857788,1067.58808,3,1,2700.842108,1067.58808,3*m/z A + 1*m/z B,0.3982620000010684,0.0,,,,,,,,,,,3,92
107,478.279434,1645.794926,8311,3769.869286,478.279434,3291.589852,1,2,478.279434,3290.582012,1*m/z A + 2*m/z B,0.02515599999924234,0.0,+2,0.001283999999941443,478.27815000000004,2.0,y4,+1,0.020481999999446998,3290.5615300000004,1.0,b29,2,101
251,933.460314,967.43323,8374,3767.8141720000003,2800.3809420000002,967.43323,3,1,2798.3652620000003,967.43323,3*m/z A + 1*m/z B,0.029958000000533502,0.0,,,,,,,,,,,parent,52
472,935.212835,1418.156315,8413,3771.5254649999997,935.212835,2836.31263,1,2,935.212835,2835.3047899999997,1*m/z A + 2*m/z B,0.31866500000114684,0.0,+4,0.3463950000001432,935.5592300000002,4.0,y8,+1,0.017639999999573774,2835.28715,1.0,b25,4,66
79,324.132025,1148.253578,8525,3768.8927590000003,324.132025,3444.7607340000004,1,3,324.132025,3442.7450540000004,1*m/z A + 3*m/z B,0.04862899999943693,0.0,0,0.001814999999965039,324.13021000000003,0.0,b3,+1,0.04228400000010879,3442.7027700000003,1.0,y30,1,86
203,931.413618,946.106347,8627,3769.7326590000002,931.413618,2838.319041,1,3,931.413618,2836.303361,1*m/z A + 3*m/z B,0.11147100000061982,0.0,0,0.13221200000009503,931.5458300000001,0.0,y8,+2,0.012861000000157219,2836.2905,2.0,b25,2,101
206,1118.6357,1532.743919,8646,3770.015319,2237.2714,1532.743919,2,1,2236.26356,1532.743919,2*m/z A + 1*m/z B,0.17118899999923087,0.0,,,,,,,,,,,2,101
213,930.21345,946.440642,8798,3769.535376,930.21345,2839.321926,1,3,930.21345,2837.306246,1*m/z A + 3*m/z B,0.3087540000010449,0.0,,,,,,+3,0.012396000000080676,2837.29385,3.0,b25,2,101
258,930.709489,945.772274,8832,3768.026311,930.709489,2837.3168220000002,1,3,930.709489,2835.3011420000003,1*m/z A + 3*m/z B,0.18218099999921833,0.0,,,,,,,,,,,parent,52
254,931.469171,945.437938,8880,3767.782985,931.469171,2836.313814,1,3,931.469171,2834.298134,1*m/z A + 3*m/z B,0.06114500000103362,0.0,0,0.076659000000177,931.5458300000001,0.0,y8,0,0.014333999999962543,2834.2838,0.0,b25,parent,52
255,703.291495,1021.496318,8974,3767.780449,703.291495,3064.488954,1,3,703.291495,3062.473274,1*m/z A + 3*m/z B,0.0636810000009973,0.0,,,,,,,,,,,parent,52
209,901.704883,1064.516692,9166,3769.6313410000002,2705.114649,1064.516692,3,1,2703.098969,1064.516692,3*m/z A + 1*m/z B,0.21278900000061185,0.0,,,,,,,,,,,2,101
374,877.197287,1139.019093,9463,3770.6109539999998,2631.591861,1139.019093,3,1,2629.576181,1139.019093,3*m/z A + 1*m/z B,0.2331760000010945,0.0,,,,,,,,,,,3,92
66,940.836838,946.359566,9477,3768.8700799999997,2822.5105139999996,946.359566,3,1,2820.4948339999996,946.359566,3*m/z A + 1*m/z B,0.0259499999988293,0.0,+1,0.015523999999004445,2820.4793100000006,1.0,y24,0,0.005896000000007007,946.35367,0.0,b9,1,86
250,759.012528,1002.95252,9537,3767.8700880000006,759.012528,3008.8575600000004,1,3,759.012528,3006.8418800000004,1*m/z A + 3*m/z B,0.025957999999718595,0.0,,,,,,,,,,,parent,52
253,933.460314,944.781016,9540,3767.803362,933.460314,2834.343048,1,3,933.460314,2832.327368,1*m/z A + 3*m/z B,0.04076800000075309,0.0,,,,,,,,,,,parent,52
382,477.271577,1098.199865,9811,3771.871172,477.271577,3294.599595,1,3,477.271577,3292.583915,1*m/z A + 3*m/z B,0.027041999999255495,0.0,+1,0.0032230000000481596,477.2748,1.0,y4,+3,0.015684999999848515,3292.5682300000003,3.0,b29,4,66
83,353.194059,1138.517507,9879,3768.74658,353.194059,3415.552521,1,3,353.194059,3413.536841,1*m/z A + 3*m/z B,0.09755000000086511,0.0,+5,0.0008189999999785869,353.19324,5.0,y3,,,,,,1,86
