,m/z A,m/z B,Ranking,comp_1_m/z A,comp_4_m/z B,1*m/z A + 4*m/z B,comp_2_m/z A,comp_3_m/z B,2*m/z A + 3*m/z B,comp_3_m/z A,comp_2_m/z B,3*m/z A + 2*m/z B,comp_4_m/z A,comp_1_m/z B,4*m/z A + 1*m/z B,1*m/z A + 3*m/z B,2*m/z A + 2*m/z B,3*m/z A + 1*m/z B
2092420,706.95478092,859.16708053,103,706.95478092,3436.66832212,4143.62310304,1413.90956184,2577.50124159,3991.4108034299998,2120.86434276,1718.33416106,3839.19850382,2827.81912368,859.16708053,3686.98620421,3284.45602251,3132.2437228999997,2980.03142329
2702544,730.44140272,1086.65172689,104,730.44140272,4346.60690756,5077.04831028,1460.88280544,3259.95518067,4720.83798611,2191.32420816,2173.30345378,4364.62766194,2921.76561088,1086.65172689,4008.41733777,3990.39658339,3634.18625922,3277.97593505
6925219,965.32293663,1041.13573441,105,965.32293663,4164.54293764,5129.86587427,1930.64587326,3123.40720323,5054.0530764899995,2895.9688098899996,2082.27146882,4978.24027871,3861.29174652,1041.13573441,4902.42748093,4088.7301398600002,4012.91734208,3937.1045442999994
74660,524.31704899,799.81809301,106,524.31704899,3199.27237204,3723.58942103,1048.63409798,2399.45427903,3448.08837701,1572.95114697,1599.63618602,3172.58733299,2097.26819596,799.81809301,2897.08628897,2923.77132802,2648.270284,2372.76923998
4505921,793.97689956,831.52215643,107,793.97689956,3326.08862572,4120.06552528,1587.95379912,2494.56646929,4082.52026841,2381.93069868,1663.04431286,4044.97501154,3175.90759824,831.52215643,4007.42975467,3288.5433688499998,3250.99811198,3213.45285511
3857663,772.96790396,970.08117199,108,772.96790396,3880.32468796,4653.29259192,1545.93580792,2910.24351597,4456.17932389,2318.9037118799997,1940.16234398,4259.066055859999,3091.87161584,970.08117199,4061.9527878299996,3683.21141993,3486.0981518999997,3288.98488387
324141,559.36077567,585.30459264,109,559.36077567,2341.21837056,2900.57914623,1118.72155134,1755.91377792,2874.6353292599997,1678.08232701,1170.60918528,2848.69151229,2237.44310268,585.30459264,2822.74769532,2315.27455359,2289.3307366199997,2263.38691965
242990,542.32800837,862.01569175,110,542.32800837,3448.062767,3990.39077537,1084.65601674,2586.04707525,3670.70309199,1626.98402511,1724.0313835,3351.01540861,2169.31203348,862.01569175,3031.32772523,3128.37508362,2808.68740024,2488.99971686
1209981,666.74335686,1003.59403055,111,666.74335686,4014.3761222,4681.11947906,1333.48671372,3010.78209165,4344.26880537,2000.2300705799998,2007.1880611,4007.4181316799995,2666.97342744,1003.59403055,3670.5674579899996,3677.52544851,3340.6747748199996,3003.8241011299997
3903590,773.97075304,1168.03068109,112,773.97075304,4672.12272436,5446.0934774,1547.94150608,3504.0920432699995,5052.03354935,2321.91225912,2336.06136218,4657.9736213,3095.88301216,1168.03068109,4263.91369325,4278.06279631,3884.0028682599996,3489.9429402099995
337465,560.35709774,862.01569175,113,560.35709774,3448.062767,4008.41986474,1120.71419548,2586.04707525,3706.76127073,1681.07129322,1724.0313835,3405.10267672,2241.42839096,862.01569175,3103.4440827099997,3146.40417299,2844.7455789799997,2543.08698497
1464609,678.06311872,959.6188342,114,678.06311872,3838.4753368,4516.53845552,1356.12623744,2878.8565026,4234.98274004,2034.18935616,1919.2376684,3953.42702456,2712.25247488,959.6188342,3671.87130908,3556.9196213200003,3275.3639058400004,2993.80819036
1164256,665.42238076,1066.59943536,115,665.42238076,4266.39774144,4931.8201222,1330.84476152,3199.7983060799997,4530.6430676,1996.26714228,2133.19887072,4129.466012999999,2661.68952304,1066.59943536,3728.2889584,3865.22068684,3464.04363224,3062.86657764
1896008,701.4214225,1184.72177837,116,701.4214225,4738.88711348,5440.30853598,1402.842845,3554.1653351100003,4957.0081801100005,2104.2642674999997,2369.44355674,4473.70782424,2805.68569,1184.72177837,3990.40746837,4255.58675761,3772.2864017399997,3288.9860458699995
4393520,790.98702833,816.47514528,117,790.98702833,3265.90058112,4056.88760945,1581.97405666,2449.42543584,4031.3994924999997,2372.96108499,1632.95029056,4005.9113755500002,3163.94811332,816.47514528,3980.4232586000003,3240.41246417,3214.92434722,3189.43623027
6930321,966.07534469,1064.64965521,118,966.07534469,4258.59862084,5224.67396553,1932.15068938,3193.94896563,5126.09965501,2898.22603407,2129.29931042,5027.52534449,3864.30137876,1064.64965521,4928.95103397,4160.02431032,4061.4499998,3962.87568928
1195200,666.42457583,892.19044005,119,666.42457583,3568.7617602,4235.18633603,1332.84915166,2676.5713201500002,4009.42047181,1999.27372749,1784.3808801,3783.65460759,2665.69830332,892.19044005,3557.88874337,3342.99589598,3117.23003176,2891.46416754
2983994,741.45195755,1014.61406839,120,741.45195755,4058.45627356,4799.90823111,1482.9039151,3043.84220517,4526.74612027,2224.35587265,2029.22813678,4253.58400943,2965.8078302,1014.61406839,3980.4218985899997,3785.29416272,3512.1320518800003,3238.96994104
1630145,688.41670251,1255.75938378,121,688.41670251,5023.03753512,5711.45423763,1376.83340502,3767.27815134,5144.11155636,2065.25010753,2511.51876756,4576.76887509,2753.66681004,1255.75938378,4009.42619382,4455.69485385,3888.35217258,3321.00949131
1725040,694.42227497,1199.22546947,122,694.42227497,4796.90187788,5491.32415285,1388.84454994,3597.67640841,4986.52095835,2083.2668249099997,2398.45093894,4481.71776385,2777.68909988,1199.22546947,3976.91456935,4292.09868338,3787.29548888,3282.4922943799997
2502170,722.94093414,816.47514528,123,722.94093414,3265.90058112,3988.84151526,1445.88186828,2449.42543584,3895.3073041199996,2168.82280242,1632.95029056,3801.77309298,2891.76373656,816.47514528,3708.23888184,3172.36636998,3078.83215884,2985.2979477
610246,602.37726795,931.56306806,124,602.37726795,3726.25227224,4328.62954019,1204.7545359,2794.68920418,3999.44374008,1807.13180385,1863.12613612,3670.25793997,2409.5090718,931.56306806,3341.07213986,3397.06647213,3067.88067202,2738.69487191
597034,601.87567191,698.92445331,125,601.87567191,2795.69781324,3397.57348515,1203.75134382,2096.77335993,3300.5247037500003,1805.62701573,1397.84890662,3203.47592235,2407.50268764,698.92445331,3106.42714095,2698.64903184,2601.6002504400003,2504.55146904
6289329,889.54155085,1013.61126831,126,889.54155085,4054.44507324,4943.98662409,1779.0831017,3040.83380493,4819.91690663,2668.62465255,2027.22253662,4695.84718917,3558.1662034,1013.61126831,4571.77747171,3930.37535578,3806.30563832,3682.23592086
171554,537.35610799,978.57202064,127,537.35610799,3914.28808256,4451.64419055,1074.71221598,2935.71606192,4010.4282779,1612.0683239700002,1957.14404128,3569.2123652500004,2149.42443196,978.57202064,3127.9964526000003,3473.07216991,3031.8562572600003,2590.6403446100003
1136440,663.65164662,1352.81232719,128,663.65164662,5411.24930876,6074.90095538,1327.30329324,4058.4369815699997,5385.740274809999,1990.9549398599997,2705.62465438,4696.57959424,2654.60658648,1352.81232719,4007.4189136699997,4722.088628189999,4032.92794762,3343.7672670499996
148676,536.85350795,978.91833067,129,536.85350795,3915.67332268,4452.52683063,1073.7070159,2936.75499201,4010.46200791,1610.56052385,1957.83666134,3568.39718519,2147.4140318,978.91833067,3126.33236247,3473.60849996,3031.54367724,2589.47885452
1439907,676.40548759,884.86905849,130,676.40548759,3539.47623396,4215.88172155,1352.81097518,2654.60717547,4007.41815065,2029.21646277,1769.73811698,3798.95457975,2705.62195036,884.86905849,3590.49100885,3331.0126630600002,3122.5490921600003,2914.08552126
7396050,1198.72451443,1351.80877311,131,1198.72451443,5407.23509244,6605.959606869999,2397.44902886,4055.42631933,6452.87534819,3596.17354329,2703.61754622,6299.791089509999,4794.89805772,1351.80877311,6146.70683083,5254.15083376,5101.06657508,4947.9823164
3898077,773.72012202,1084.67315473,132,773.72012202,4338.69261892,5112.412740940001,1547.44024404,3254.0194641900002,4801.459708230001,2321.16036606,2169.34630946,4490.5066755200005,3094.88048808,1084.67315473,4179.55364281,4027.73958621,3716.7865535,3405.83352079
7094697,1006.94284181,1182.70148221,133,1006.94284181,4730.80592884,5737.74877065,2013.88568362,3548.10444663,5561.99013025,3020.82852543,2365.40296442,5386.23148985,4027.77136724,1182.70148221,5210.47284945,4555.04728844,4379.28864804,4203.53000764
2860869,736.94575821,1013.61126831,134,736.94575821,4054.44507324,4791.39083145,1473.89151642,3040.83380493,4514.72532135,2210.83727463,2027.22253662,4238.05981125,2947.78303284,1013.61126831,3961.39430115,3777.77956314,3501.11405304,3224.44854294
6855,507.3107707,997.60113709,135,507.3107707,3990.40454836,4497.71531906,1014.6215414,2992.8034112699997,4007.4249526699996,1521.9323121,1995.20227418,3517.13458628,2029.2430828,997.60113709,3026.8442198899997,3500.1141819699997,3009.82381558,2519.53344919
7055891,993.59970179,1198.2234754,136,993.59970179,4792.8939016,5786.49360339,1987.19940358,3594.6704262000003,5581.86982978,2980.7991053700002,2396.4469508,5377.246056170001,3974.39880716,1198.2234754,5172.62228256,4588.27012799,4383.64635438,4179.022580770001
3161468,748.20096607,1117.33201523,137,748.20096607,4469.32806092,5217.52902699,1496.40193214,3351.99604569,4848.39797783,2244.60289821,2234.66403046,4479.26692867,2992.80386428,1117.33201523,4110.13587951,4100.197011759999,3731.0659626,3361.93491344
6785688,945.61015913,977.90413459,138,945.61015913,3911.61653836,4857.22669749,1891.22031826,2933.71240377,4824.93272203,2836.83047739,1955.80826918,4792.63874657,3782.44063652,977.90413459,4760.34477111,3879.3225629,3847.02858744,3814.73461198
2957109,740.6955355,1013.61126831,139,740.6955355,4054.44507324,4795.14060874,1481.391071,3040.83380493,4522.22487593,2222.0866065,2027.22253662,4249.30914312,2962.782142,1013.61126831,3976.39341031,3781.52934043,3508.61360762,3235.69787481
602204,601.88282091,842.18153824,140,601.88282091,3368.72615296,3970.60897387,1203.76564182,2526.54461472,3730.31025654,1805.64846273,1684.36307648,3490.0115392099997,2407.53128364,842.18153824,3249.71282188,3128.42743563,2888.1287183,2647.8300009699997
3002,507.3056947,997.93548112,141,507.3056947,3991.74192448,4499.04761918,1014.6113894,2993.80644336,4008.41783276,1521.9170841,1995.87096224,3517.7880463399997,2029.2227788,997.93548112,3027.15825992,3501.11213806,3010.48235164,2519.85256522
2034881,705.92496085,1184.72177837,142,705.92496085,4738.88711348,5444.8120743300005,1411.8499217,3554.1653351100003,4966.01525681,2117.7748825500003,2369.44355674,4487.21843929,2823.6998434,1184.72177837,4008.4216217700005,4260.090295960001,3781.2934784400004,3302.49666092
3057816,744.19902776,931.90053608,143,744.19902776,3727.60214432,4471.8011720800005,1488.39805552,2795.70160824,4284.09966376,2232.5970832800003,1863.80107216,4096.398155440001,2976.79611104,931.90053608,3908.6966471200003,3539.9006360000003,3352.19912768,3164.4976193600005
1915951,701.92290854,1183.71377129,144,701.92290854,4734.85508516,5436.7779937000005,1403.84581708,3551.14131387,4954.9871309499995,2105.7687256199997,2367.42754258,4473.196268199999,2807.69163416,1183.71377129,3991.40540545,4253.06422241,3771.27335966,3289.48249691
3469227,758.45134485,788.22542912,145,758.45134485,3152.90171648,3911.35306133,1516.9026897,2364.67628736,3881.5789770600004,2275.35403455,1576.45085824,3851.80489279,3033.8053794,788.22542912,3822.0308085200004,3123.1276322100002,3093.3535479399998,3063.57946367
322393,559.35432567,862.26614277,146,559.35432567,3449.06457108,4008.41889675,1118.70865134,2586.79842831,3705.50707965,1678.06297701,1724.53228554,3402.59526255,2237.41730268,862.26614277,3099.68344545,3146.15275398,2843.24093688,2540.32911978
1195198,666.42457583,891.85658203,147,666.42457583,3567.42632812,4233.85090395,1332.84915166,2675.56974609,4008.41889775,1999.27372749,1783.71316406,3782.98689155,2665.69830332,891.85658203,3557.55488535,3341.99432192,3116.56231572,2891.13030952
2730176,731.44450679,1084.64851673,148,731.44450679,4338.59406692,5070.03857371,1462.88901358,3253.94555019,4716.83456377,2194.33352037,2169.29703346,4363.63055383,2925.77802716,1084.64851673,4010.42654389,3985.3900569800003,3632.1860470399997,3278.9820370999996
591848,601.37494387,945.06184109,149,601.37494387,3780.24736436,4381.62230823,1202.74988774,2835.18552327,4037.9354110100003,1804.12483161,1890.12368218,3694.2485137900003,2405.49977548,945.06184109,3350.5616165700003,3436.56046714,3092.87356992,2749.1866727
2034540,705.92496085,1056.6266516,150,705.92496085,4226.5066064,4932.431567250001,1411.8499217,3169.8799548,4581.7298765000005,2117.7748825500003,2113.2533032,4231.02818575,2823.6998434,1056.6266516,3880.3264950000003,3875.80491565,3525.1032249,3174.4015341500003
3872613,773.21861798,815.4721272,151,773.21861798,3261.8885088,4035.1071267800003,1546.43723596,2446.4163816,3992.85361756,2319.65585394,1630.9442544,3950.6001083399997,3092.87447192,815.4721272,3908.34659912,3219.63499958,3177.38149036,3135.12798114
3505728,759.45406193,787.72500908,152,759.45406193,3150.90003632,3910.35409825,1518.90812386,2363.17502724,3882.0831510999997,2278.36218579,1575.45001816,3853.8122039499995,3037.81624772,787.72500908,3825.5412567999997,3122.62908917,3094.35814202,3066.0871948699996
1378026,673.9106534,973.58757526,153,673.9106534,3894.35030104,4568.26095444,1347.8213068,2920.76272578,4268.58403258,2021.7319602,1947.17515052,3968.9071107199998,2695.6426136,973.58757526,3669.23018886,3594.6733791799998,3294.99645732,2995.31953546
324179,559.36077567,601.88282091,154,559.36077567,2407.53128364,2966.8920593099997,1118.72155134,1805.64846273,2924.37001407,1678.08232701,1203.76564182,2881.84796883,2237.44310268,601.88282091,2839.3259235899995,2365.0092384,2322.48719316,2279.96514792
308288,557.36075151,1031.29272266,155,557.36075151,4125.17089064,4682.53164215,1114.72150302,3093.87816798,4208.599671,1672.08225453,2062.58544532,3734.6676998499997,2229.44300604,1031.29272266,3260.7357287,3651.2389194899997,3177.30694834,2703.37497719
1499026,681.35425597,947.56404428,156,681.35425597,3790.25617712,4471.61043309,1362.70851194,2842.69213284,4205.40064478,2044.0627679100003,1895.12808856,3939.19085647,2725.41702388,947.56404428,3672.98106816,3524.04638881,3257.8366005,2991.6268121900002
5230185,807.49868159,1141.68163308,157,807.49868159,4566.72653232,5374.22521391,1614.99736318,3425.0448992399997,5040.04226242,2422.49604477,2283.36326616,4705.85931093,3229.99472636,1141.68163308,4371.67635944,4232.54358083,3898.36062934,3564.17767785
4831543,799.14970896,1082.98719361,158,799.14970896,4331.94877444,5131.0984834,1598.29941792,3248.9615808300005,4847.26099875,2397.44912688,2165.97438722,4563.423514100001,3196.59883584,1082.98719361,4279.58602945,4048.1112897900002,3764.27380514,3480.43632049
2040012,705.95023485,859.16708053,159,705.95023485,3436.66832212,4142.61855697,1411.9004697,2577.50124159,3989.40171129,2117.85070455,1718.33416106,3836.18486561,2823.8009394,859.16708053,3682.96801993,3283.45147644,3130.23463076,2977.01778508
3469224,758.45134485,787.72500908,160,758.45134485,3150.90003632,3909.35138117,1516.9026897,2363.17502724,3880.07771694,2275.35403455,1575.45001816,3850.80405271,3033.8053794,787.72500908,3821.53038848,3121.62637209,3092.35270786,3063.07904363
3688579,766.21956644,796.14518773,161,766.21956644,3184.58075092,3950.80031736,1532.43913288,2388.43556319,3920.87469607,2298.65869932,1592.29037546,3890.94907478,3064.87826576,796.14518773,3861.02345349,3154.65512963,3124.72950834,3094.80388705
1439906,676.40548759,884.53495047,162,676.40548759,3538.13980188,4214.54528947,1352.81097518,2653.6048514100003,4006.4158265900005,2029.21646277,1769.06990094,3798.28636371,2705.62195036,884.53495047,3590.1569008300003,3330.0103390000004,3121.88087612,2913.75141324
1143535,663.90297464,1352.81232719,163,663.90297464,5411.24930876,6075.1522834,1327.80594928,4058.4369815699997,5386.2429308499995,1991.70892392,2705.62465438,4697.3335783,2655.61189856,1352.81232719,4008.42422575,4722.339956209999,4033.43060366,3344.52125111
591256,601.37494387,860.0089266,164,601.37494387,3440.0357064,4041.41065027,1202.74988774,2580.0267798,3782.77666754,1804.12483161,1720.0178532,3524.14268481,2405.49977548,860.0089266,3265.50870208,3181.40172367,2922.7677409400003,2664.13375821
5682502,842.85094029,1084.64851673,165,842.85094029,4338.59406692,5181.44500721,1685.70188058,3253.94555019,4939.64743077,2528.5528208700002,2169.29703346,4697.84985433,3371.40376116,1084.64851673,4456.05227789,4096.79649048,3854.9989140400003,3613.2013376000004
5768180,850.47693887,866.19608207,166,850.47693887,3464.78432828,4315.26126715,1700.95387774,2598.58824621,4299.54212395,2551.43081661,1732.39216414,4283.82298075,3401.90775548,866.19608207,4268.10383755,3449.06518508,3433.34604188,3417.62689868
743837,631.39546816,650.39543861,167,631.39546816,2601.58175444,3232.9772226,1262.79093632,1951.1863158300002,3213.97725215,1894.18640448,1300.79087722,3194.9772817000003,2525.58187264,650.39543861,3175.9773112499997,2582.58178399,2563.58181354,2544.58184309
518550,595.35452841,1199.22546947,168,595.35452841,4796.90187788,5392.25640629,1190.70905682,3597.67640841,4788.38546523,1786.0635852299997,2398.45093894,4184.514524169999,2381.41811364,1199.22546947,3580.64358311,4193.03093682,3589.15999576,2985.2890546999997
3470601,758.45134485,946.07784516,169,758.45134485,3784.31138064,4542.76272549,1516.9026897,2838.2335354800002,4355.13622518,2275.35403455,1892.15569032,4167.50972487,3033.8053794,946.07784516,3979.88322456,3596.6848803300004,3409.05838002,3221.43187971
6134732,876.52303186,997.93548112,170,876.52303186,3991.74192448,4868.26495634,1753.04606372,2993.80644336,4746.85250708,2629.56909558,1995.87096224,4625.44005782,3506.09212744,997.93548112,4504.02760856,3870.32947522,3748.9170259599996,3627.5045767
148562,536.85350795,960.04919323,171,536.85350795,3840.19677292,4377.05028087,1073.7070159,2880.14757969,3953.85459559,1610.56052385,1920.09838646,3530.65891031,2147.4140318,960.04919323,3107.46322503,3417.00108764,2993.80540236,2570.60971708
2316244,715.45818357,967.5313498,172,715.45818357,3870.1253992,4585.58358277,1430.91636714,2902.5940494,4333.51041654,2146.3745507099998,1935.0626996,4081.43725031,2861.83273428,967.5313498,3829.36408408,3618.05223297,3365.9790667400002,3113.90590051
5963270,862.01569175,946.90786723,173,862.01569175,3787.63146892,4649.64716067,1724.0313835,2840.7236016899997,4564.754985189999,2586.04707525,1893.81573446,4479.86280971,3448.062767,946.90786723,4394.97063423,3702.7392934399995,3617.84711796,3532.9549424799998
242993,542.32800837,862.51654479,174,542.32800837,3450.06617916,3992.39418753,1084.65601674,2587.54963437,3672.20565111,1626.98402511,1725.03308958,3352.01711469,2169.31203348,862.51654479,3031.82857827,3129.8776427400003,2809.68910632,2489.5005699
520271,595.36321741,799.48371698,175,595.36321741,3197.93486792,3793.29808533,1190.72643482,2398.45115094,3589.1775857599996,1786.08965223,1598.96743396,3385.05708619,2381.45286964,799.48371698,3180.9365866199996,2993.8143683499998,2789.6938687800002,2585.5733692100002
