526.12,527.49,17571.57,4580.67
584.77,585.99,13051.69,3348.88
1031.41,1032.59,3498.68,2752.77
383.29,384.39,9443.57,2482.27
691.10,692.36,2920.43,1643.00
413.05,414.09,2167.24,1560.35
566.25,567.30,683.46,1287.44
312.72,314.41,749.26,1239.49
368.79,370.18,347.65,777.02
506.87,508.25,626.87,659.44
271.91,790.15,688.10,602.25
346.12,347.41,331.10,587.21
289.96,790.12,879.50,584.07
294.02,885.29,413.81,581.93
325.90,843.48,360.01,559.73
307.87,825.39,409.56,545.63
307.93,843.38,298.98,488.98
507.99,691.39,1092.69,462.14
482.07,691.15,491.86,434.53
325.84,825.15,291.55,425.67
578.00,625.08,372.83,421.50
426.89,790.40,953.17,421.46
525.92,691.00,971.18,416.24
370.95,691.29,339.14,389.91
408.82,773.15,322.23,382.63
525.78,1022.40,130.00,380.05
460.11,578.21,85.14,379.55
289.89,625.37,376.13,379.05
576.09,890.43,388.62,377.48
293.96,697.34,134.78,377.39
352.78,691.02,139.41,372.86
343.01,790.21,268.85,372.06
400.67,526.18,97.84,371.02
307.96,1013.22,263.44,370.78
204.91,889.46,150.09,370.50
409.11,479.97,233.06,370.47
408.75,742.29,177.23,363.12
213.14,289.94,175.31,360.89
408.89,790.24,670.46,358.62
526.26,657.24,144.29,358.09
593.50,625.20,198.91,354.78
337.60,482.10,88.06,353.67
346.34,607.97,86.75,347.21
526.15,538.67,109.36,345.48
526.17,631.81,69.59,344.79
426.88,596.97,196.21,343.79
412.88,773.27,215.06,340.95
456.09,698.30,72.75,340.51
581.16,596.75,107.50,339.87
286.15,1013.56,80.30,339.67
362.72,409.02,235.51,337.45
552.77,625.53,142.94,337.27
498.36,828.24,168.02,336.97
575.98,1014.29,314.28,333.63
773.23,885.22,161.48,333.53
580.75,826.09,175.17,332.08
502.99,844.02,89.02,331.26
426.97,625.54,455.12,330.20
378.75,561.51,287.71,328.67
589.50,894.65,107.30,328.34
370.77,773.13,111.00,327.90
293.87,511.74,278.80,327.58
487.88,625.18,191.86,327.09
469.95,578.16,166.00,326.61
307.90,403.82,81.66,324.76
375.27,384.14,286.63,323.77
398.66,691.24,202.05,322.55
386.87,578.35,153.37,321.60
585.01,871.35,130.48,320.97
277.01,773.12,76.62,320.61
495.69,990.13,213.50,320.26
520.41,596.39,117.39,319.77
304.71,885.25,110.16,319.58
525.73,974.10,158.85,319.44
552.64,889.22,114.99,319.36
398.44,502.51,96.49,318.32
337.45,508.10,132.24,317.84
240.88,903.51,66.56,316.55
371.01,642.98,136.79,316.43
413.11,597.22,133.43,316.25
580.75,692.14,219.37,315.94
329.58,439.10,296.25,315.72
427.22,701.02,121.85,315.24
213.36,1012.95,137.60,315.18
432.98,757.00,190.19,314.91
408.65,872.40,88.74,313.17
561.05,828.41,137.30,312.55
544.41,790.40,188.34,312.36
346.11,596.85,66.31,312.22
395.87,482.04,152.48,312.17
307.92,477.68,83.74,311.89
576.26,902.79,149.61,311.86
276.98,508.15,145.24,311.60
307.90,489.91,84.87,310.90
326.12,498.75,166.34,310.78
433.14,478.77,377.78,309.62
520.24,974.07,134.49,309.42
589.70,608.25,166.15,307.59
404.29,447.64,121.18,307.23
325.64,697.20,87.68,307.13
590.03,902.27,174.25,306.42
511.56,516.58,279.09,306.29
336.99,527.24,66.10,305.90
342.89,498.22,125.98,305.29
511.83,867.16,116.97,305.23
498.24,773.13,170.98,305.05
589.74,889.11,269.64,305.05
498.04,800.05,80.65,304.78
308.03,790.20,361.36,303.95
387.12,543.99,97.61,303.26
267.96,479.88,75.76,303.20
398.84,974.31,79.12,302.52
418.06,478.31,89.87,302.46
245.74,889.37,59.43,302.14
322.11,427.13,211.42,301.87
293.94,307.80,176.31,301.81
293.90,447.66,158.57,301.58
566.77,643.30,178.97,301.19
340.98,584.56,135.14,301.19
275.98,790.30,99.00,300.76
325.92,566.74,259.02,299.92
454.62,691.27,87.52,299.84
498.51,1031.89,138.11,299.54
426.98,551.75,178.71,299.50
562.29,1013.47,113.83,299.24
481.90,593.50,63.41,299.24
271.99,773.23,94.88,299.23
240.92,525.97,161.97,299.17
575.55,724.02,183.76,298.74
498.13,520.58,329.23,298.08
232.90,413.77,55.14,297.84
326.25,991.24,94.78,297.66
331.90,507.39,95.01,297.37
258.05,312.90,71.17,297.28
378.51,843.76,147.60,297.10
357.42,497.96,105.56,296.88
351.77,423.83,169.98,296.86
346.02,990.67,140.54,296.45
337.39,625.17,132.77,295.91
249.38,673.93,143.96,295.85
843.51,886.29,64.37,295.35
257.23,544.35,71.66,294.80
297.91,423.91,105.78,294.67
584.75,995.54,154.67,294.56
390.23,844.37,161.50,294.33
526.01,544.20,239.77,294.25
486.63,496.19,120.77,294.10
395.53,590.15,410.53,294.04
520.37,1032.23,135.61,293.84
691.20,890.36,159.89,293.81
370.74,828.37,68.27,293.41
408.90,462.97,76.91,293.28
345.86,738.04,95.73,293.17
255.15,384.13,139.57,292.92
271.75,478.76,90.53,292.72
263.49,520.81,152.49,292.55
447.51,489.82,139.03,292.52
384.23,494.45,211.59,292.16
492.07,526.27,94.71,291.86
408.87,543.84,139.37,291.75
489.39,567.32,208.99,291.70
444.87,1031.14,119.52,291.54
465.37,790.28,97.63,291.53
342.74,886.01,62.75,291.42
790.56,957.37,140.30,290.95
478.26,990.54,87.32,290.92
308.15,351.88,77.89,290.82
413.13,422.35,167.69,290.74
293.87,596.70,77.79,290.49
673.99,889.65,93.42,290.34
307.71,342.88,85.06,290.32
427.46,589.78,287.77,290.20
790.38,1031.35,273.91,290.12
308.05,697.47,115.02,290.02
253.00,345.88,87.15,289.06
294.00,304.41,64.06,289.00
325.77,715.27,71.73,288.91
272.46,957.12,57.63,288.81
277.07,990.33,103.15,288.73
503.50,590.26,136.13,288.56
289.73,351.92,55.43,287.82
377.87,552.44,140.86,287.82
413.05,487.94,138.79,287.74
369.14,1031.88,130.06,287.46
268.02,774.15,75.00,287.08
503.63,885.13,89.21,286.92
691.30,969.23,67.16,286.90
400.20,584.51,138.10,286.88
213.35,790.24,243.71,286.55
480.57,495.66,84.62,286.39
342.95,691.76,118.86,286.28
526.16,696.99,143.45,286.27
249.59,773.11,111.91,286.17
213.77,395.62,106.53,285.91
290.01,326.80,106.24,285.90
426.84,679.26,54.09,285.81
312.88,1031.77,156.81,285.11
661.09,691.10,36.76,284.88
325.88,974.70,121.12,284.82
236.89,691.32,71.19,284.26
491.92,584.53,129.55,284.08
584.62,596.07,143.96,283.69
346.08,507.11,203.72,283.44
433.36,503.75,227.58,282.98
412.99,956.39,163.15,282.83
256.91,566.62,134.75,282.81
625.66,889.22,162.42,282.68
843.36,889.61,98.83,282.40
362.35,956.38,61.13,282.40
240.36,691.63,179.13,282.26
773.22,991.38,87.04,282.14
413.08,520.85,261.18,282.08
275.09,439.55,177.58,282.07
507.95,990.39,213.35,281.97
204.86,885.38,106.15,281.67
511.70,844.49,126.99,281.65
507.20,808.67,79.96,281.55
549.12,625.13,92.48,281.37
456.89,1031.48,101.69,280.29
378.34,738.10,105.68,279.92
384.33,1022.48,133.69,279.91
498.05,503.10,126.27,279.88
885.06,895.49,63.15,279.75
276.87,561.14,102.58,279.65
511.77,774.05,154.66,279.65
423.90,483.50,100.39,279.12
243.90,496.27,39.55,279.04
427.08,496.28,303.02,278.90
312.87,580.46,176.57,278.69
325.63,725.27,74.16,278.67
372.37,597.51,73.90,278.43
389.98,483.21,101.02,278.21
520.15,673.84,150.53,277.92
575.52,828.55,176.25,277.86
307.86,890.36,108.74,277.66
417.95,773.63,92.40,277.52
342.81,395.55,125.42,277.47
843.53,1031.54,98.58,277.12
516.20,675.13,85.15,277.05
423.71,774.42,156.53,277.04
268.02,487.11,47.56,276.73
403.86,974.58,64.50,276.66
585.25,698.16,134.00,276.63
511.63,886.26,136.42,276.62
346.02,1031.46,114.80,276.47
279.82,413.09,44.23,276.41
511.90,571.95,280.24,276.32
272.00,581.04,109.37,275.93
423.79,657.07,83.84,275.47
673.30,825.27,78.08,275.13
325.81,772.39,99.44,274.85
561.26,956.42,153.88,274.58
495.56,575.53,489.74,274.44
267.98,526.01,182.70,274.43
249.36,790.64,232.75,274.41
370.73,584.48,228.74,274.32
