Index,Interpretation A,m/z A,m/z B,Interpretation B,CorrelationScore,NormalisedScore,MassDeviation
,bi(3-6)-(CH3SH)-(HCOH)(1+),352.78,691.02,y5(1+),139.40796639619614,372.8611417599776,0.622
,a4-(CH2S)(1+),352.78,691.02,bi(5-10)-2(NH3)(1+),139.40796639619614,372.8611417599776,0.698
,a4-(NH3)-(HCOH)(1+),352.78,691.02,y5(1+),139.40796639619614,372.8611417599776,0.76
,bi(8-10)-(H2O)-(HN=C=NH)(1+),352.78,691.02,b7-(CH3SH)(1+),139.40796639619614,372.8611417599776,0.775
,bi(8-10)-(H2O)-(HN=C=NH)(1+),352.78,691.02,b7-(H2O)-(HCOH)(1+),139.40796639619614,372.8611417599776,0.79
21,ai(2-5)-(H2O)(1+),343.01,790.21,y6(1+),268.8472735996925,372.0643272262456,0.362
,bi(2-5)-(CH2S)(1+),343.01,790.21,y6(1+),268.8472735996925,372.0643272262456,0.372
22,,400.67,526.18,,97.841926083825,371.01920459439845,
23,,307.96,1013.22,,263.44426023628205,370.7805473259792,
24,a3-(NH3)-(CH3CH2SCH3)(1+),204.91,889.46,y7(1+),150.08657380148773,370.5018231918601,0.228
,ai(3-4)(1+),204.91,889.46,y7(1+),150.08657380148773,370.5018231918601,0.236
,b4-(H2O)(2+),204.91,889.46,y7(1+),150.08657380148773,370.5018231918601,0.236
,b4-(NH3)(2+),204.91,889.46,y7(1+),150.08657380148773,370.5018231918601,0.694
25,ai(6-9)-(H2O)-(HN=C=NH)(1+),409.11,479.97,a5-(H2O)(1+),233.0639658681523,370.4657732080537,0.358
,ai(6-9)-(H2O)-(HN=C=NH)(1+),409.11,479.97,b5-(CH2S)(1+),233.0639658681523,370.4657732080537,0.374
,ai(6-9)-(H2O)-(HN=C=NH)(1+),409.11,479.97,b5-(NH3)-(HCOH)(1+),233.0639658681523,370.4657732080537,0.769
26,b4-(H2O)(1+),408.75,742.29,y6-(H2O)-(HCOH)(1+),177.23192900445795,363.1154803806791,0.492
27,bi(6-7)(1+),213.14,289.94,y4(2+),175.305055639446,360.88895263629746,0.251
28,b4-(H2O)(1+),408.89,790.24,y6(1+),670.4568650374711,358.61519113879984,0.417
29,b5(1+),526.26,657.24,y5-2(NH3)(1+),144.28721515912366,358.0881681594152,0.17
30,,593.5,625.2,,198.91032625275645,354.77563291953805,
31,,337.6,482.1,,88.0633534034041,353.67201900346487,
32,y5(2+),346.34,607.97,b6-(NH3)(1+),86.74730226804853,347.21066010218215,0.357
,y5(2+),346.34,607.97,b6-(H2O)(1+),86.74730226804853,347.21066010218215,0.649
33,b5(1+),526.15,538.67,ai(6-10)-(NH3)-(HN=C=NH)(1+),109.36378483512593,345.48300842866126,0.295
34,,526.17,631.81,,69.59308992274285,344.79142136491805,
35,b4(1+),426.88,596.97,bi(5-9)(1+),196.21241973778453,343.79133704740207,0.636
36,,412.88,773.27,,215.05931917513925,340.9546562119087,
37,,456.09,698.3,,72.75121810781856,340.508185230495,
38,,581.16,596.75,,107.49532414139176,339.86928777012145,
39,,286.15,1013.56,,80.29911023477734,339.66932982202394,
40,y6-2(H2O)-(HCOH)(2+),362.72,409.02,b4-(H2O)(1+),235.5084379128593,337.4517320555883,0.173
,bi(5-10)(2+),362.72,409.02,b4-(H2O)(1+),235.5084379128593,337.4517320555883,0.175
,ai(5-8)-2(H2O)-(HN=C=NH)(1+),362.72,409.02,b4-(H2O)(1+),235.5084379128593,337.4517320555883,0.462
,b4-2(NH3)-(HCOH)(1+),362.72,409.02,bi(5-8)-(NH3)-(HN=C=NH)(1+),235.5084379128593,337.4517320555883,0.494
,b4-2(NH3)-(HCOH)(1+),362.72,409.02,y7-(HN=C=NH)-(HCOH)(2+),235.5084379128593,337.4517320555883,0.499
,a4-2(H2O)(1+),362.72,409.02,bi(5-8)-(NH3)-(HN=C=NH)(1+),235.5084379128593,337.4517320555883,0.528
,a4-2(H2O)(1+),362.72,409.02,y7-(HN=C=NH)-(HCOH)(2+),235.5084379128593,337.4517320555883,0.533
41,,552.77,625.53,,142.93660327164332,337.2686886094677,
42,,498.36,828.24,,168.01665502476385,336.97245342571455,
43,,575.98,1014.29,,314.27937273055943,333.63272592384993,
44,,773.23,885.22,,161.48491211190128,333.53117772649165,
45,,580.75,826.09,,175.17132243102014,332.0808213374097,
46,,502.99,844.02,,89.01698547908063,331.26198017010574,
47,b4(1+),426.97,625.54,y5-2(H2O)-(HCOH)(1+),455.12004253699473,330.19654752250636,0.255
,ai(2-6)-2(NH3)(1+),426.97,625.54,y5-2(H2O)-(HCOH)(1+),455.12004253699473,330.19654752250636,0.778
48,b4-(H2O)-(HCOH)(1+),378.75,561.51,y4-(NH3)(1+),287.7058172372664,328.6711084468704,0.459
,b4-(CH3SH)(1+),378.75,561.51,y4-(NH3)(1+),287.7058172372664,328.6711084468704,0.478
,bi(4-7)-2(NH3)(1+),378.75,561.51,y4-(NH3)(1+),287.7058172372664,328.6711084468704,0.496
49,,589.5,894.65,,107.29786040036228,328.3426211573819,
50,bi(2-5)-(H2O)(1+),370.77,773.13,y6-(NH3)(1+),110.99540724777098,327.8976120511934,0.552
,bi(2-5)-(H2O)(1+),370.77,773.13,y6-(H2O)(1+),110.99540724777098,327.8976120511934,0.735
51,y2(1+),293.87,511.74,b9(2+),278.8020670941774,327.57968382833315,0.318
,bi(5-7)-(H2O)(1+),293.87,511.74,y4-2(H2O)-(HCOH)(1+),278.8020670941774,327.57968382833315,0.703
52,bi(2-6)(1+),487.88,625.18,y5-2(H2O)-(HCOH)(1+),191.8590255918325,327.08516066962545,0.447
53,ai(3-7)-(CH2S)(1+),469.95,578.16,y4(1+),166.00304640801556,326.6139977475218,0.439
,ai(3-7)-(NH3)-(HCOH)(1+),469.95,578.16,y4(1+),166.00304640801556,326.6139977475218,0.705
54,b3-(H2O)(1+),307.9,403.82,y3-(H2O)(1+),81.66312999085235,324.75847768479406,0.51
,b3-(H2O)(1+),307.9,403.82,bi(4-10)-(H2O)(2+),81.66312999085235,324.75847768479406,0.519
55,,375.27,384.14,,286.6272669268446,323.7653272678982,
56,a4(1+),398.66,691.24,y5(1+),202.05109552341878,322.5491794406412,0.583
57,y3-2(H2O)(1+),386.87,578.35,b6-(NH3)-(HCOH)(1+),153.3712478408631,321.60046757780003,0.612
58,,585.01,871.35,,130.48499975943412,320.9656303338213,
59,,277.01,773.12,,76.62129778285676,320.6096236184948,
60,,495.69,990.13,,213.4965189895275,320.2631027056227,
61,,520.41,596.39,,117.39356150087356,319.7691316041128,
62,,304.71,885.25,,110.15615991374801,319.5779326003595,
63,,525.73,974.1,,158.84543312634224,319.44179239048844,
64,,552.64,889.22,,114.9868001791118,319.36252152270885,
65,,398.44,502.51,,96.4873144682376,318.32421224665217,
66,y5-(H2O)(2+),337.45,508.1,b5-(H2O)(1+),132.2412087563245,317.8432930176505,0.272
,y5-(NH3)(2+),337.45,508.1,b5-(H2O)(1+),132.2412087563245,317.8432930176505,0.314
67,,240.88,903.51,,66.55686988239559,316.5502038493707,
68,,371.01,642.98,,136.79481050259156,316.4316781172819,
69,,413.11,597.22,,133.4303607748587,316.24761731737743,
70,,580.75,692.14,,219.3654735534364,315.9398028307322,
71,,329.58,439.1,,296.2451468901487,315.71600673059874,
72,,427.22,701.02,,121.85025262485726,315.24055294311285,
73,,213.36,1012.95,,137.60145524226365,315.17745523627,
74,,432.98,757.0,,190.1889698379011,314.9130490608736,
75,,408.65,872.4,,88.7411089355651,313.1680685993137,
76,,561.05,828.41,,137.2966053633654,312.5534200222514,
77,,544.41,790.4,,188.34427356974655,312.35867957640454,
78,y5(2+),346.11,596.85,a6(1+),66.3063432197274,312.21645108184805,0.504
79,,395.87,482.04,,152.47847380113848,312.1659131909978,
80,b3-(H2O)(1+),307.92,477.68,y8-2(H2O)(2+),83.73842238928162,311.8894238115917,0.261
,b3-(H2O)(1+),307.92,477.68,ai(4-8)-2(NH3)-(HCOH)(1+),83.73842238928162,311.8894238115917,0.43
81,,576.26,902.79,,149.6097072786585,311.85927821066286,
82,y2-(NH3)(1+),276.98,508.15,b5-(H2O)(1+),145.23678199327838,311.60218022675195,0.211
,y2-(NH3)(1+),276.98,508.15,ai(5-9)-(H2O)-(HN=C=NH)(1+),145.23678199327838,311.60218022675195,0.3
83,ai(6-8)-2(NH3)(1+),307.9,489.91,b5-2(H2O)(1+),84.8732723550638,310.89951823950787,0.769
84,b3(1+),326.12,498.75,ai(4-8)-(HN=C=NH)(1+),166.33864400846664,310.7751572575763,0.611
85,ai(6-9)-2(H2O)(1+),433.14,478.77,b5-(NH3)-(HCOH)(1+),377.7789033185845,309.6186041639926,0.502
,ai(6-9)-2(H2O)(1+),433.14,478.77,b5-(CH3SH)(1+),377.7789033185845,309.6186041639926,0.539
,ai(6-9)-2(H2O)(1+),433.14,478.77,b5-(H2O)-(HCOH)(1+),377.7789033185845,309.6186041639926,0.557
86,,520.24,974.07,,134.49259080119896,309.41543825659795,
87,,589.7,608.25,,166.15408583446623,307.58918728618926,
88,y3-(H2O)(1+),404.29,447.64,b8(2+),121.17876562590862,307.2283955721946,0.132
,y3-(H2O)(1+),404.29,447.64,b5-(CH3SH)-(HCOH)(1+),121.17876562590862,307.2283955721946,0.62
89,b3(1+),325.64,697.2,bi(4-9)(1+),87.68456638124117,307.12939534435355,0.577
90,,590.03,902.27,,174.25267355564148,306.42234963964836,
91,,336.99,527.24,,66.10036853402859,305.8987876906507,
92,,342.89,498.22,,125.98248340082232,305.2897362154321,
93,,511.83,867.16,,116.9660475609509,305.2289748943935,
94,,498.24,773.13,,170.9771717461355,305.0510473653757,
95,,589.74,889.11,,269.64009367796035,305.04916112801766,
96,,498.04,800.05,,80.6542017743474,304.7841211288855,
97,b3-(H2O)(1+),308.03,790.2,y6(1+),361.3624982435248,303.948182141693,0.348
,b3-(H2O)(1+),308.03,790.2,bi(4-10)-2(H2O)(1+),361.3624982435248,303.948182141693,0.659
98,,387.12,543.99,,97.60908007442144,303.2617011943105,
99,,267.96,479.88,,75.75684931206513,303.2013100532171,
100,,398.84,974.31,,79.12056781697201,302.51545359992184,
101,,418.06,478.31,,89.87199790410824,302.4585698564404,
102,b3-2(NH3)-(CH2S)(1+),245.74,889.37,y7(1+),59.432575569379516,302.13675080592816,0.436
,ai(2-4)-(NH3)(1+),245.74,889.37,y7(1+),59.432575569379516,302.13675080592816,0.689
103,y5-(H2O)-(HCOH)(2+),322.11,427.13,b4(1+),211.41836437398482,301.87063122191313,0.13
,y5-(NH3)-(HCOH)(2+),322.11,427.13,b4(1+),211.41836437398482,301.87063122191313,0.614
104,y2(1+),293.94,307.8,b3-(H2O)(1+),176.30724412614865,301.8074994992784,0.416
105,y2(1+),293.9,447.66,b8(2+),158.56704705061418,301.57587893752094,0.301
,y2(1+),293.9,447.66,b5-(CH3SH)-(HCOH)(1+),158.56704705061418,301.57587893752094,0.662
106,,566.77,643.3,,178.96824212377928,301.19326046800114,
107,,340.98,584.56,,135.14008305778674,301.1858821277816,
108,y2-(H2O)(1+),275.98,790.3,a8-(CH3CH2SCH3)(1+),99.0046824448017,300.75789117091637,0.269
,y2-(H2O)(1+),275.98,790.3,a8-(CH2S)-(HCOH)(1+),99.0046824448017,300.75789117091637,0.298
109,,325.92,566.74,,259.0183568397046,299.9234942411803,
110,bi(2-6)-2(NH3)(1+),454.62,691.27,y5(1+),87.52345389517168,299.83550334426604,0.461
111,,498.51,1031.89,,138.10854421041407,299.54059849395003,
112,b4(1+),426.98,551.75,ai(5-9)-(NH3)(1+),178.70506960877353,299.50306400959226,0.413
113,,562.29,1013.47,,113.82659309273939,299.24407576696234,
114,,481.9,593.5,,63.409660584957415,299.2389710547454,
115,,271.99,773.23,,94.87785116009655,299.23093361033733,
116,bi(6-9)-(NH3)(2+),240.92,525.97,b5(1+),161.97151024613635,299.1694309328171,0.391
,bi(6-9)-(H2O)(2+),240.92,525.97,b5(1+),161.97151024613635,299.1694309328171,0.798
117,,575.55,724.02,,183.7604755253037,298.7383982607507,
118,ai(7-10)(1+),498.13,520.58,a6-(CH3CH2SCH3)(1+),329.2305124366353,298.0814453751422,0.762
119,b3-(NH3)-(CH3CH2SCH3)(1+),232.9,413.77,bi(4-10)(2+),55.136267212689596,297.84130918439234,0.516
,b3-(NH3)-(CH3CH2SCH3)(1+),232.9,413.77,bi(4-7)(1+),55.136267212689596,297.84130918439234,0.526
,a3-(NH3)-(CH3SH)(1+),232.9,413.77,bi(4-10)(2+),55.136267212689596,297.84130918439234,0.528
,b3-(NH3)-(CH3CH2SCH3)(1+),232.9,413.77,y7-2(NH3)-(HCOH)(2+),55.136267212689596,297.84130918439234,0.535
,a3-(NH3)-(CH3SH)(1+),232.9,413.77,bi(4-7)(1+),55.136267212689596,297.84130918439234,0.537
,bi(3-4)(1+),232.9,413.77,y7-2(NH3)-(HCOH)(2+),55.136267212689596,297.84130918439234,0.539
,a3-(NH3)-(CH3SH)(1+),232.9,413.77,y7-2(NH3)-(HCOH)(2+),55.136267212689596,297.84130918439234,0.546
120,,326.25,991.24,,94.78489625855349,297.66497259477393,
121,,331.9,507.39,,95.01210012269773,297.3677026511511,
122,y2-2(H2O)(1+),258.05,312.9,b6(2+),71.16686243455669,297.2815445238746,0.292
,y2-2(H2O)(1+),258.05,312.9,bi(4-9)-(HN=C=NH)-(HCOH)(2+),71.16686243455669,297.2815445238746,0.338
,y4-2(NH3)-(HCOH)(2+),258.05,312.9,bi(5-7)(1+),71.16686243455669,297.2815445238746,0.775
123,,378.51,843.76,,147.59996037208913,297.0980591112141,
124,,357.42,497.96,,105.5628993392742,296.88397058075753,
125,a4-(NH3)-(HCOH)(1+),351.77,423.83,y7-(HN=C=NH)(2+),169.97768720710172,296.85652840005775,0.603
,a4-(NH3)-(HCOH)(1+),351.77,423.83,ai(5-8)-(NH3)(1+),169.97768720710172,296.85652840005775,0.658
,a4-(CH3SH)(1+),351.77,423.83,y7-(HN=C=NH)(2+),169.97768720710172,296.85652840005775,0.732
,b4-(CH2S)-(HCOH)(1+),351.77,423.83,y7-(HN=C=NH)(2+),169.97768720710172,296.85652840005775,0.732
,a4-(H2O)-(HCOH)(1+),351.77,423.83,y7-(HN=C=NH)(2+),169.97768720710172,296.85652840005775,0.748
,b4-(CH3CH2SCH3)(1+),351.77,423.83,y7-(HN=C=NH)(2+),169.97768720710172,296.85652840005775,0.756
,b4-(CH2S)-(HCOH)(1+),351.77,423.83,ai(5-8)-(NH3)(1+),169.97768720710172,296.85652840005775,0.778
,a4-(CH3SH)(1+),351.77,423.83,ai(5-8)-(NH3)(1+),169.97768720710172,296.85652840005775,0.778
,a4-(H2O)-(HCOH)(1+),351.77,423.83,ai(5-8)-(NH3)(1+),169.97768720710172,296.85652840005775,0.793
126,,346.02,990.67,,140.54079986483558,296.45168795932534,
127,y5-(H2O)(2+),337.39,625.17,b6(1+),132.7678079414205,295.9144085992976,0.233
,ai(3-6)-2(H2O)-(HCOH)(1+),337.39,625.17,y5-2(H2O)-(HCOH)(1+),132.7678079414205,295.9144085992976,0.322
,y5-(NH3)(2+),337.39,625.17,b6(1+),132.7678079414205,295.9144085992976,0.371
128,bi(8-9)-2(H2O)(1+),249.38,673.93,b7-2(NH3)-(HCOH)(1+),143.96392976875472,295.8526712323868,0.474
,bi(8-9)-2(H2O)(1+),249.38,673.93,a7-2(H2O)(1+),143.96392976875472,295.8526712323868,0.511
,a5(2+),249.38,673.93,y5-(H2O)(1+),143.96392976875472,295.8526712323868,0.546
,a5(2+),249.38,673.93,y5-(NH3)(1+),143.96392976875472,295.8526712323868,0.572
129,,843.51,886.29,,64.3747242279029,295.3528962621622,
130,bi(3-7)-(HCOH)(2+),257.23,544.35,y4-2(NH3)(1+),71.65810523273302,294.8046327681995,0.431
,y4-2(NH3)-(HCOH)(2+),257.23,544.35,bi(3-7)(1+),71.65810523273302,294.8046327681995,0.431
,y4-2(H2O)-(HCOH)(2+),257.23,544.35,bi(3-7)(1+),71.65810523273302,294.8046327681995,0.551
131,a3(1+),297.91,423.91,y7-(HN=C=NH)(2+),105.77724659979127,294.6681615424776,0.449
132,,584.75,995.54,,154.67464662245075,294.55583361580284,
133,,390.23,844.37,,161.49594664663687,294.328230557695,
134,b5(1+),526.01,544.2,y4-2(NH3)(1+),239.7721080622895,294.25128468229997,0.286
,ai(2-7)-(NH3)-(HCOH)(1+),526.01,544.2,y4-2(NH3)(1+),239.7721080622895,294.25128468229997,0.314
,bi(3-7)-(H2O)(1+),526.01,544.2,y4-2(NH3)(1+),239.7721080622895,294.25128468229997,0.323
,bi(2-7)-(CH2S)-(HCOH)(1+),526.01,544.2,y4-2(NH3)(1+),239.7721080622895,294.25128468229997,0.681
,ai(2-7)-(CH3SH)(1+),526.01,544.2,y4-2(NH3)(1+),239.7721080622895,294.25128468229997,0.691
,ai(2-7)-(H2O)-(HCOH)(1+),526.01,544.2,y4-2(NH3)(1+),239.7721080622895,294.25128468229997,0.7
,bi(2-7)-(CH3CH2SCH3)(1+),526.01,544.2,y4-2(NH3)(1+),239.7721080622895,294.25128468229997,0.72
135,,486.63,496.19,,120.77058131271575,294.0969186824834,
136,,395.53,590.15,,410.5290607382266,294.0394194645076,
137,,520.37,1032.23,,135.6103733957973,293.84052553995105,
138,,691.2,890.36,,159.89473832331603,293.8050942677075,
139,,370.74,828.37,,68.27001060647558,293.4111231810467,
140,,408.9,462.97,,76.91015930105021,293.28103191317786,
141,,345.86,738.04,,95.73490333827182,293.1726156786459,
142,,255.15,384.13,,139.56546222772377,292.91773998165326,
143,y4-2(H2O)(2+),271.75,478.76,bi(3-7)-2(H2O)-(HCOH)(1+),90.53192809675197,292.7234046422619,0.475
,y4-2(H2O)(2+),271.75,478.76,b5-(NH3)-(HCOH)(1+),90.53192809675197,292.7234046422619,0.475
,y4-2(H2O)(2+),271.75,478.76,b5-(CH3SH)(1+),90.53192809675197,292.7234046422619,0.495
,y4-2(H2O)(2+),271.75,478.76,b5-(H2O)-(HCOH)(1+),90.53192809675197,292.7234046422619,0.515
144,bi(7-10)(2+),263.49,520.81,a6-(CH3CH2SCH3)(1+),152.4881137339159,292.5537055968107,0.533
,bi(7-10)(2+),263.49,520.81,a6-(CH2S)-(HCOH)(1+),152.4881137339159,292.5537055968107,0.57
,b5(2+),263.49,520.81,ai(6-10)-2(NH3)-(HN=C=NH)(1+),152.4881137339159,292.5537055968107,0.589
,b3-(NH3)-(CH2S)(1+),263.49,520.81,bi(4-8)-(H2O)-(HCOH)(1+),152.4881137339159,292.5537055968107,0.652
145,,447.51,489.82,,139.03126907432647,292.5179845442444,
146,,384.23,494.45,,211.59118449136704,292.1597073652293,
147,a6-(CH3CH2SCH3)-(HCOH)(1+),492.07,526.27,bi(7-10)(1+),94.70873651495562,291.8595668724105,0.788
148,b4-(H2O)(1+),408.87,543.84,y4-2(NH3)(1+),139.36806135247613,291.7472397764462,0.577
149,,489.39,567.32,,208.990702193275,291.69683353821085,
150,,444.87,1031.14,,119.52021126988785,291.5426367485826,
151,,465.37,790.28,,97.62628928081294,291.5251419772,
152,,342.74,886.01,,62.75006135529098,291.4219633000663,
153,,790.56,957.37,,140.30471503074955,290.9491913960452,
154,,478.26,990.54,,87.31744386513539,290.9159619981716,
155,b3-(H2O)(1+),308.15,351.88,ai(4-7)-2(NH3)(1+),77.89463466855779,290.81714051710816,0.66
156,a8-(HN=C=NH)(2+),413.13,422.35,y3(1+),167.687542708076,290.7408280558624,0.386
157,y2(1+),293.87,596.7,bi(5-9)(1+),77.79283287801493,290.48600560355254,0.418
,y2(1+),293.87,596.7,a6(1+),77.79283287801493,290.48600560355254,0.711
,ai(7-9)-2(NH3)-(HN=C=NH)(1+),293.87,596.7,a6(1+),77.79283287801493,290.48600560355254,0.725
,a4-(CH3CH2SCH3)-(HCOH)(1+),293.87,596.7,bi(5-9)(1+),77.79283287801493,290.48600560355254,0.763
158,,673.99,889.65,,93.41966275347248,290.3422149523738,
159,,307.71,342.88,,85.062517679002,290.32303360868315,
160,,427.46,589.78,,287.7705292784501,290.1994808682611,
161,,790.38,1031.35,,273.90536580010786,290.11829461108834,
162,b3-(H2O)(1+),308.05,697.47,bi(4-9)(1+),115.02360221503295,290.01709035457105,0.09
163,bi(4-6)-(NH3)-(HCOH)(1+),253.0,345.88,y5(2+),87.15489348477097,289.0594644519344,0.385
164,y2(1+),294.0,304.41,b6-(H2O)(2+),64.05864460037022,288.9950936389378,0.3
,y2(1+),294.0,304.41,b6-(NH3)(2+),64.05864460037022,288.9950936389378,0.308
,ai(7-9)-2(NH3)-(HN=C=NH)(1+),294.0,304.41,b6-(H2O)(2+),64.05864460037022,288.9950936389378,0.319
,ai(7-9)-2(NH3)-(HN=C=NH)(1+),294.0,304.41,b6-(NH3)(2+),64.05864460037022,288.9950936389378,0.326
165,,325.77,715.27,,71.72676106852288,288.91074189141585,
166,,272.46,957.12,,57.631041815988816,288.813551249838,
167,,277.07,990.33,,103.15151330061876,288.73130974423117,
168,,503.5,590.26,,136.13178703950507,288.55726582613624,
169,bi(5-9)-(H2O)(2+),289.73,351.92,a4-(NH3)-(HCOH)(1+),55.42871680498483,287.8244227735385,0.241
,y4(2+),289.73,351.92,a4-(NH3)-(HCOH)(1+),55.42871680498483,287.8244227735385,0.243
,b6-(NH3)-(HCOH)(2+),289.73,351.92,ai(7-9)-(H2O)(1+),55.42871680498483,287.8244227735385,0.369
,bi(5-9)-(NH3)(2+),289.73,351.92,a4-(NH3)-(HCOH)(1+),55.42871680498483,287.8244227735385,0.528
,a6-(H2O)(2+),289.73,351.92,ai(7-9)-(H2O)(1+),55.42871680498483,287.8244227735385,0.569
,b6-(CH2S)(2+),289.73,351.92,ai(7-9)-(H2O)(1+),55.42871680498483,287.8244227735385,0.576
,b6-(CH3SH)(2+),289.73,351.92,ai(7-9)-(H2O)(1+),55.42871680498483,287.8244227735385,0.666
,b6-(H2O)-(HCOH)(2+),289.73,351.92,ai(7-9)-(H2O)(1+),55.42871680498483,287.8244227735385,0.674
,y4(2+),289.73,351.92,ai(4-7)-2(NH3)(1+),55.42871680498483,287.8244227735385,0.701
,bi(5-9)-(H2O)(2+),289.73,351.92,b4-(CH2S)-(HCOH)(1+),55.42871680498483,287.8244227735385,0.72
,bi(5-9)-(H2O)(2+),289.73,351.92,a4-(CH3SH)(1+),55.42871680498483,287.8244227735385,0.72
,y4(2+),289.73,351.92,a4-(CH3SH)(1+),55.42871680498483,287.8244227735385,0.721
,y4(2+),289.73,351.92,b4-(CH2S)-(HCOH)(1+),55.42871680498483,287.8244227735385,0.721
,bi(5-9)-(H2O)(2+),289.73,351.92,a4-(H2O)-(HCOH)(1+),55.42871680498483,287.8244227735385,0.74
,y4(2+),289.73,351.92,a4-(H2O)-(HCOH)(1+),55.42871680498483,287.8244227735385,0.741
,bi(5-9)-(H2O)(2+),289.73,351.92,b4-(CH3CH2SCH3)(1+),55.42871680498483,287.8244227735385,0.75
,y4(2+),289.73,351.92,b4-(CH3CH2SCH3)(1+),55.42871680498483,287.8244227735385,0.751
170,,377.87,552.44,,140.85663885179503,287.81860713180185,
171,,413.05,487.94,,138.79311228262955,287.7362977437925,
172,,369.14,1031.88,,130.05745567738774,287.46493562286105,
173,bi(3-5)-2(NH3)-(HCOH)(1+),268.02,774.15,y6-(NH3)(1+),74.9998717927305,287.08173936824215,0.655
,ai(3-5)-2(H2O)(1+),268.02,774.15,y6-(NH3)(1+),74.9998717927305,287.08173936824215,0.661
174,,503.63,885.13,,89.21125448362669,286.92147713508024,
175,,691.3,969.23,,67.15767794854702,286.8986698337624,
176,,400.2,584.51,,138.1010257503112,286.8835210841219,
177,,213.35,790.24,,243.70934117009017,286.5541622437398,
178,bi(6-9)-(NH3)(1+),480.57,495.66,b5-(HCOH)(1+),84.62039381212944,286.38636328619253,0.646
179,ai(8-10)-(HN=C=NH)(1+),342.95,691.76,b7-(NH3)-(HCOH)(1+),118.85826558512402,286.27948700243735,0.496
,ai(8-10)-(HN=C=NH)(1+),342.95,691.76,a7-(H2O)(1+),118.85826558512402,286.27948700243735,0.729
,ai(8-10)-(HN=C=NH)(1+),342.95,691.76,b7-(CH2S)(1+),118.85826558512402,286.27948700243735,0.747
180,,526.16,696.99,,143.4523436499143,286.2679952120837,
