457.57,459.96,875736.75,6457.77
614.24,616.04,631322.33,6063.99
482.83,485.38,372723.89,5934.65
828.41,830.55,250132.19,5271.51
592.54,595.00,269618.57,4613.80
297.16,300.71,175934.71,4517.64
535.17,537.10,242710.21,4401.62
468.53,470.42,121506.38,3725.71
605.52,607.43,77795.65,3064.15
940.30,942.12,47514.38,2948.58
356.66,715.44,88646.97,2542.99
235.19,237.02,56447.84,2488.39
342.87,347.35,22245.64,2368.03
383.10,600.46,25821.76,2343.65
245.82,591.38,39229.17,1915.99
456.75,487.22,142352.31,1822.66
359.18,624.40,39045.87,1780.09
296.01,557.42,21404.31,1715.01
234.85,940.45,10372.36,1541.69
359.14,534.76,46673.31,1519.88
200.71,614.08,27688.29,1515.91
487.33,827.44,58318.77,1445.36
414.18,600.38,18853.35,1433.75
577.28,581.97,7407.66,1302.80
300.50,827.42,29218.96,1253.30
172.63,614.08,11026.74,1237.05
245.81,582.49,14631.43,1149.12
243.97,940.40,10514.09,1011.89
245.79,1068.42,6772.23,990.71
174.58,626.99,6543.76,967.17
444.98,491.76,81584.75,964.87
559.34,715.45,18069.04,940.28
347.64,715.54,9601.72,904.29
356.64,698.39,7828.79,889.82
443.34,542.33,5249.32,883.79
417.10,491.82,32568.68,773.47
228.63,712.43,1859.11,752.20
359.15,525.71,13337.08,714.40
369.04,491.96,24711.84,708.77
445.11,483.01,24484.78,707.17
267.85,715.66,3408.13,645.25
405.31,600.32,3688.78,622.37
445.09,468.13,12650.75,607.37
444.93,624.41,13381.86,599.62
468.09,487.09,14667.72,599.02
200.69,605.02,3953.31,580.02
487.14,841.49,5393.38,562.87
427.07,491.95,16832.63,560.46
291.97,827.60,2375.16,552.62
245.92,737.30,2645.09,543.87
195.81,940.89,734.53,531.92
200.73,712.31,2564.07,529.18
250.74,557.39,1799.90,529.18
245.81,1051.61,1779.18,529.04
514.24,600.44,2119.97,526.28
335.69,715.27,2247.17,525.91
300.61,809.82,3885.91,524.98
296.08,548.78,1615.85,518.70
243.81,922.17,2632.43,517.19
487.01,496.41,6628.73,515.46
216.78,983.52,553.15,494.60
234.83,922.40,2032.95,491.22
241.91,827.88,2149.80,479.92
313.96,491.84,13117.12,479.61
383.29,444.94,7162.59,469.97
174.80,577.12,1139.48,460.18
487.21,809.60,5485.37,454.61
245.85,516.95,3326.90,439.53
427.13,624.36,3089.65,435.11
359.22,755.18,1671.83,429.53
245.76,542.30,2373.00,400.49
174.71,552.38,834.36,388.71
172.65,605.18,1112.49,385.20
246.03,1082.23,658.29,382.45
200.51,513.37,1013.51,378.15
174.80,591.32,2966.25,362.98
137.48,614.34,929.10,362.04
434.42,542.08,685.62,352.97
196.10,245.95,768.02,352.09
444.74,601.19,6358.31,350.74
200.63,982.06,766.34,348.91
399.92,583.15,1408.51,347.91
941.20,1049.97,523.24,347.00
241.81,359.04,1819.46,345.26
245.81,525.75,5572.88,343.44
296.52,514.64,1250.24,339.68
286.50,601.38,523.75,335.51
172.46,982.88,454.88,334.48
246.09,799.31,461.26,331.97
512.20,715.62,1638.00,330.12
174.45,1052.05,468.92,328.93
175.07,923.04,663.67,327.62
443.31,524.29,940.28,327.26
229.13,359.63,2147.17,322.98
285.94,542.19,231.66,321.69
491.16,599.50,1257.86,317.82
295.98,755.11,406.10,315.06
228.54,591.70,1249.25,313.00
174.78,737.90,636.53,310.76
201.24,698.09,1070.42,309.52
557.64,617.77,2823.11,303.81
672.16,828.50,383.62,301.54
356.40,505.90,881.63,301.48
