Index,Interpretation A,m/z A,m/z B,Interpretation B,CorrelationScore,NormalisedScore,MassDeviation
,y2(1+),245.99,570.5,b10(2+),646723.3195427924,1175.4946575891013,0.24
7,y3(1+),359.08,582.21,bi(5-9)(1+),573131.0792655636,1108.9859603134887,0.2
8,y4(1+),487.4,785.66,b7(1+),472072.5283547547,1059.659764696316,0.26
9,y4-(H2O)(2+),235.01,898.41,b8(1+),301892.7236711054,977.1754387857931,0.172
,y4-(NH3)(2+),235.01,898.41,b8(1+),301892.7236711054,977.1754387857931,0.638
10,y3(1+),359.18,505.0,b9-(H2O)(2+),496196.36178275757,922.0939026192375,0.228
,y3(1+),359.18,505.0,b9-(NH3)(2+),496196.36178275757,922.0939026192375,0.277
11,b2(1+),200.63,593.0,y10(2+),4338284.642750567,882.2634048606769,0.512
,ai(7-8)(1+),200.63,593.0,b6-(CH3SH)-(HCOH)(1+),4338284.642750567,882.2634048606769,0.79
,b2(1+),200.63,593.0,ai(3-8)-(CH3SH)-(HCOH)(1+),4338284.642750567,882.2634048606769,0.79
12,a3-2(H2O)(1+),250.93,536.45,y5-2(NH3)-(HCOH)(1+),713738.3259173597,881.7618317219868,0.751
,a3-2(H2O)(1+),250.93,536.45,y9(2+),713738.3259173597,881.7618317219868,0.755
,ai(5-7)-(NH3)-(HCOOH)(1+),250.93,536.45,y5-2(NH3)-(HCOH)(1+),713738.3259173597,881.7618317219868,0.791
13,y4(2+),243.86,898.76,b8(1+),252092.51342093552,847.8180186119702,0.383
14,b7-(H2O)(2+),384.17,600.39,y5(1+),178316.1135560671,830.5081255938707,0.041
,b7-(NH3)(2+),384.17,600.39,y5(1+),178316.1135560671,830.5081255938707,0.53
15,y2(1+),246.0,695.38,bi(5-10)(1+),193965.30035959175,770.1173748387038,0.163
16,y5(2+),300.59,785.61,b7(1+),204232.11093846,746.6420508941499,0.22
,y3-(NH3)-(HN=C=NH)(1+),300.59,785.61,b7(1+),204232.11093846,746.6420508941499,0.443
17,a5-2(NH3)-(HCOH)(2+),225.81,715.47,y6(1+),198097.26160027637,744.1729020102523,0.199
,bi(5-6)(1+),225.81,715.47,y6(1+),198097.26160027637,744.1729020102523,0.355
18,a4(1+),417.06,471.0,y8(2+),879995.3310934355,731.6032924340693,0.291
,a4(1+),417.06,471.0,y4-(NH3)(1+),879995.3310934355,731.6032924340693,0.754
,b8-2(H2O)-(HCOH)(2+),417.06,471.0,y4-(NH3)(1+),879995.3310934355,731.6032924340693,0.797
19,b4(1+),445.1,715.61,y6(1+),507640.10009843216,695.1073299791221,0.25
20,b4-(CH3CH2SCH3)(1+),369.1,470.87,y8(2+),706000.4815211974,682.8016614926195,0.142
,a4-(H2O)-(HCOH)(1+),369.1,470.87,y8(2+),706000.4815211974,682.8016614926195,0.158
,a4-(CH3SH)(1+),369.1,470.87,y8(2+),706000.4815211974,682.8016614926195,0.175
,b4-(CH2S)-(HCOH)(1+),369.1,470.87,y8(2+),706000.4815211974,682.8016614926195,0.175
,b7-(H2O)-(HCOH)(2+),369.1,470.87,y4-(NH3)(1+),706000.4815211974,682.8016614926195,0.608
,ai(2-8)-2(NH3)(2+),369.1,470.87,y4-(NH3)(1+),706000.4815211974,682.8016614926195,0.608
,b4-(CH3CH2SCH3)(1+),369.1,470.87,y4-(NH3)(1+),706000.4815211974,682.8016614926195,0.61
,b7-(CH3SH)(2+),369.1,470.87,y4-(NH3)(1+),706000.4815211974,682.8016614926195,0.61
,a4-(H2O)-(HCOH)(1+),369.1,470.87,y4-(NH3)(1+),706000.4815211974,682.8016614926195,0.614
,b4-(CH2S)-(HCOH)(1+),369.1,470.87,y4-(NH3)(1+),706000.4815211974,682.8016614926195,0.618
,a4-(CH3SH)(1+),369.1,470.87,y4-(NH3)(1+),706000.4815211974,682.8016614926195,0.618
21,a2(1+),172.53,593.24,y10(2+),2127205.5787986564,680.173676070746,0.707
22,y3(1+),358.77,496.83,b9-2(NH3)(2+),227292.71104794642,664.4455545479277,0.475
,y3(1+),358.77,496.83,a5-(NH3)(1+),227292.71104794642,664.4455545479277,0.644
,y3(1+),358.77,496.83,b5-(CH2S)(1+),227292.71104794642,664.4455545479277,0.701
,y6(2+),358.77,496.83,a5-(NH3)(1+),227292.71104794642,664.4455545479277,0.712
,y3(1+),358.77,496.83,a5-(H2O)(1+),227292.71104794642,664.4455545479277,0.716
,y6(2+),358.77,496.83,ai(2-6)-(CH2S)(1+),227292.71104794642,664.4455545479277,0.757
,y6(2+),358.77,496.83,b5-(CH2S)(1+),227292.71104794642,664.4455545479277,0.764
,y6(2+),358.77,496.83,ai(2-6)-(NH3)-(HCOH)(1+),227292.71104794642,664.4455545479277,0.778
,y6(2+),358.77,496.83,a5-(H2O)(1+),227292.71104794642,664.4455545479277,0.778
23,ai(3-4)(1+),216.79,470.88,y8(2+),362167.76562049566,661.8349584810836,0.354
24,y2(1+),245.81,1026.5,b9(1+),97106.55984391073,661.8048705451416,0.357
25,a4-(CH2S)-(HCOH)(1+),341.25,600.92,ai(5-10)-2(H2O)-(HCOH)(1+),84742.66709417106,576.4650517079644,0.46
,a4-(CH3CH2SCH3)(1+),341.25,600.92,ai(5-10)-2(H2O)-(HCOH)(1+),84742.66709417106,576.4650517079644,0.462
,a4-(CH2S)-(HCOH)(1+),341.25,600.92,y5(1+),84742.66709417106,576.4650517079644,0.54
,a7-(CH2S)-(HCOH)(2+),341.25,600.92,y5(1+),84742.66709417106,576.4650517079644,0.541
,a7-(HCOOH)-(HCOH)(2+),341.25,600.92,y5(1+),84742.66709417106,576.4650517079644,0.541
,a4-(CH3CH2SCH3)(1+),341.25,600.92,y5(1+),84742.66709417106,576.4650517079644,0.541
,a7-(CH3CH2SCH3)(2+),341.25,600.92,y5(1+),84742.66709417106,576.4650517079644,0.542
,bi(5-7)(1+),341.25,600.92,y5(1+),84742.66709417106,576.4650517079644,0.545
26,a3-(H2O)(1+),268.36,536.64,y5-2(NH3)-(HCOH)(1+),353893.33141214174,567.6245397347421,0.358
,a3-(H2O)(1+),268.36,536.64,y9(2+),353893.33141214174,567.6245397347421,0.376
,y5-2(NH3)-(HCOH)(2+),268.36,536.64,a6-(CH3CH2SCH3)-(HCOH)(1+),353893.33141214174,567.6245397347421,0.417
,a6-(CH3CH2SCH3)-(HCOH)(2+),268.36,536.64,y5-2(NH3)-(HCOH)(1+),353893.33141214174,567.6245397347421,0.453
,a3-(H2O)(1+),268.36,536.64,bi(4-8)-(H2O)-(HCOH)(1+),353893.33141214174,567.6245397347421,0.669
,a3-(H2O)(1+),268.36,536.64,bi(4-8)-(CH3SH)(1+),353893.33141214174,567.6245397347421,0.679
,y5-2(NH3)-(HCOH)(2+),268.36,536.64,bi(3-7)-(H2O)-(HCOH)(1+),353893.33141214174,567.6245397347421,0.716
,y5-2(NH3)-(HCOH)(2+),268.36,536.64,bi(3-7)-(CH3SH)(1+),353893.33141214174,567.6245397347421,0.725
,y5-2(H2O)-(HCOH)(2+),268.36,536.64,a6-(CH3CH2SCH3)-(HCOH)(1+),353893.33141214174,567.6245397347421,0.739
27,b4(1+),445.13,582.23,bi(5-9)(1+),295078.8227851628,562.0140745454294,0.156
,b4(1+),445.13,582.23,y5-(H2O)(1+),295078.8227851628,562.0140745454294,0.184
28,bi(3-4)(1+),244.83,470.96,y8(2+),496378.76615113165,545.3292181918501,0.35
29,y2(1+),245.76,561.47,b10-(H2O)(2+),85986.90347679678,537.0855164211287,0.427
,y2(1+),245.76,561.47,b10-(NH3)(2+),85986.90347679678,537.0855164211287,0.532
30,b4(1+),445.05,454.11,bi(5-8)(1+),210860.17198047106,523.7420332288837,0.256
,y4-(HN=C=NH)(1+),445.05,454.11,bi(5-8)(1+),210860.17198047106,523.7420332288837,0.28
,b4(1+),445.05,454.11,y8-2(NH3)(2+),210860.17198047106,523.7420332288837,0.403
31,b4-(H2O)(1+),427.17,470.8,y8(2+),512766.1562639437,515.9921347950228,0.073
,a8-(NH3)(2+),427.17,470.8,y4-(NH3)(1+),512766.1562639437,515.9921347950228,0.535
,b4-(H2O)(1+),427.17,470.8,y4-(NH3)(1+),512766.1562639437,515.9921347950228,0.535
,b8-(CH2S)(2+),427.17,470.8,y4-(NH3)(1+),512766.1562639437,515.9921347950228,0.67
,b8-(HCOOH)(2+),427.17,470.8,y4-(NH3)(1+),512766.1562639437,515.9921347950228,0.676
,a8-(H2O)(2+),427.17,470.8,y4-(NH3)(1+),512766.1562639437,515.9921347950228,0.676
32,y3(1+),359.15,826.51,bi(3-9)(1+),122184.02231600558,448.3788225435873,0.108
33,b4(1+),444.9,695.16,bi(5-10)(1+),115036.73762205981,428.64768747671013,0.43
,y4-(HN=C=NH)(1+),444.9,695.16,ai(2-8)-(CH3CH2SCH3)(1+),115036.73762205981,428.64768747671013,0.449
,y4-(HN=C=NH)(1+),444.9,695.16,ai(2-8)-(HCOOH)-(HCOH)(1+),115036.73762205981,428.64768747671013,0.46
,y4-(HN=C=NH)(1+),444.9,695.16,ai(2-8)-(CH2S)-(HCOH)(1+),115036.73762205981,428.64768747671013,0.472
34,y3(1+),359.1,713.54,bi(4-9)(1+),142041.6926170468,428.41043065800994,0.22
35,y4-2(H2O)(2+),225.91,898.75,b8(1+),52711.71579842441,421.72028302885485,0.332
36,bi(5-7)(1+),340.93,444.88,b4(1+),73484.39730385013,397.004461664506,0.447
,y6-2(NH3)(2+),340.93,444.88,b4(1+),73484.39730385013,397.004461664506,0.447
,bi(3-8)-(H2O)(2+),340.93,444.88,y4-(HN=C=NH)(1+),73484.39730385013,397.004461664506,0.466
,y3-(H2O)(1+),340.93,444.88,b4(1+),73484.39730385013,397.004461664506,0.476
,bi(3-8)-(NH3)(2+),340.93,444.88,y4-(HN=C=NH)(1+),73484.39730385013,397.004461664506,0.477
,a7-(CH3CH2SCH3)(2+),340.93,444.88,y4-(HN=C=NH)(1+),73484.39730385013,397.004461664506,0.483
,a7-(HCOOH)-(HCOH)(2+),340.93,444.88,y4-(HN=C=NH)(1+),73484.39730385013,397.004461664506,0.488
,a4-(CH3CH2SCH3)(1+),340.93,444.88,y4-(HN=C=NH)(1+),73484.39730385013,397.004461664506,0.488
,a7-(CH2S)-(HCOH)(2+),340.93,444.88,y4-(HN=C=NH)(1+),73484.39730385013,397.004461664506,0.494
,a4-(CH2S)-(HCOH)(1+),340.93,444.88,y4-(HN=C=NH)(1+),73484.39730385013,397.004461664506,0.512
37,b3(1+),313.87,470.8,y8(2+),385789.9283677271,392.6660535091692,0.341
,b3(1+),313.87,470.8,y4-(NH3)(1+),385789.9283677271,392.6660535091692,0.63
38,y3(1+),359.97,898.28,b8(1+),124231.73715287563,384.8864483765024,0.765
39,b4(1+),445.53,843.15,y7(1+),78525.1380740145,365.29777397352836,0.456
40,ai(4-7)-2(NH3)-(HCOOH)(2+),182.72,536.47,y5-2(NH3)-(HCOH)(1+),271620.73547165265,362.00363624060185,0.198
,bi(7-8)-(HCOOH)(1+),182.72,536.47,a6-(CH3CH2SCH3)-(HCOH)(1+),271620.73547165265,362.00363624060185,0.408
,ai(7-8)-(H2O)(1+),182.72,536.47,a6-(CH3CH2SCH3)-(HCOH)(1+),271620.73547165265,362.00363624060185,0.408
,b2-(H2O)(1+),182.72,536.47,y5-2(NH3)-(HCOH)(1+),271620.73547165265,362.00363624060185,0.418
,b2-(H2O)(1+),182.72,536.47,y9(2+),271620.73547165265,362.00363624060185,0.425
,bi(7-8)-(NH3)-(HCOH)(1+),182.72,536.47,a6-(CH3CH2SCH3)-(HCOH)(1+),271620.73547165265,362.00363624060185,0.651
,ai(6-7)-2(NH3)(1+),182.72,536.47,y5-2(NH3)-(HCOH)(1+),271620.73547165265,362.00363624060185,0.657
41,b4-(H2O)(1+),427.14,715.45,y6(1+),102421.0540083046,361.95625166900913,0.108
42,b7(2+),393.49,487.9,y4(1+),88637.50996124354,359.67324342319745,0.658
43,b6-(H2O)(2+),326.68,715.6,y6(1+),71103.232843999,354.65759554097895,0.191
,b6-(NH3)(2+),326.68,715.6,y6(1+),71103.232843999,354.65759554097895,0.544
44,y6(2+),358.51,670.08,b6(1+),45817.69844720849,346.63785911800755,0.439
,ai(3-6)-2(H2O)-(CH3SH)(1+),358.51,670.08,y6-(HCOOH)(1+),45817.69844720849,346.63785911800755,0.724
,bi(3-6)-2(H2O)-(CH3CH2SCH3)(1+),358.51,670.08,y6-(HCOOH)(1+),45817.69844720849,346.63785911800755,0.739
,y3(1+),358.51,670.08,b6(1+),45817.69844720849,346.63785911800755,0.797
45,y7(2+),422.44,542.31,b5(1+),67455.51085013323,344.1420410394823,0.18
,ai(6-9)-2(NH3)(1+),422.44,542.31,b5(1+),67455.51085013323,344.1420410394823,0.78
46,y1(1+),174.88,898.77,b8(1+),57458.41198485652,341.69700596297423,0.354
47,b6(2+),335.66,715.44,y6(1+),66392.10097071878,340.9318464693846,0.05
48,bi(3-4)-(CH3CH2SCH3)(1+),168.77,471.2,y8(2+),75313.09799315728,340.71388503818383,0.534
,ai(3-4)-(CH3SH)(1+),168.77,471.2,y8(2+),75313.09799315728,340.71388503818383,0.553
49,a4(1+),416.71,715.32,y6(1+),90453.94432804616,340.02355357081365,0.547
50,,369.44,717.0,,91459.5558455089,339.8214440371679,
51,,600.82,696.81,,36928.38549442922,336.546944339138,
52,bi(2-7)-(HCOH)-(HCOH)(2+),313.56,536.41,y5-2(NH3)-(HCOH)(1+),410596.78183432977,334.16917043674977,0.142
,a6-(NH3)(2+),313.56,536.41,y5-2(NH3)-(HCOH)(1+),410596.78183432977,334.16917043674977,0.381
,ai(5-7)(1+),313.56,536.41,y5-2(NH3)-(HCOH)(1+),410596.78183432977,334.16917043674977,0.391
,b3(1+),313.56,536.41,y5-2(NH3)-(HCOH)(1+),410596.78183432977,334.16917043674977,0.656
,b3(1+),313.56,536.41,y9(2+),410596.78183432977,334.16917043674977,0.659
53,bi(4-7)-(CH3SH)-(HCOH)(1+),394.91,600.56,y5(1+),159407.93408344485,334.02501385148446,0.723
54,b4(1+),445.31,565.26,bi(5-9)-(NH3)(1+),79948.91467852272,332.82116789162586,0.072
55,y3(1+),359.36,927.43,bi(2-9)(1+),37928.58287249122,323.9790579294151,0.139
56,a2(1+),172.77,235.19,y4-(H2O)(2+),92883.50052609625,323.65424482129777,0.352
,a2(1+),172.77,235.19,y4-(NH3)(2+),92883.50052609625,323.65424482129777,0.57
,a2(1+),172.77,235.19,bi(3-6)(2+),92883.50052609625,323.65424482129777,0.57
57,bi(2-4)(1+),345.61,471.03,y8(2+),121108.35766164423,315.08959117043383,0.622
58,b4(1+),445.32,825.88,y7-(H2O)(1+),92738.81181470737,311.14671903555995,0.396
,b4(1+),445.32,825.88,y7-(NH3)(1+),92738.81181470737,311.14671903555995,0.604
59,b4(1+),444.97,600.1,y5(1+),92849.32845116625,310.8333917098534,0.396
60,bi(3-8)-2(H2O)(2+),331.93,470.71,y4-(NH3)(1+),97980.96689188216,308.60986761366223,0.501
61,b7-(NH3)(2+),384.71,487.42,y4(1+),80472.14711904149,303.8758873545235,0.12
,b7-(H2O)(2+),384.71,487.42,y4(1+),80472.14711904149,303.8758873545235,0.514
,bi(2-8)-(HCOH)(2+),384.71,487.42,y4(1+),80472.14711904149,303.8758873545235,0.524
62,,226.11,488.45,,70133.04496343117,303.65576776553434,
63,a2-2(H2O)(1+),137.28,593.27,y10(2+),271461.6573540516,299.16659923160347,0.457
,b2-2(NH3)-(HCOH)(1+),137.28,593.27,y10(2+),271461.6573540516,299.16659923160347,0.474
64,b3-(H2O)(1+),296.33,843.65,y7(1+),57509.336389863274,298.75242675638407,0.191
,bi(3-5)-(CH2S)(1+),296.33,843.65,y7(1+),57509.336389863274,298.75242675638407,0.191
,ai(3-5)-(H2O)(1+),296.33,843.65,y7(1+),57509.336389863274,298.75242675638407,0.213
65,,536.49,878.63,,66781.28919816078,298.3124627233216,
66,y5(2+),300.51,767.86,b7-(H2O)(1+),36614.29006847707,290.565617862717,0.488
,y3-(NH3)-(HN=C=NH)(1+),300.51,767.86,b7-(H2O)(1+),36614.29006847707,290.565617862717,0.552
,y5(2+),300.51,767.86,b7-(NH3)(1+),36614.29006847707,290.565617862717,0.572
,y3-(NH3)-(HN=C=NH)(1+),300.51,767.86,b7-(NH3)(1+),36614.29006847707,290.565617862717,0.628
,y3-(NH3)-(HN=C=NH)(1+),300.51,767.86,ai(3-9)-(HCOH)(1+),36614.29006847707,290.565617862717,0.662
67,y4(1+),487.45,698.4,bi(3-8)(1+),50686.26675849869,289.9365935691929,0.15
68,,471.02,640.97,,191342.1343506176,289.4830828726082,
69,bi(6-7)-(NH3)-(HCOH)(1+),197.18,536.75,y5-2(NH3)-(HCOH)(1+),144884.65682663769,287.9752713783805,0.439
,bi(2-3)-(H2O)(1+),197.18,536.75,y9(2+),144884.65682663769,287.9752713783805,0.453
,ai(7-10)-(H2O)-(HCOH)(2+),197.18,536.75,a6-(CH3CH2SCH3)-(HCOH)(1+),144884.65682663769,287.9752713783805,0.595
,bi(7-10)-(HCOOH)-(HCOH)(2+),197.18,536.75,a6-(CH3CH2SCH3)-(HCOH)(1+),144884.65682663769,287.9752713783805,0.602
,bi(4-7)-(CH3SH)-(HCOH)(2+),197.18,536.75,y5-2(NH3)-(HCOH)(1+),144884.65682663769,287.9752713783805,0.608
,bi(4-7)-2(NH3)-(HCOOH)(2+),197.18,536.75,y5-2(NH3)-(HCOH)(1+),144884.65682663769,287.9752713783805,0.73
70,y3(1+),358.86,879.13,bi(2-9)-(H2O)-(HCOH)(1+),19097.56570913591,286.38020865799757,0.517
,y3(1+),358.86,879.13,bi(2-9)-(CH3SH)(1+),19097.56570913591,286.38020865799757,0.523
71,y4(1+),487.16,670.32,ai(3-8)(1+),44895.33779731698,280.18806637153057,0.157
,y4(1+),487.16,670.32,b6(1+),44895.33779731698,280.18806637153057,0.161
72,a2(1+),173.53,808.51,bi(3-9)-(H2O)(1+),28055.997243328326,278.3796722553407,0.416
73,b3(1+),314.06,715.78,y6(1+),70579.25013120161,278.30049886709946,0.399
74,y1(1+),174.71,606.01,b11(2+),28331.543724235762,277.67879995341895,0.44
,y1(1+),174.71,606.01,b6-2(NH3)-(HCOH)(1+),28331.543724235762,277.67879995341895,0.52
,y1(1+),174.71,606.01,a6-2(H2O)(1+),28331.543724235762,277.67879995341895,0.552
,y1(1+),174.71,606.01,ai(6-11)-2(H2O)(1+),28331.543724235762,277.67879995341895,0.76
,y1(1+),174.71,606.01,bi(6-11)-2(NH3)-(HCOH)(1+),28331.543724235762,277.67879995341895,0.794
75,a5-2(NH3)-(HCOH)(2+),225.75,444.9,y4-(HN=C=NH)(1+),75658.47879467801,276.26270367333655,0.402
,y4-2(H2O)(2+),225.75,444.9,b4(1+),75658.47879467801,276.26270367333655,0.524
,ai(4-8)-(CH3CH2SCH3)-(HCOH)(2+),225.75,444.9,y4-(HN=C=NH)(1+),75658.47879467801,276.26270367333655,0.537
,bi(5-6)(1+),225.75,444.9,b4(1+),75658.47879467801,276.26270367333655,0.539
76,a7-(CH3SH)-(HCOH)(2+),340.51,583.7,y5-(NH3)(1+),39131.16591105414,273.7410265779195,0.453
,b7-(CH3CH2SCH3)-(HCOH)(2+),340.51,583.7,y5-(NH3)(1+),39131.16591105414,273.7410265779195,0.467
,bi(5-7)(1+),340.51,583.7,y5-(NH3)(1+),39131.16591105414,273.7410265779195,0.751
,a7-(CH3CH2SCH3)(2+),340.51,583.7,y5-(NH3)(1+),39131.16591105414,273.7410265779195,0.769
,a7-(HCOOH)-(HCOH)(2+),340.51,583.7,y5-(NH3)(1+),39131.16591105414,273.7410265779195,0.778
,a4-(CH3CH2SCH3)(1+),340.51,583.7,y5-(NH3)(1+),39131.16591105414,273.7410265779195,0.778
,a7-(CH2S)-(HCOH)(2+),340.51,583.7,y5-(NH3)(1+),39131.16591105414,273.7410265779195,0.787
77,bi(3-7)(1+),585.44,600.77,y5(1+),56725.194436829006,270.7626870659969,0.411
78,a2-(H2O)(1+),154.73,593.38,y10(2+),169826.27832409568,270.43408846577,0.652
79,,487.83,682.03,,25646.463335430486,269.57201486398594,
80,bi(4-7)-(NH3)(2+),227.91,570.34,y5-(HCOH)(1+),24712.805675656666,269.52454975314487,0.192
,y2-(H2O)(1+),227.91,570.34,b10(2+),24712.805675656666,269.52454975314487,0.24
,y2-(H2O)(1+),227.91,570.34,ai(6-10)(1+),24712.805675656666,269.52454975314487,0.241
,bi(4-7)-(H2O)(2+),227.91,570.34,y5-(HCOH)(1+),24712.805675656666,269.52454975314487,0.301
81,a4(1+),416.71,695.49,bi(5-10)(1+),37853.912941145354,266.298013386428,0.546
82,b4-(CH3CH2SCH3)(1+),368.76,695.35,bi(5-10)(1+),21240.393032843996,264.5392129251689,0.454
,a4-(H2O)-(HCOH)(1+),368.76,695.35,bi(5-10)(1+),21240.393032843996,264.5392129251689,0.474
,a4-(CH3SH)(1+),368.76,695.35,bi(5-10)(1+),21240.393032843996,264.5392129251689,0.494
,b4-(CH2S)-(HCOH)(1+),368.76,695.35,bi(5-10)(1+),21240.393032843996,264.5392129251689,0.494
83,,244.07,715.09,,82006.39497670793,262.59225743728314,
84,,390.02,446.5,,59961.60563939545,260.78685698535855,
85,ai(3-5)-(H2O)(1+),295.65,422.0,y7(2+),67848.82101605025,260.0719998121682,0.581
,bi(3-5)-(CH2S)(1+),295.65,422.0,y7(2+),67848.82101605025,260.0719998121682,0.608
,b3-(H2O)(1+),295.65,422.0,y7(2+),67848.82101605025,260.0719998121682,0.608
,ai(3-8)-2(NH3)-(HCOOH)(2+),295.65,422.0,y4-2(H2O)-(HCOH)(1+),67848.82101605025,260.0719998121682,0.73
86,,295.85,670.98,,21946.82047496614,259.81319066057875,
87,y4-2(NH3)-(HCOH)(1+),423.18,435.9,a8(2+),88332.70928735168,259.6636331154831,0.152
,ai(6-9)-2(NH3)(1+),423.18,435.9,b5-(CH3CH2SCH3)-(HCOH)(1+),88332.70928735168,259.6636331154831,0.362
,y4-2(NH3)-(HCOH)(1+),423.18,435.9,b5-(CH3CH2SCH3)-(HCOH)(1+),88332.70928735168,259.6636331154831,0.365
,y4-2(NH3)-(HCOH)(1+),423.18,435.9,bi(5-8)-(H2O)(1+),88332.70928735168,259.6636331154831,0.365
,ai(6-9)-2(NH3)(1+),423.18,435.9,a5-(CH3SH)-(HCOH)(1+),88332.70928735168,259.6636331154831,0.392
,y4-2(NH3)-(HCOH)(1+),423.18,435.9,a5-(CH3SH)-(HCOH)(1+),88332.70928735168,259.6636331154831,0.395
,y4-2(NH3)-(HCOH)(1+),423.18,435.9,ai(4-8)-(CH3CH2SCH3)-(HCOOH)(1+),88332.70928735168,259.6636331154831,0.633
88,,358.98,1028.09,,22442.871867010093,258.57654424244396,
89,y5-2(H2O)-(HCOH)(2+),267.86,427.12,ai(4-7)-(NH3)(1+),24566.672012344876,258.11872939537255,0.197
,y5-2(H2O)-(HCOH)(2+),267.86,427.12,b4-(H2O)(1+),24566.672012344876,258.11872939537255,0.216
,bi(5-9)-(H2O)-(HCOH)(2+),267.86,427.12,b4-(H2O)(1+),24566.672012344876,258.11872939537255,0.233
,bi(5-9)-(NH3)-(HCOH)(2+),267.86,427.12,b4-(H2O)(1+),24566.672012344876,258.11872939537255,0.314
,ai(9-11)-(NH3)(1+),267.86,427.12,a8-(NH3)(2+),24566.672012344876,258.11872939537255,0.323
,a3-(H2O)(1+),267.86,427.12,ai(4-7)-(NH3)(1+),24566.672012344876,258.11872939537255,0.349
,ai(9-11)-(NH3)(1+),267.86,427.12,b8-(CH2S)(2+),24566.672012344876,258.11872939537255,0.469
,ai(9-11)-(NH3)(1+),267.86,427.12,a8-(H2O)(2+),24566.672012344876,258.11872939537255,0.476
,ai(9-11)-(NH3)(1+),267.86,427.12,b8-(HCOOH)(2+),24566.672012344876,258.11872939537255,0.476
,a3-(H2O)(1+),267.86,427.12,ai(4-11)-(NH3)(2+),24566.672012344876,258.11872939537255,0.517
,ai(5-7)-(HCOOH)(1+),267.86,427.12,b4-(H2O)(1+),24566.672012344876,258.11872939537255,0.691
,ai(9-11)-(H2O)(1+),267.86,427.12,a8-(NH3)(2+),24566.672012344876,258.11872939537255,0.691
,b3-(NH3)-(HCOH)(1+),267.86,427.12,ai(4-7)-(NH3)(1+),24566.672012344876,258.11872939537255,0.695
,ai(9-11)-(H2O)(1+),267.86,427.12,b8-(CH2S)(2+),24566.672012344876,258.11872939537255,0.769
,ai(9-11)-(H2O)(1+),267.86,427.12,b8-(HCOOH)(2+),24566.672012344876,258.11872939537255,0.774
,ai(9-11)-(H2O)(1+),267.86,427.12,a8-(H2O)(2+),24566.672012344876,258.11872939537255,0.774
,b3-(NH3)-(HCOH)(1+),267.86,427.12,ai(4-11)-(NH3)(2+),24566.672012344876,258.11872939537255,0.793
90,,416.59,825.0,,25979.37988788282,256.37580132416326,
91,b3-(H2O)(1+),296.25,528.19,y5-(HN=C=NH)-(HCOH)(1+),65642.77595610192,255.1588216574938,0.168
,ai(5-7)-(NH3)(1+),296.25,528.19,y5-(HN=C=NH)-(HCOH)(1+),65642.77595610192,255.1588216574938,0.184
,b3-(H2O)(1+),296.25,528.19,y9-(NH3)(2+),65642.77595610192,255.1588216574938,0.403
,ai(2-7)-2(H2O)-(HCOH)(2+),296.25,528.19,y5-(HN=C=NH)-(HCOH)(1+),65642.77595610192,255.1588216574938,0.449
,b6-(CH3SH)-(HCOH)(2+),296.25,528.19,y5-(HN=C=NH)-(HCOH)(1+),65642.77595610192,255.1588216574938,0.478
