m/z A	m/z B	Covariance	Partial Cov.	Score	Ranking	intensity A	intensity B	mz_A_original	mz_B_original	charge_A	charge_B	deconv_method
636.28358	750.64463	329433.86	134163.48	198.86358	553	65975.773438	2191748.0	637.286236	751.146042	2.0	4.0	ffc_line
636.28358	750.64463	516129.48	186533.02	223.20483	231	227665.953125	1189503.25	636.785183	751.396591	2.0	4.0	ffc_line
344.67017999999996	896.4512550000001	6653.7371	6229.9568	219.61771	253	6751.663086	35572.371094	345.171709	897.203353	2.0	4.0	ffc_line
600.76493	768.4038800000001	183487.68	94416.894	225.17969	217	211030.0625	284720.0625	601.266495	769.156	2.0	4.0	ffc_line
478.72958	829.421605	165972.61	97511.822	261.26837	105	104523.539063	447405.15625	479.231065	830.173742	2.0	4.0	ffc_line
543.25113	797.1609050000001	359113.52	120451.11	178.61458	1355	201617.59375	789532.25	543.752774	797.912948	2.0	4.0	ffc_line
450.21862999999996	843.677105	84148.034	63019.185	286.82687	78	38402.347656	373057.46875	450.720158	844.429283	2.0	4.0	ffc_line
543.25113	797.1609050000001	182450.14	78184.33	182.92488	1124	53937.898438	1372191.25	544.254023	797.662361	2.0	4.0	ffc_line
470.21628	829.421605	248493.15	129077.1	252.9081	116	187522.328125	447405.15625	470.216275	830.173742	2.0	4.0	ffc_line
393.17873	867.9405800000001	108984.26	70450.271	267.18347	94	117972.320313	225962.578125	393.178735	868.6927	2.0	4.0	ffc_line
393.17873	867.9405800000001	22041.9	17751.42	205.36836	414	7430.366699	389969.78125	394.181829	868.191431	2.0	4.0	ffc_line
592.7529800000001	768.4038800000001	32584.852	28674.817	176.3155	1494	11640.06543	284720.0625	592.254782	769.156	2.0	4.0	ffc_line
478.72958	824.9186550000001	44626.227	35376.571	223.37091	230	225401.59375	34477.730469	478.729596	825.919517	2.0	4.0	ffc_line
627.26868	750.64463	82170.628	50180.943	170.10268	1999	56741.878906	478136.09375	627.278235	751.647171	2.0	4.0	ffc_line
470.21628	829.421605	400513.41	191210.74	295.8143	69	187522.328125	843403.25	470.216275	829.672436	2.0	4.0	ffc_line
441.70538	843.677105	98598.402	51777.666	189.46509	821	43777.28125	667409.875	441.705398	843.927949	2.0	4.0	ffc_line
470.21628	829.421605	118630.59	74849.306	222.74707	236	78662.242188	436863.03125	470.717799	829.42181	2.0	4.0	ffc_line
534.7380800000001	797.1609050000001	396677.47	185542.38	246.9409	135	106149.328125	1563432.25	534.738092	797.411735	2.0	4.0	ffc_line
393.17873	867.9405800000001	202468.47	145194.55	409.05528	15	117972.320313	389969.78125	393.178735	868.191431	2.0	4.0	ffc_line
627.26868	750.64463	303651.18	159643.13	284.89961	80	56741.878906	2191748.0	627.278235	751.146042	2.0	4.0	ffc_line
470.21628	829.421605	103619.64	55257.824	181.26573	1216	40445.824219	769683.4375	469.724176	829.923119	2.0	4.0	ffc_line
534.7380800000001	797.1609050000001	150440.41	77275.241	193.73534	680	40505.28125	1372191.25	534.245819	797.662361	2.0	4.0	ffc_line
614.92426	1200.52278	16713.043	15075.012	258.3736	108	43763.628906	17897.632813	615.3253	1200.522782	5.0	1.0	ffc_line
663.7382200000001	956.45298	4112.4554	4087.4037	189.17766	828	5189.8125	17338.625	663.93889	957.455601	5.0	1.0	ffc_line
614.92426	1200.52278	8702.0996	7951.814	206.74837	392	52151.070313	11470.922852	615.124935	1201.526429	5.0	1.0	ffc_line
694.5536400000001	802.37738	1491863.9	464947.08	398.74679	18	1233662.75	596823.0625	694.954802	802.377346	5.0	1.0	ffc_line
600.7169600000001	1271.56188	70961.566	47413.293	232.65639	189	437868.0625	33154.175781	600.917622	1272.563667	5.0	1.0	ffc_line
694.5536400000001	802.37738	696663.82	283129.77	351.5278	39	1269036.5	239647.40625	694.754303	803.3807	5.0	1.0	ffc_line
600.7169600000001	1271.56188	18886.468	15447.191	210.27009	345	253103.984375	10460.196289	600.717014	1273.56724	5.0	1.0	ffc_line
600.7169600000001	1271.56188	137773.51	109175.22	453.22539	9	362729.71875	64801.128906	601.118127	1271.561877	5.0	1.0	ffc_line
470.21628	829.421605	132248.96	82230.148	242.3703	150	187522.328125	202694.125	470.216275	830.424236	2.0	4.0	ffc_line
393.17873	867.9405800000001	53722.83	39768.041	206.06195	403	117972.320313	108208.640625	393.178735	868.943055	2.0	4.0	ffc_line
441.70538	843.677105	38420.579	29808.723	213.20974	305	17784.886719	373057.46875	442.206999	844.429283	2.0	4.0	ffc_line
707.18593	712.440555	49162.976	46632.416	170.93376	1921	2773.630371	1628577.25	705.683984	712.691392	2.0	4.0	ffc_line
478.72958	824.9186550000001	23131.891	18691.015	174.43987	1618	104523.539063	34477.730469	479.231065	825.919517	2.0	4.0	ffc_line
470.21628	829.421605	337263.51	143273.9	229.22533	200	187522.328125	769683.4375	470.216275	829.923119	2.0	4.0	ffc_line
470.21628	829.421605	172058.52	89147.501	199.29653	541	78662.242188	843403.25	470.717799	829.672436	2.0	4.0	ffc_line
534.7380800000001	797.1609050000001	202563.42	90903.011	179.13923	1325	49775.734375	1563432.25	535.239226	797.411735	2.0	4.0	ffc_line
393.17873	867.9405800000001	246097.93	191322.72	531.93428	2	117972.320313	373738.65625	393.178735	868.44208	2.0	4.0	ffc_line
441.70538	843.677105	51925.811	36784.279	202.28828	473	17784.886719	667409.875	442.206999	843.927949	2.0	4.0	ffc_line
627.26868	750.64463	334797.23	149088.55	233.07359	187	50075.296875	2603333.25	628.271981	750.895465	2.0	4.0	ffc_line
344.67017999999996	892.1955800000001	4233.9324	4132.9166	207.92368	370	20811.027344	4634.000488	344.6702	892.697762	2.0	4.0	ffc_line
470.21628	829.421605	77013.76	47243.209	203.78175	443	40445.824219	447405.15625	469.724176	830.173742	2.0	4.0	ffc_line
534.7380800000001	797.1609050000001	100661.44	57290.154	196.45147	606	40505.28125	789532.25	534.245819	797.912948	2.0	4.0	ffc_line
636.28358	739.8877550000001	12464.199	11687.895	190.02781	807	227665.953125	4320.994141	636.785183	739.639032	2.0	4.0	ffc_line
379.18108	867.9405800000001	34060.047	28912.731	233.94409	184	15836.410156	373738.65625	379.181095	868.44208	2.0	4.0	ffc_line
520.7398800000001	797.1609050000001	22640.281	16896.771	178.29084	1372	4100.045898	789532.25	520.248087	797.912948	2.0	4.0	ffc_line
216.13568	949.471655	59046.735	50223.946	437.51012	12	9018.022461	182572.625	216.135298	949.973328	2.0	4.0	ffc_line
216.13568	949.471655	16951.312	14242.689	201.87604	479	9018.022461	182572.625	216.136016	949.973328	2.0	4.0	ffc_line
583.24613	768.4038800000001	35177.746	28493.942	177.69925	1408	16188.458008	526688.6875	583.246152	768.905424	2.0	4.0	ffc_line
384.17323	867.9405800000001	52802.271	39838.371	225.04515	219	26746.464844	373738.65625	384.173199	868.44208	2.0	4.0	ffc_line
