m/z A	m/z B	Covariance	Partial Cov.	Score	Ranking	intensity A	intensity B	line_id	mz_A_original	mz_B_original	charge_A	charge_B	deconv_method
730.92478	856.5218199999999	40268.569	30148.47	103.60808	14857	24231.367188	4425.150879	109	727.921597	856.521828	1	5	ffc_line
744.09978	853.89042	42928.922	38237.405	109.82174	11613	2996.05835	13550.106445	109	742.101029	853.68869	1	5	ffc_line
808.07538	839.09	27708.576	25824.676	109.89729	11581	2655.71167	7659.613281	109	811.085679	839.892571	1	5	ffc_line
782.06618	844.8939399999999	59529.428	54643.462	167.82418	833	3874.632324	13391.432617	109	782.066138	845.696579	1	5	ffc_line
744.09978	853.89042	67603.184	63091.054	179.33841	501	3093.990234	13550.106445	109	742.109465	853.68869	1	5	ffc_line
836.35018	872.9696466666667	172652.26	114441.19	116.80088	8663	3555.202881	160207.640625	110	835.679595	873.304103	3	3	ffc_line
835.9556466666667	873.7044133333333	123442.06	86031.001	104.91291	14112	2947.041504	120346.476563	110	835.280475	873.704417	3	3	ffc_line
838.74738	867.5678466666667	39652.709	37699.41	159.466	1218	11006.135742	2512.649902	110	840.084541	868.904922	3	3	ffc_line
813.4755466666667	895.5226133333333	22769.2	21278.605	107.04427	13029	2780.951904	7122.331055	110	813.475552	895.522597	3	3	ffc_line
786.93008	921.0710133333334	16244.936	13999.759	171.33566	725	5186.586914	4581.904785	110	787.938001	921.07103	3	3	ffc_line
761.86668	946.4759466666667	39162.542	34505.475	104.19538	14519	25088.998047	3747.168701	110	762.201123	946.810383	3	3	ffc_line
803.8694800000001	844.078755	23503.724	22552.028	115.92914	8980	2470.836426	4098.766113	111	803.869499	844.078766	2	4	ffc_line
830.27763	829.6276300000001	24825.408	23228.697	108.36126	12328	3796.655518	5108.09668	111	830.277637	830.881433	2	4	ffc_line
801.6720300000001	844.683305	49634.376	44030.634	156.76563	1403	5073.991211	6305.816406	111	802.675371	844.683314	2	4	ffc_line
772.95288	859.301205	44800.794	31621.804	110.32076	11360	5679.627441	21707.212891	111	773.45457	859.301201	2	4	ffc_line
793.47288	849.0519800000001	52079.121	42637.094	117.18829	8504	32277.076172	3605.65625	111	793.473007	849.302831	2	4	ffc_line
836.4743466666666	909.8548133333335	31876.493	30784.127	128.42422	5184	3325.644775	7563.399414	112	836.474346	910.523229	3	3	ffc_line
870.1681133333334	876.17258	30064.165	28228.747	107.65362	12716	5535.236816	4869.198242	112	871.50806	875.5004	3	3	ffc_line
872.7706133333334	873.5707133333334	374866.23	211122.41	132.26704	4383	44732.582031	43359.847656	112	873.105061	873.905157	3	3	ffc_line
683.06808	1063.6086466666666	76442.196	69092.658	187.99082	352	35418.359375	2479.375977	112	683.402531	1063.608658	3	3	ffc_line
816.1428800000001	930.53468	68760.149	46643.46	116.65959	8715	60727.597656	4879.856934	112	816.477329	930.534678	3	3	ffc_line
868.1692133333333	879.1808133333333	50313.367	42079.147	157.20569	1362	10765.90918	6708.006348	112	867.501271	879.515267	3	3	ffc_line
826.4550800000001	920.5702133333333	8274.1339	7129.8919	108.66391	12185	3438.072021	3890.835693	112	826.455087	920.5702	3	3	ffc_line
761.86668	983.8287133333334	18823.446	18277.152	125.45242	5935	4341.970703	2744.361084	112	763.199076	983.82871	3	3	ffc_line
867.2630800000001	879.7662466666667	69272.656	45949.308	114.00615	9778	7579.345703	24955.083984	112	867.263076	879.766255	3	3	ffc_line
725.41588	845.0847400000001	43251.653	36648.421	103.68289	14813	7647.447266	24093.560547	113	728.422325	844.48102	1	5	ffc_line
801.44878	829.47712	52053.137	33703.21	131.27622	4569	11072.360352	16043.341797	113	801.448824	829.878468	1	5	ffc_line
735.43478	842.48568	97502.187	83169.614	154.73292	1535	5870.079102	29118.369141	113	739.437003	842.284222	1	5	ffc_line
782.4599800000001	832.8813399999999	58278.513	46411.05	132.70341	4284	10809.138672	14102.454102	113	782.459959	833.682151	1	5	ffc_line
733.4287800000001	842.6860000000001	46796.933	44580.138	133.4164	4124	7878.305176	3894.009766	113	732.422288	843.689928	1	5	ffc_line
801.44878	855.8860199999999	21794.676	17945.674	104.84847	14147	11072.360352	4483.058594	114	801.448824	856.28736	1	5	ffc_line
733.4287800000001	869.69874	73014.152	60280.142	107.55435	12778	7878.305176	21398.5625	114	732.422288	870.100089	1	5	ffc_line
811.4763800000001	853.89042	72346.345	66121.355	131.82493	4466	5222.274902	16248.380859	114	808.474004	854.893383	1	5	ffc_line
801.44878	853.89042	19294.716	13634.684	109.22668	11901	4302.321289	12927.817383	114	802.451639	856.099177	1	5	ffc_line
833.48278	849.8992200000001	18085.984	16896.635	105.83931	13624	4813.754395	3068.25293	114	832.487458	850.09957	1	5	ffc_line
804.22698	845.0847400000001	33823.324	30385.978	134.80118	3848	3047.899658	24093.560547	115	804.226997	844.48102	1	5	ffc_line
731.09198	858.1072	39009.857	35805.298	112.13107	10548	5865.652832	3331.623291	115	732.097814	858.907626	1	5	ffc_line
757.19448	853.89042	197861.18	108486.07	110.5723	11236	5613.712891	164201.953125	115	757.194479	853.890615	1	5	ffc_line
719.17318	861.6979600000001	34144.209	29641.207	116.26211	8875	7859.411621	5199.880859	115	719.173144	861.499759	1	5	ffc_line
704.21468	864.69836	49435.39	45548.032	105.91247	13590	13145.214844	3991.300781	115	704.214724	864.498546	1	5	ffc_line
687.1493800000001	867.3098200000001	34891.091	33230.437	173.1532	655	3265.362305	6395.883789	115	687.14935	867.912685	1	5	ffc_line
749.93928	787.6871550000001	37191.967	30881.778	119.01606	7876	18142.796875	4887.008301	116	749.437345	788.439109	2	4	ffc_line
751.3907800000001	787.2145800000001	24436.834	16830.751	115.94678	8974	8576.978516	7935.182129	116	751.390804	787.465422	2	4	ffc_line
604.8259800000001	859.0002800000001	24476.603	19712.934	130.55641	4722	3186.140869	15757.586914	116	605.327463	860.500213	2	4	ffc_line
631.77538	847.2831050000001	80313.88	56788.299	132.82318	4262	2514.644043	48955.78125	116	631.775384	847.283102	2	4	ffc_line
399.22488	963.5626050000001	17921.536	15288.458	149.45941	1960	10886.277344	5272.727051	116	399.224905	963.562617	2	4	ffc_line
746.60103	849.98658	602341.23	279597.98	113.82527	9857	36515.503906	117142.5	117	747.10269	850.488259	2	4	ffc_line
731.09198	857.7574050000001	382691.65	232109.69	156.91482	1388	108334.25	14251.366211	117	731.091993	858.508539	2	4	ffc_line
749.93928	847.58578	201671.72	143940.66	130.74483	4677	312006.875	2736.526123	117	749.939297	849.089048	2	4	ffc_line
812.67458	815.9756550000001	27676.098	26665.06	111.26875	10913	4265.087891	3726.188477	117	813.677952	817.225348	2	4	ffc_line
749.93928	849.101405	176472.37	146686.63	135.87258	3657	312006.875	2518.807129	117	749.939297	849.1014	2	4	ffc_line
746.76958	850.185605	2835312.2	850538.75	150.56849	1860	57325.28125	404004.53125	117	746.769597	850.687284	2	4	ffc_line
793.72388	861.6979600000001	63906.01	53645.656	123.95218	6340	14121.051758	6297.514648	118	789.718517	862.497832	1	5	ffc_line
819.6814800000001	856.5071	135580.84	88006.632	116.99439	8582	235836.484375	2551.568604	118	819.681451	856.507108	1	5	ffc_line
725.91778	875.26238	38605.998	35024.162	121.16993	7174	28152.609375	3969.151855	118	725.917768	875.262373	1	5	ffc_line
790.2674800000001	862.99496	56960.832	50491.154	146.54051	2248	15595.369141	4157.584961	118	787.26452	862.99496	1	5	ffc_line
833.48278	853.75314	112130.18	78098.699	133.38838	4132	39036.648438	6298.317871	118	833.482767	853.753139	1	5	ffc_line
661.3680300000001	793.473055	26895.546	21925.672	114.63812	9508	10474.780273	8197.385742	119	661.368052	794.472787	2	4	ffc_line
582.84918	833.23193	38317.945	28113.351	108.43812	12299	2909.449951	39036.648438	119	583.35035	833.482767	2	4	ffc_line
532.79898	857.7574050000001	19631.383	15483.671	103.378	14986	2668.499268	14251.366211	119	533.300365	858.508539	2	4	ffc_line
596.84668	825.7338550000001	34273.71	28517.904	154.61697	1548	18650.214844	4324.870605	119	596.84668	826.736137	2	4	ffc_line
725.41588	761.449055	38416.69	29949.732	107.74771	12668	29642.630859	4009.387207	119	725.415877	762.451603	2	4	ffc_line
666.37648	790.21738	38812.092	34334.175	158.88851	1246	4400.577148	15514.326172	119	667.880996	791.219504	2	4	ffc_line
725.41588	761.449055	133128.9	67097.374	105.51848	13784	8988.938477	78403.257813	119	726.419375	761.950532	2	4	ffc_line
704.4151300000001	772.702005	28285.153	23768.292	142.56076	2709	6854.156738	6085.687988	119	704.415134	772.952856	2	4	ffc_line
666.37648	790.21738	159746.49	85065.881	147.37875	2166	136702.09375	5599.730469	119	666.878039	791.721461	2	4	ffc_line
825.95343	867.008805	22449.829	20354.484	150.34506	1889	3438.072021	9306.382813	120	826.455087	867.510484	2	4	ffc_line
839.28223	862.095355	58613.517	54975.734	139.48327	3112	10892.772461	4422.162109	120	837.286218	862.095345	2	4	ffc_line
829.8784800000001	865.3003550000001	56667.749	48803.889	120.79608	7298	5108.09668	17353.664063	120	830.881433	865.300366	2	4	ffc_line
830.07898	865.200505	49905.972	43623.233	108.35025	12334	9555.654297	8438.897461	120	830.078978	865.702174	2	4	ffc_line
822.0778300000001	868.70518	25015.035	23346.348	104.37518	14416	3626.397949	10013.880859	120	824.079876	868.705192	2	4	ffc_line
733.177905	781.9582800000001	234370.86	165848.48	254.31672	76	71462.835938	9877.90918	121	733.428756	781.958207	4	2	ffc_line
654.637955	939.03813	137778.6	111578.66	283.76529	50	32060.541016	9218.092773	121	654.63795	939.539827	4	2	ffc_line
733.177905	781.9582800000001	108474.15	78959.098	175.85233	587	28563.832031	10809.138672	121	733.178036	782.459959	4	2	ffc_line
701.91673	844.98438	50670.736	43097.311	133.52043	4108	4861.611328	24093.560547	121	702.167571	844.48102	4	2	ffc_line
654.637955	939.03813	221578.64	183911.78	346.65171	19	64622.636719	8168.974121	121	654.888798	939.038617	4	2	ffc_line
697.5718300000001	854.6928300000001	45864.744	40663.698	106.91928	13073	2608.146973	13550.106445	121	697.571829	853.68869	4	2	ffc_line
712.077355	824.67908	103045.17	79125.543	105.53596	13778	74161.179688	4734.06543	121	712.077367	824.679102	4	2	ffc_line
824.3446466666667	844.9519466666667	96675.461	85146.403	160.74176	1154	4734.06543	24075.431641	122	824.679102	845.286388	3	3	ffc_line
834.0927133333333	836.5508466666668	38564.749	36423.217	114.12886	9726	2500.7771	7280.157715	122	834.092721	835.878862	3	3	ffc_line
824.1453133333333	845.1615133333333	65502.216	54182.149	122.25338	6817	5707.527344	19149.011719	122	824.479754	845.495958	3	3	ffc_line
810.8758466666667	859.1003800000001	38471.541	37450.334	148.54442	2061	4695.709961	3864.34668	122	810.875847	859.100382	3	3	ffc_line
812.5390133333334	856.09918	53730.215	47219.038	120.19948	7485	4149.53125	12927.817383	122	813.877647	856.099177	3	3	ffc_line
834.0927133333333	835.5551800000001	34807.829	31033.04	104.90286	14121	2500.7771	11528.381836	122	834.092721	835.889624	3	3	ffc_line
805.2716133333334	864.71088	23394.416	22818.673	119.52947	7730	3237.627686	3543.346436	122	805.271605	864.710888	3	3	ffc_line
819.6814466666667	848.96838	303651.14	228142.78	206.11568	193	235836.484375	2923.397461	122	819.681451	850.301435	3	3	ffc_line
790.13378	879.1808133333333	140937.23	96896.013	130.57921	4711	47233.359375	6708.006348	122	790.468215	879.515267	3	3	ffc_line
811.0760466666667	858.9076133333334	31997.429	28436.456	104.82594	14165	6706.350098	3331.623291	122	811.076041	858.907626	3	3	ffc_line
732.75568	740.26538	42485.809	41269.698	115.37296	9201	6239.112305	3770.639893	123	732.755682	739.767646	4	2	ffc_line
622.60958	958.0609800000001	12715.359	11477.401	104.20815	14511	3200.258301	6349.815918	123	623.361841	958.56268	4	2	ffc_line
596.5958300000001	1009.0881800000001	24032.662	20194.045	151.87782	1751	2983.531982	21298.326172	123	597.849053	1009.589842	4	2	ffc_line
733.177905	733.4287800000001	43822.32	40252.537	120.85994	7276	4612.88916	10617.178711	123	734.92801	735.434827	4	2	ffc_line
711.65938	778.46248	18038.972	16881.432	110.04982	11501	3284.540039	3298.186279	123	713.416854	778.46246	4	2	ffc_line
711.16853	781.9582800000001	15605.704	12120.226	104.7898	14188	3186.990479	10809.138672	123	711.419367	782.459959	4	2	ffc_line
697.3843800000001	861.6979600000001	12514.693	11160.178	108.641	12196	4232.189941	3623.762207	124	697.384427	861.698341	1	5	ffc_line
811.4763800000001	839.0804	50924.915	44803.171	110.86794	11098	9312.208984	9070.347656	124	811.47642	838.88153	1	5	ffc_line
666.37648	867.90182	224042.66	108408.57	109.15833	11933	186418.96875	9854.171875	124	666.376489	867.902289	1	5	ffc_line
790.4681800000001	842.2850000000001	365101.15	209795.7	136.55947	3550	14735.070313	149891.859375	124	791.470501	842.887016	1	5	ffc_line
740.43258	852.09386	41242.399	37948.466	104.32829	14439	8536.388672	3964.637451	124	742.434101	852.69605	1	5	ffc_line
826.48608	835.68858	48389.123	42944.392	120.20998	7481	5707.527344	8467.529297	124	824.479754	836.290097	1	5	ffc_line
843.67993	845.38538	28857.186	25678.101	104.18357	14527	4433.80957	9708.594727	125	843.679938	844.883635	4	2	ffc_line
838.831005	854.09128	3202201.7	648085.17	118.03152	8211	13649.249023	1696887.625	125	839.081842	854.09127	4	2	ffc_line
839.381105	854.4922300000001	1455715.1	480247.44	120.1478	7502	9070.347656	1393404.625	125	838.88153	854.49221	4	2	ffc_line
829.82813	870.10008	42337.233	35336.834	109.56489	11725	3295.089111	21398.5625	125	831.078842	870.100089	4	2	ffc_line
844.392505	844.98438	34352.295	27688.916	111.05839	11013	4224.503906	24093.560547	125	843.89103	844.48102	4	2	ffc_line
828.2330800000001	872.8024300000001	52031.558	49560.727	151.44951	1787	7658.361816	4608.193848	125	828.483925	875.301332	4	2	ffc_line
828.2330800000001	877.3096800000001	204852.5	146975.77	113.35775	10036	7539.541992	139500.296875	125	827.484121	877.309663	4	2	ffc_line
839.18093	842.08293	139859.04	96371.602	116.98217	8589	31983.173828	11006.135742	126	839.682605	840.084541	4	2	ffc_line
824.428255	868.1126800000001	26588.604	23927.855	104.11979	14559	3255.878174	7118.616699	126	825.680199	868.112657	4	2	ffc_line
757.194305	1004.5849800000001	32941.481	28292.492	132.64079	4299	14808.294922	3030.280762	126	757.445152	1004.584992	4	2	ffc_line
790.21738	939.03813	26927.629	20271.707	110.10308	11469	14121.051758	4168.767578	126	789.718517	940.041288	4	2	ffc_line
790.21738	939.03813	30345.934	27299.272	152.60322	1701	6632.980469	9218.092773	126	789.969556	939.539827	4	2	ffc_line
815.827255	844.98438	117953.25	79194.475	136.67107	3537	16485.638672	24093.560547	127	816.078096	844.48102	4	2	ffc_line
816.22648	845.68803	85619.158	69101.682	116.92334	8616	3071.723389	53715.613281	127	815.477559	845.686768	4	2	ffc_line
815.827255	841.9839800000001	64052.105	43626.158	107.51735	12795	3205.286865	48146.25	127	817.079043	842.485641	4	2	ffc_line
810.875855	853.3889300000001	46419.232	43144.765	113.27497	10071	4695.709961	16248.380859	127	810.875847	854.893383	4	2	ffc_line
821.228705	833.68213	40392.263	37228.478	133.55265	4099	12860.407227	3509.601318	127	821.979751	832.68605	4	2	ffc_line
804.069255	868.50568	24811.136	24537.562	115.51018	9153	2696.984619	2930.622559	127	804.069253	868.513004	4	2	ffc_line
807.422055	859.30118	26749.132	25638.327	109.7819	11635	3917.428711	2615.794678	127	807.672885	861.307812	4	2	ffc_line
821.228705	832.6860300000001	44763.458	42909.138	130.40975	4762	16309.763672	3444.924316	127	821.480859	833.693168	4	2	ffc_line
802.07333	871.00638	23615.214	23097.612	124.82108	6107	2773.472168	4207.770508	127	802.073341	872.515476	4	2	ffc_line
733.4287800000001	870.00088	60165.509	46409.574	111.90854	10632	17256.527344	8966.373047	128	733.929994	870.502562	2	4	ffc_line
730.92483	870.2517300000001	35188.153	33178.589	111.4084	10842	7878.305176	4547.652832	128	732.422288	871.257624	2	4	ffc_line
816.47733	828.2330800000001	19341.377	17899.601	110.13634	11456	3192.421875	7658.361816	128	817.974593	828.483925	2	4	ffc_line
725.41588	875.2617300000001	49845.987	47811.239	159.08386	1235	3533.678955	8567.798828	128	723.920385	875.512581	2	4	ffc_line
749.93928	862.508555	390778.23	244584.19	155.77954	1467	312006.875	4750.254395	128	749.939297	862.508567	2	4	ffc_line
761.44883	856.507105	60782.902	46337.76	110.71779	11175	78403.257813	2551.568604	128	761.950532	856.507108	2	4	ffc_line
825.9410133333333	845.1516133333333	89129.562	72336.477	129.67074	4911	3285.764648	46304.015625	129	826.275461	845.486079	3	3	ffc_line
836.35018	835.75548	47785.037	40775.438	118.61344	8013	3555.202881	15470.591797	129	835.679595	836.089919	3	3	ffc_line
833.1483133333334	838.9477800000001	59054.427	49484.887	117.66972	8333	4813.754395	32393.841797	129	832.487458	839.282248	3	3	ffc_line
802.1407800000001	869.9654466666667	44987.08	37028.478	121.72042	6980	3875.941895	12225.09082	129	801.478241	870.299888	3	3	ffc_line
807.9411133333334	864.5087466666666	25479.137	23200.56	105.6953	13690	3935.690674	5510.597656	129	807.275667	864.508745	3	3	ffc_line
800.1470133333333	869.9654466666667	18529.796	16349.894	120.55156	7387	4516.695801	4266.56543	129	800.48148	871.305366	3	3	ffc_line
761.93308	909.8548133333335	23678.247	22150.549	188.90233	341	3894.722168	6145.898438	129	761.933074	909.855622	3	3	ffc_line
808.0754133333334	844.5491800000001	38901.874	34753.966	126.65159	5599	4732.385254	5471.580566	130	808.07541	843.879908	3	3	ffc_line
798.4708133333335	854.1577466666666	16434.255	15513.225	116.41679	8812	3506.571045	2447.558838	130	798.470811	853.486702	3	3	ffc_line
811.6780466666667	838.9477800000001	17669.924	17137.71	115.514	9149	2666.187744	3743.510742	130	811.678045	840.285124	3	3	ffc_line
802.3409133333333	850.9541800000001	44658.33	38731.995	110.30205	11369	4903.531738	10455.876953	130	801.677923	850.288662	3	3	ffc_line
666.0420466666667	985.5930133333334	129940.21	53315.899	121.90903	6922	186418.96875	4788.904785	130	666.376489	985.593	3	3	ffc_line
666.54358	985.0916133333334	111508.53	67486.3	216.42196	142	136702.09375	3478.375488	130	666.878039	985.09162	3	3	ffc_line
790.13378	859.1675133333334	101959.82	84646.016	172.5967	678	14735.070313	15757.586914	130	791.470501	860.500213	3	3	ffc_line
783.6592800000001	868.3131133333334	26388.644	24435.597	114.93844	9385	4434.945801	4328.367676	130	783.659296	868.313114	3	3	ffc_line
838.4070466666668	864.5673466666666	84145.018	63384.626	111.27544	10905	18272.488281	16420.257813	131	838.741492	864.901801	3	3	ffc_line
783.8595133333334	919.4539466666668	24830.375	23171.419	113.22841	10092	3491.546143	9760.176758	131	783.859513	919.788407	3	3	ffc_line
725.0814133333334	977.2357133333334	49976.122	31848.305	105.08295	14015	29642.630859	8231.373047	131	725.415877	978.238681	3	3	ffc_line
830.1474133333334	872.5150466666666	19600.492	17539.048	109.52347	11745	4111.119141	5147.970215	131	830.481874	873.182981	3	3	ffc_line
686.4073466666667	1016.5954466666668	57973.017	53634.533	162.03121	1081	3078.504395	28452.888672	131	686.407348	1017.264096	3	3	ffc_line
786.93008	867.1668133333334	41367.995	36571.946	119.62585	7690	15595.369141	4177.890625	132	787.26452	866.495799	3	3	ffc_line
808.1395466666667	844.9519466666667	114721.98	99491.24	179.73904	491	5222.274902	24075.431641	132	808.474004	845.286388	3	3	ffc_line
819.6814466666667	832.7481466666667	331962.52	181874.2	134.06712	3990	235836.484375	6536.040527	132	819.681451	834.081891	3	3	ffc_line
823.9445133333335	828.1494799999999	41605.085	39448.829	131.65424	4502	5084.87207	7658.361816	132	825.27993	828.483925	3	3	ffc_line
820.08258	832.3516133333334	114472.33	97726.79	112.05896	10578	167332.8125	3444.924316	132	820.082578	833.693168	3	3	ffc_line
595.8206466666667	1057.6293133333334	13708.072	11816.845	110.2453	11391	4204.421875	5850.668945	132	595.820637	1057.963765	3	3	ffc_line
704.4151800000001	850.48586	40304.593	38494.484	102.9358	15244	5854.785645	6556.513184	133	702.405715	851.689123	1	5	ffc_line
788.43908	833.0814200000001	27653.849	22852.362	127.25544	5457	4887.008301	9529.475586	133	788.439109	834.484708	1	5	ffc_line
749.4373800000001	842.2850000000001	230917.17	145924.7	103.4194	14966	9346.09668	122615.421875	133	747.43763	842.686463	1	5	ffc_line
733.4287800000001	845.28542	41221.318	38828.394	153.73598	1612	4756.308105	5684.799805	133	729.431535	846.28796	1	5	ffc_line
790.4681800000001	833.0814200000001	26249.813	24345.568	108.29469	12366	7935.182129	2486.69458	133	787.465422	834.684588	1	5	ffc_line
733.4287800000001	844.8939399999999	65662.498	57604.994	120.18818	7488	10617.178711	10868.967773	133	735.434827	845.096244	1	5	ffc_line
790.4681800000001	833.29182	29247.8	25260.369	104.87	14133	14735.070313	2863.602783	133	791.470501	833.892365	1	5	ffc_line
826.2754550000001	877.10913	31456.487	30700.577	128.65059	5136	3285.764648	3052.116455	134	826.275461	875.111813	4	2	ffc_line
829.6276300000001	864.40013	34252.073	33743.306	157.28454	1359	5108.09668	2499.009277	134	830.881433	865.902095	4	2	ffc_line
825.7338550000001	876.70803	100144.72	83187.284	132.96322	4225	90494.71875	3494.262207	134	825.984697	875.70008	4	2	ffc_line
842.092705	842.48563	36057.854	28474.037	110.88615	11089	11258.947266	3957.466797	134	842.092708	843.485515	4	2	ffc_line
840.094455	847.48298	98714.327	75758.319	132.37919	4365	2844.516113	47569.152344	134	840.094463	847.482958	4	2	ffc_line
842.246605	841.68948	28035.9	27700.622	108.17992	12443	4295.587891	2584.705078	134	842.497433	842.696527	4	2	ffc_line
718.9211300000001	922.2197050000001	36124.629	30915.934	141.26088	2881	5370.114258	9781.670898	135	719.423596	922.21971	2	4	ffc_line
850.7869800000001	856.287355	152086.54	126450.15	143.12053	2647	99709.398438	4483.058594	135	851.288636	856.28736	2	4	ffc_line
833.08263	864.40013	67424.217	59808.13	143.7252	2575	6536.040527	16420.257813	135	834.081891	864.901801	2	4	ffc_line
821.87743	870.2517300000001	31737.387	28136.101	104.80771	14173	5778.332031	4918.577148	135	821.877446	871.006923	2	4	ffc_line
833.08263	864.40013	48527.091	45156.565	138.28039	3294	2500.7771	16420.257813	135	834.092721	864.901801	2	4	ffc_line
845.89673	859.0002800000001	57949.837	52386.94	121.46789	7065	4460.202148	30220.404297	135	844.894182	859.501967	2	4	ffc_line
803.8694800000001	879.515155	35142.403	29555.247	109.26401	11883	2470.836426	25627.726563	135	803.869499	880.016825	2	4	ffc_line
666.37648	850.48586	934253.28	271352.26	116.65372	8718	23223.695313	404004.53125	136	669.375009	850.687284	1	5	ffc_line
725.41588	839.0804	57176.294	51668.619	124.68459	6147	2599.957275	21614.332031	136	723.420115	839.882789	1	5	ffc_line
819.6814800000001	821.23154	56971.005	51284.184	114.23813	9682	33443.457031	3229.179443	136	816.677775	821.231533	1	5	ffc_line
712.4115800000001	841.4911200000001	72945.757	58268.291	118.55455	8024	9545.279297	11258.947266	136	712.41154	842.092708	1	5	ffc_line
623.36188	858.89996	16152.437	15105.183	133.88799	4032	3200.258301	5062.668945	136	623.361841	859.903272	1	5	ffc_line
712.4115800000001	841.69136	31108.734	30373.674	104.90641	14116	6177.515137	2584.705078	136	709.407806	842.696527	1	5	ffc_line
666.37648	868.002005	471961.43	154439.97	107.18006	12964	186418.96875	21795.341797	137	666.376489	868.503679	2	4	ffc_line
680.39953	859.9985300000001	30886.147	28936.768	127.94104	5297	4426.457031	5199.880859	137	680.399532	861.499759	2	4	ffc_line
666.37648	867.008805	102364.09	59910.074	104.01314	14615	186418.96875	2930.622559	137	666.376489	868.513004	2	4	ffc_line
781.66598	810.875855	26962.043	25949.07	118.84031	7933	4772.995605	4695.709961	137	781.665956	810.875847	2	4	ffc_line
798.87208	802.27468	37711.183	33148.058	103.34358	15007	6919.629883	8127.928711	137	798.872094	802.274676	2	4	ffc_line
735.26683	832.83178	112163.02	100632.98	135.47187	3721	15561.861328	6536.040527	137	735.266812	834.081891	2	4	ffc_line
793.9745800000001	857.02292	16179.063	15271.817	128.16065	5244	6632.980469	4162.22168	138	789.969556	857.022928	1	5	ffc_line
842.6864800000001	846.8817600000001	117854.06	89595.985	140.08882	3042	11508.50293	25183.009766	138	839.692015	847.08404	1	5	ffc_line
842.6864800000001	845.28542	42015.33	40624.509	146.84323	2217	3894.009766	5684.799805	138	843.689928	846.28796	1	5	ffc_line
798.67208	853.89042	1227005.9	426781.48	136.36648	3578	5073.991211	1393404.625	138	802.675371	854.49221	1	5	ffc_line
801.8766800000001	854.25576	14690.135	13783.632	105.88361	13607	2470.836426	4318.995117	138	803.869499	854.255752	1	5	ffc_line
749.6049800000001	864.1074000000001	249692.95	147600.58	121.74409	6974	308551.875	3689.62207	138	749.605018	865.109807	1	5	ffc_line
842.6864800000001	844.8939399999999	206209.17	168789.38	176.42302	571	53715.613281	8198.711914	138	845.686768	845.896712	1	5	ffc_line
838.74148	847.08244	47255.215	41898.422	112.89805	10216	4217.508301	26090.808594	138	834.736321	848.087446	1	5	ffc_line
733.67938	867.90182	259408.54	144175.81	120.30715	7451	52492.980469	25490.259766	138	733.679412	868.303162	1	5	ffc_line
829.47712	915.49208	30969.38	21450.695	127.19547	5471	2842.877197	22913.708984	139	831.479622	915.492127	5	1	ffc_line
842.28512	859.50198	62287.363	52061.434	112.35056	10456	17653.535156	4750.254395	139	842.082915	862.508567	5	1	ffc_line
842.2850000000001	854.4921800000001	375239.78	189319.23	122.16737	6836	149891.859375	14251.366211	139	842.887016	858.508539	5	1	ffc_line
842.2850000000001	854.4921800000001	32574.41	29787.152	118.01526	8216	16912.568359	2551.568604	139	843.287777	856.507108	5	1	ffc_line
843.28902	854.4921800000001	33602.907	32131.985	125.87319	5808	3321.866211	6681.553223	139	844.091469	852.495199	5	1	ffc_line
844.98182	851.0877800000001	113845.19	70958.305	112.64831	10314	20545.267578	26090.808594	139	844.981826	848.087446	5	1	ffc_line
829.82813	859.30118	27771.386	27161.188	129.11826	5030	3295.089111	2805.792969	140	831.078842	861.298465	4	2	ffc_line
833.18048	856.09918	69619.444	54275.065	107.16713	12973	14102.454102	12927.817383	140	833.682151	856.099177	4	2	ffc_line
825.7338550000001	870.5025800000001	110032.66	68973.157	116.18734	8906	80952.023438	4918.577148	140	826.235368	871.006923	4	2	ffc_line
829.092755	865.30038	48946.999	39071.205	106.63516	13211	4940.276855	17353.664063	140	829.092767	865.300366	4	2	ffc_line
781.463755	958.0609800000001	13374.063	12294.701	124.40809	6219	3221.12915	3275.256592	140	781.463748	960.561363	4	2	ffc_line
743.76593	915.53048	23835.552	21928.358	108.88645	12093	3830.215332	3939.135986	141	742.276313	916.284453	2	4	ffc_line
749.77218	911.5395050000001	336491.58	221005.12	150.50199	1867	494478.03125	3191.278076	141	749.772164	912.540549	2	4	ffc_line
845.28638	865.3003550000001	59261.333	51296.756	145.95352	2313	3450.706299	17353.664063	141	844.279933	865.300366	2	4	ffc_line
833.28268	870.29988	61397.301	52073.945	124.88238	6084	7233.86084	12225.09082	141	834.283234	870.299888	2	4	ffc_line
853.3889300000001	859.0002800000001	407207.43	187816.75	117.88658	8260	164201.953125	15757.586914	141	853.890615	860.500213	2	4	ffc_line
856.2992300000001	859.301205	79978.231	71861.202	137.54388	3419	6187.634766	21707.212891	141	856.299247	859.301201	2	4	ffc_line
839.8853300000001	867.008805	65862.648	51872.007	108.47536	12276	21614.332031	9306.382813	141	839.882789	867.510484	2	4	ffc_line
718.922305	801.44883	19391.212	13588.018	108.26875	12385	5370.114258	11072.360352	142	719.423596	801.448824	4	2	ffc_line
711.65938	816.47733	33984.646	31616.916	104.72707	14216	9545.279297	3071.723389	142	712.41154	815.477559	4	2	ffc_line
613.604505	1009.0881800000001	15221.973	14105.381	155.70088	1476	2456.518555	4963.114746	142	614.3567	1011.589393	4	2	ffc_line
