Index,Interpretation A,m/z A,m/z B,Interpretation B,CorrelationScore,NormalisedScore,MassDeviation
1,b6(2+),372.13,794.48,y6(1+),377249.4565787232,1857.7961620666174,0.078
,y3-(H2O)-(HCOH)(1+),372.13,794.48,b7-(H2O)-(CH3NHCH3)(1+),377249.4565787232,1857.7961620666174,0.175
2,a6(2+),358.15,794.5,y6(1+),295591.8830424329,1810.7967027204245,0.085
3,b7(2+),429.31,680.44,y5(1+),418280.83925458544,1677.337144853451,0.125
4,y6(2+),397.74,743.4,b6(1+),164740.18794345946,1534.8181541040597,0.058
,bi(7-10)-2(NH3)-(HCOH)(1+),397.74,743.4,b6(1+),164740.18794345946,1534.8181541040597,0.433
,ai(7-10)-2(H2O)(1+),397.74,743.4,b6(1+),164740.18794345946,1534.8181541040597,0.473
5,b8-(NH3)(2+),477.27,567.19,y4(1+),1440647.7097754315,1477.2590142967308,0.108
,b8-(H2O)(2+),477.27,567.19,y4(1+),1440647.7097754315,1477.2590142967308,0.539
6,a2(1+),215.72,647.47,y10(2+),643434.8913101158,1371.6581579683318,0.414
7,y5(2+),340.73,857.43,b7(1+),94754.19765259777,1283.5732965562872,0.057
,bi(3-5)-(HCOH)(1+),340.73,857.43,y7-2(H2O)-(HCOH)(1+),94754.19765259777,1283.5732965562872,0.46
,bi(3-5)-(CH3NH2)(1+),340.73,857.43,y7-2(H2O)-(HCOH)(1+),94754.19765259777,1283.5732965562872,0.57
8,b2(1+),243.78,647.64,y10(2+),793006.6126481651,1251.1764167144408,0.453
,b2(1+),243.78,647.64,bi(3-8)-2(NH3)-(CH3NHCH3)(1+),793006.6126481651,1251.1764167144408,0.702
9,b7-2(NH3)(2+),411.68,680.44,y5(1+),246983.18650375886,1170.337149833617,0.494
,b7-2(H2O)(2+),411.68,680.44,y5(1+),246983.18650375886,1170.337149833617,0.494
,a4-(CH3NHCH3)(1+),411.68,680.44,y5(1+),246983.18650375886,1170.337149833617,0.523
10,y3(1+),420.11,550.94,b9-(NH3)(2+),427056.64688802283,1130.8496668899384,0.211
,y3(1+),420.11,550.94,b5-(H2O)-(CH3NHCH3)(1+),427056.64688802283,1130.8496668899384,0.32
,y3(1+),420.11,550.94,a5-2(H2O)(1+),427056.64688802283,1130.8496668899384,0.669
,b4-2(NH3)-(CH3NH2)(1+),420.11,550.94,y4-(NH3)(1+),427056.64688802283,1130.8496668899384,0.673
,b7-(H2O)(2+),420.11,550.94,y4-(NH3)(1+),427056.64688802283,1130.8496668899384,0.675
,bi(5-8)-2(H2O)-(HCOH)(1+),420.11,550.94,y4-(NH3)(1+),427056.64688802283,1130.8496668899384,0.675
,y3(1+),420.11,550.94,b9-(H2O)(2+),427056.64688802283,1130.8496668899384,0.679
,ai(2-8)-(HCOOH)(2+),420.11,550.94,y4-(NH3)(1+),427056.64688802283,1130.8496668899384,0.681
,bi(2-8)-(HCOH)-(CH3NHCH3)(2+),420.11,550.94,y4-(NH3)(1+),427056.64688802283,1130.8496668899384,0.785
11,y4(2+),283.99,953.4,b8-(NH3)(1+),68401.83961327047,1073.615643321194,0.168
12,bi(4-6)-(H2O)-(CH3NHCH3)(1+),380.45,760.33,y6-2(NH3)(1+),32602.85954227897,1057.2795367546953,0.293
