col0	col1	col2	col3	col4	col5	THEO_MONO_MZ_1	THEO_MONO_MASS_1	THEO_INTE_SUM_1	THEO_CHARGE_1	THEO_MONO_MZ_2	THEO_MONO_MASS_2	THEO_INTE_SUM_2	THEO_CHARGE_2
880.003862	930.754015	-10815.02	-19552.158	-9.3899225	1013879	879.73972011	16695.91642913	196694695.1250146	19.0	930.75631767	2789.2471236	30446770.97959661	3.0
880.003862	931.224067	196385.99	147074.94	33.282433	554278	879.73972011	16695.91642913	196694695.1250146	19.0	930.8911855	16737.9103626	471342942.348222	18.0
880.003862	931.362503	-159120.04	-172854.47	-133.34207	1790491	879.73972011	16695.91642913	196694695.1250146	19.0	930.91988178	8369.2134478	34927566.98540388	9.0
880.003862	931.810163	-142858.71	-155395.57	-118.85394	1749792	879.73972011	16695.91642913	196694695.1250146	19.0	931.64546517	5583.8291322	43611048.66165721	6.0
880.003862	931.947309	295350.33	256960.68	50.801533	388828	879.73972011	16695.91642913	196694695.1250146	19.0	931.77969794	16753.9035866	1251944549.1363482	18.0
880.003862	932.646841	20137.665	8832.0252	5.365251	847739	879.73972011	16695.91642913	196694695.1250146	19.0	932.53238622	8383.7259878	93168003.48249382	9.0
880.003862	932.892628	465986.83	404925.2	67.684612	255666	879.73972011	16695.91642913	196694695.1250146	19.0	932.72424594	16770.9054506	5710490453.500704	18.0
880.003862	933.749857	17011.617	1002.0969	1.4057534	889854	879.73972011	16695.91642913	196694695.1250146	19.0	933.3469072	4661.69815367	42454705.25105115	5.0
880.003862	933.922492	108214.55	90298.286	39.023655	497747	879.73972011	16695.91642913	196694695.1250146	19.0	933.33657325	11187.9515614	60003551.90999502	12.0
880.003862	934.054526	655298.18	623732.6	143.05983	13262	879.73972011	16695.91642913	196694695.1250146	19.0	933.66606833	16787.8582536	146667026.67953402	18.0
880.003862	934.734554	109425.71	104869.93	38.804312	499823	879.73972011	16695.91642913	196694695.1250146	19.0	934.19238227	24262.81275086	29059408.29759798	26.0
880.003862	935.03798	-56344.221	-66292.688	-43.90903	1335621	879.73972011	16695.91642913	196694695.1250146	19.0	934.62243229	15871.45764906	41416394.02296602	17.0
880.003862	935.8727	-68268.8	-76878.016	-58.319729	1446433	879.73972011	16695.91642913	196694695.1250146	19.0	935.45194358	11213.3360054	20759863.74287973	12.0
880.003862	937.31756	-41318.018	-56348.296	-36.994938	1276985	879.73972011	16695.91642913	196694695.1250146	19.0	936.94152837	7487.47401526	26993685.3604963	8.0
880.003862	937.380107	-2625.3613	-13639.47	-13.875558	1059297	879.73972011	16695.91642913	196694695.1250146	19.0	936.91018027	14038.543557	45300775.14342023	15.0
880.003862	937.928148	-87686.285	-97211.525	-79.636348	1581459	879.73972011	16695.91642913	196694695.1250146	19.0	937.54316972	16857.6460786	62525402.39652383	18.0
880.003862	937.980658	-227387.91	-242292.52	-176.96997	1866358	879.73972011	16695.91642913	196694695.1250146	19.0	937.980476	2810.9195986	36694409.11527239	3.0
880.003862	938.485358	-75093.642	-89145.008	-54.057398	1415208	879.73972011	16695.91642913	196694695.1250146	19.0	938.03812922	8433.2776748	49236611.95200953	9.0
880.003862	938.81019	-84079.814	-104778.1	-51.413009	1395054	879.73972011	16695.91642913	196694695.1250146	19.0	938.809928	1875.60530307	25020534.44240949	2.0
880.003862	938.926789	-91699.159	-107830.86	-48.022074	1368751	879.73972011	16695.91642913	196694695.1250146	19.0	938.62952718	15939.57826206	260010646.2551492	17.0
880.003862	939.429845	44408.549	38717.617	23.533867	654351	879.73972011	16695.91642913	196694695.1250146	19.0	938.92821708	11255.0512874	32268260.40784197	12.0
880.003862	940.1548	129670.74	114814.61	54.081338	360958	879.73972011	16695.91642913	196694695.1250146	19.0	939.86947257	13144.07074546	50338431.31081066	14.0
880.003862	940.932532	-64608.662	-77050.828	-58.380083	1446852	879.73972011	16695.91642913	196694695.1250146	19.0	940.42961478	16909.6020896	40170223.87374807	18.0
880.003862	941.513739	125704.94	114240.71	52.766038	372017	879.73972011	16695.91642913	196694695.1250146	19.0	941.070888	15041.01778453	56981573.83887309	16.0
880.003862	941.82787	110526.23	96451.634	35.685052	530372	879.73972011	16695.91642913	196694695.1250146	19.0	941.32451962	7522.53794526	24061983.13628657	8.0
880.003862	942.515367	-83591.182	-101573.04	-56.760397	1435220	879.73972011	16695.91642913	196694695.1250146	19.0	941.98115247	15996.55589206	35471555.30070417	17.0
880.003862	942.734801	-33966.506	-48601.989	-24.27944	1160893	879.73972011	16695.91642913	196694695.1250146	19.0	942.734801	941.72752453	16926102.4240066	1.0
880.003862	942.809832	120235.65	105598.46	53.861258	362792	879.73972011	16695.91642913	196694695.1250146	19.0	942.4134304	4707.03076967	23302754.43099982	5.0
880.003862	943.105213	-55557.352	-66624.446	-48.405243	1371843	879.73972011	16695.91642913	196694695.1250146	19.0	942.77370567	5650.5985752	17752884.24645227	6.0
880.003862	945.575549	10996.044	-1139.7314	1.2385248	891608	879.73972011	16695.91642913	196694695.1250146	19.0	945.22095718	16051.63257206	119542078.4108949	17.0
880.003862	946.457427	-37366.802	-47827.532	-22.173187	1140742	879.73972011	16695.91642913	196694695.1250146	19.0	946.22199453	16068.65020706	379988302.55165297	17.0
880.003862	950.810934	-160099.27	-169739.74	-190.55578	1880110	879.73972011	16695.91642913	196694695.1250146	19.0	950.276668	14239.040873	23048680.27543393	15.0
880.003862	950.945061	347183.27	331143.15	121.16729	37575	879.73972011	16695.91642913	196694695.1250146	19.0	950.48227115	12343.17493093	33080781.62668445	13.0
880.003862	951.232873	39529.223	23699.25	10.313679	795037	879.73972011	16695.91642913	196694695.1250146	19.0	950.73352014	13296.16741146	38656874.02195561	14.0
880.003862	952.166501	-31186.251	-47481.478	-26.158226	1178610	879.73972011	16695.91642913	196694695.1250146	19.0	951.88024	13312.22148946	112531379.49081278	14.0
880.003862	952.88179	40151.897	33075.237	20.679424	684413	879.73972011	16695.91642913	196694695.1250146	19.0	952.35879884	18075.67892513	23974587.81802965	19.0
880.003862	953.04952	-35444.092	-39958.348	-21.275582	1132261	879.73972011	16695.91642913	196694695.1250146	19.0	952.75451335	16179.70302706	121165640.41294694	17.0
880.003862	954.049583	-108178.47	-122509.43	-63.876393	1484961	879.73972011	16695.91642913	196694695.1250146	19.0	953.75524394	16196.71544706	226946063.0193792	17.0
880.003862	962.79562	15413.404	7911.8997	4.5550255	856454	879.73972011	16695.91642913	196694695.1250146	19.0	962.33785364	10574.63634886	16672773.57737934	11.0
880.003862	964.111954	-171001.64	-181452.89	-157.80161	1839821	879.73972011	16695.91642913	196694695.1250146	19.0	963.69946359	16365.76718106	62384962.94968125	17.0
880.003862	964.433767	23593.041	10653.768	3.0692694	872091	879.73972011	16695.91642913	196694695.1250146	19.0	963.88699564	10591.67691086	49920822.9315789	11.0
880.003862	964.93759	160610.35	145424.94	61.091492	303981	879.73972011	16695.91642913	196694695.1250146	19.0	964.64194424	16381.78935206	327928842.0145925	17.0
880.003862	965.639153	82709.409	64181.982	29.243474	595174	879.73972011	16695.91642913	196694695.1250146	19.0	965.13781075	15426.08854853	32841403.28204054	16.0
880.003862	968.781856	3725.1278	-12860.88	-5.2170899	970505	879.73972011	16695.91642913	196694695.1250146	19.0	968.49780557	6772.43370373	37201508.77780065	7.0
880.003862	975.878136	-80017.955	-87726.772	-68.836817	1517393	879.73972011	16695.91642913	196694695.1250146	19.0	975.58626206	16567.84275506	178000146.31508723	17.0
880.003862	986.263053	50054.973	24076.255	17.474526	718337	879.73972011	16695.91642913	196694695.1250146	19.0	986.01269975	3940.02169313	21926284.36395334	4.0
880.003862	1019.867028	214715.37	196357.6	99.603731	91056	879.73972011	16695.91642913	196694695.1250146	19.0	1019.36599183	6110.1522922	25390886.39169392	6.0
880.694504	880.694504	11175891.0	11159954.0	844.74851	-1	880.2934101	8792.86133633	32816021.0544267	10.0	880.2934101	8792.86133633	32816021.0544267	10.0
880.694504	880.762444	23915.008	6171.1832	3.9734587	862540	880.2934101	8792.86133633	32816021.0544267	10.0	880.2608095	15826.5635946	29974481.67921925	18.0
880.694504	880.847309	-86771.38	-100053.15	-72.475965	1539993	880.2934101	8792.86133633	32816021.0544267	10.0	880.58351379	16711.94850913	162997667.97006	19.0
880.694504	881.368477	-105540.78	-143793.86	-45.368409	1347588	880.2934101	8792.86133633	32816021.0544267	10.0	881.36829467	2641.0830546	72246574.88361314	3.0
880.694504	881.817011	-53489.008	-75957.194	-41.690572	1317132	880.2934101	8792.86133633	32816021.0544267	10.0	881.482751	7924.2792708	29244869.49557746	9.0
880.694504	882.215075	-223285.74	-246603.9	-132.3019	1787911	880.2934101	8792.86133633	32816021.0544267	10.0	881.952283	16737.95512413	206387050.3322728	19.0
880.694504	882.818411	47234.901	37433.733	17.392855	719182	880.2934101	8792.86133633	32816021.0544267	10.0	882.40062308	10576.7201594	36150035.15104359	12.0
880.694504	883.005456	-38458.842	-62522.645	-19.578933	1116005	880.2934101	8792.86133633	32816021.0544267	10.0	882.79367137	16753.94150313	634817723.935109	19.0
880.694504	883.847689	-353090.45	-396931.65	-150.52352	1827118	880.2934101	8792.86133633	32816021.0544267	10.0	883.68922737	16770.95706713	2389332238.4064646	19.0
880.694504	884.141429	-157841.54	-165220.8	-161.4569	1845535	880.2934101	8792.86133633	32816021.0544267	10.0	883.6420617	17652.69570466	32101488.73351463	20.0
880.694504	884.955579	-417541.78	-446796.73	-290.43658	1921702	880.2934101	8792.86133633	32816021.0544267	10.0	884.58371758	16787.95238113	137734588.66300854	19.0
880.694504	885.134601	-22922.086	-32257.61	-26.630529	1183162	880.2934101	8792.86133633	32816021.0544267	10.0	884.71681375	10604.5144474	22249196.72429186	12.0
880.694504	885.589888	-148044.29	-167776.91	-88.801834	1629745	880.2934101	8792.86133633	32816021.0544267	10.0	885.143688	17682.72823066	50378891.98723859	20.0
880.694504	885.725374	171842.45	163084.2	73.849733	214748	880.2934101	8792.86133633	32816021.0544267	10.0	885.49226669	11498.30487293	90752088.332279	13.0
880.694504	886.483137	-237912.27	-276985.12	-91.234086	1641465	880.2934101	8792.86133633	32816021.0544267	10.0	886.165457	16818.00543013	250049569.88563552	19.0
880.694504	886.796854	-113860.06	-137914.81	-48.331421	1371245	880.2934101	8792.86133633	32816021.0544267	10.0	886.5462885	3542.15604813	157944776.81306273	4.0
880.694504	888.009221	-138534.39	-183990.93	-52.678546	1404766	880.2934101	8792.86133633	32816021.0544267	10.0	887.79684711	16849.00184213	848039042.7553073	19.0
880.694504	888.035657	83219.895	70178.726	27.189904	616094	880.2934101	8792.86133633	32816021.0544267	10.0	887.55819433	18617.5692752	28834988.13592071	21.0
880.694504	888.135246	248964.16	238508.14	97.092702	99983	880.2934101	8792.86133633	32816021.0544267	10.0	887.63465333	15959.2927836	31297084.44213855	18.0
880.694504	888.851507	-9217.1938	-74397.006	-13.54781	1056048	880.2934101	8792.86133633	32816021.0544267	10.0	888.69192153	16866.00825613	1520682700.4625666	19.0
880.694504	889.745393	76688.056	153.39244	-1.2149555	928147	880.2934101	8792.86133633	32816021.0544267	10.0	889.53413553	16882.01032213	1398372300.0472991	19.0
880.694504	890.483458	337418.68	235945.44	37.075128	516548	880.2934101	8792.86133633	32816021.0544267	10.0	890.271198	16896.01450913	1543044432.8723795	19.0
880.694504	891.167516	167085.63	30499.02	3.7188937	865238	880.2934101	8792.86133633	32816021.0544267	10.0	890.903406	16908.02646113	1431587482.312524	19.0
880.694504	891.85235	655915.65	540147.37	77.182992	194834	880.2934101	8792.86133633	32816021.0544267	10.0	891.69366689	16923.04141813	7126568659.546025	19.0
880.694504	892.403865	-256510.22	-322589.81	-89.000788	1630753	880.2934101	8792.86133633	32816021.0544267	10.0	892.403865	891.39658853	60624519.48111552	1.0
880.694504	892.799498	-353392.59	-598774.3	-60.560895	1462379	880.2934101	8792.86133633	32816021.0544267	10.0	892.64032784	16941.02797613	20316317746.20989	19.0
880.694504	893.511287	-148512.76	-173709.24	-96.122646	1664033	880.2934101	8792.86133633	32816021.0544267	10.0	893.00996065	17840.05368366	43341424.03725138	20.0
880.694504	893.985406	376837.53	326858.14	81.131719	172453	880.2934101	8792.86133633	32816021.0544267	10.0	893.70985144	16068.6463496	428122217.9872288	18.0
880.694504	894.468011	-168511.0	-191204.63	-151.59358	1829142	880.2934101	8792.86133633	32816021.0544267	10.0	894.13491117	5358.7658082	22726864.30866824	6.0
880.694504	894.85823	253223.24	233555.76	87.845341	138704	880.2934101	8792.86133633	32816021.0544267	10.0	894.356569	3573.39717013	19557210.58092131	4.0
880.694504	895.36382	49809.412	36621.138	14.880778	746199	880.2934101	8792.86133633	32816021.0544267	10.0	894.86321269	14301.69497953	29284793.03542356	16.0
880.694504	896.566755	313365.22	292086.96	113.21699	52954	880.2934101	8792.86133633	32816021.0544267	10.0	896.25867685	11638.26820493	96126801.78312688	13.0
880.694504	897.10156	6853.7701	-8803.7767	-3.812613	955746	880.2934101	8792.86133633	32816021.0544267	10.0	896.71022983	16122.6531606	59002549.51194219	18.0
880.694504	897.710524	65528.612	57783.823	33.311639	553980	880.2934101	8792.86133633	32816021.0544267	10.0	897.17563153	15234.86203606	18741086.44644389	17.0
880.694504	897.877799	-39854.625	-47973.261	-24.614056	1164067	880.2934101	8792.86133633	32816021.0544267	10.0	897.48874983	16136.6665206	46949175.20348894	18.0
880.694504	898.824587	-62843.191	-71087.131	-56.989717	1436954	880.2934101	8792.86133633	32816021.0544267	10.0	898.37973667	16152.7042836	49687564.13612698	18.0
880.694504	899.263355	-240294.08	-255305.01	-229.99692	1905144	880.2934101	8792.86133633	32816021.0544267	10.0	898.79150482	15262.33188206	29351434.86757031	17.0
880.694504	899.489723	53954.461	30860.214	11.386325	783674	880.2934101	8792.86133633	32816021.0544267	10.0	899.48946	1796.96436707	22796814.39940156	2.0
880.694504	900.10255	159257.85	142994.0	57.582382	331703	880.2934101	8792.86133633	32816021.0544267	10.0	899.82199139	16178.6648686	284347716.2988685	18.0
880.694504	901.046385	110055.52	79621.098	29.841515	589121	880.2934101	8792.86133633	32816021.0544267	10.0	900.82292389	16196.6816536	528168129.45047134	18.0
880.694504	902.204615	-306280.31	-316936.42	-345.82464	1927677	880.2934101	8792.86133633	32816021.0544267	10.0	901.70376678	16212.5368256	31019958.17612807	18.0
880.694504	902.414276	265162.67	249874.86	90.156234	128063	880.2934101	8792.86133633	32816021.0544267	10.0	901.95149731	11712.27487093	42631730.76375498	13.0
880.694504	903.022732	-51222.94	-61404.87	-36.667188	1274075	880.2934101	8792.86133633	32816021.0544267	10.0	902.727903	15329.25065106	117527962.48670997	17.0
880.694504	903.694423	-57085.237	-70440.915	-56.672317	1434603	880.2934101	8792.86133633	32816021.0544267	10.0	903.16689058	17141.03266813	22413995.42831583	19.0
880.694504	903.830276	201042.79	179960.31	64.785488	276241	880.2934101	8792.86133633	32816021.0544267	10.0	903.578295	10830.8522224	71849865.70733096	12.0
880.694504	905.022964	139313.49	125376.85	63.374098	286543	880.2934101	8792.86133633	32816021.0544267	10.0	904.6193954	4518.06059467	24597030.15417183	5.0
880.694504	905.082475	1184.3343	-11217.635	-3.7706207	955287	880.2934101	8792.86133633	32816021.0544267	10.0	904.55447458	17167.39676413	21661896.51785499	19.0
880.694504	906.162345	-29024.371	-41274.342	-24.260261	1160745	880.2934101	8792.86133633	32816021.0544267	10.0	905.66202092	10855.8569334	23781779.2837717	12.0
880.694504	906.439214	10692.753	-5157.8274	-3.9833187	957535	880.2934101	8792.86133633	32816021.0544267	10.0	906.0483825	16290.7399086	77035925.0811002	18.0
880.694504	906.821803	267437.67	243928.8	88.358785	136240	880.2934101	8792.86133633	32816021.0544267	10.0	906.53525586	6338.69585573	45035753.92466616	7.0
880.694504	906.930474	84329.567	63310.441	25.272076	636271	880.2934101	8792.86133633	32816021.0544267	10.0	906.4308395	14486.77700853	35285754.21382965	16.0
880.694504	907.272353	15135.108	-2232.8166	0.9893523	894281	880.2934101	8792.86133633	32816021.0544267	10.0	906.99353556	16307.7526636	136564671.7354698	18.0
880.694504	908.741778	37315.058	38538.655	19.534177	696463	880.2934101	8792.86133633	32816021.0544267	10.0	908.3382104	4536.65466967	18576841.8067121	5.0
880.694504	908.887299	110455.66	98423.001	47.505792	417827	880.2934101	8792.86133633	32816021.0544267	10.0	908.60598839	16336.7768146	140427075.59757653	18.0
880.694504	909.717771	161400.84	137197.89	54.40504	358129	880.2934101	8792.86133633	32816021.0544267	10.0	909.38290578	16350.7613276	107288500.19689764	18.0
880.694504	910.218868	126564.75	110352.55	48.406406	409989	880.2934101	8792.86133633	32816021.0544267	10.0	909.79904442	17267.04359113	44225867.51378696	19.0
880.694504	910.496619	53720.847	3916.8919	1.4574536	889333	880.2934101	8792.86133633	32816021.0544267	10.0	910.21701767	16365.7753416	393655879.15483874	18.0
880.694504	911.194842	-118637.93	-129041.71	-118.43452	1748464	880.2934101	8792.86133633	32816021.0544267	10.0	910.68953508	10916.1871034	46774238.62696134	12.0
880.694504	911.3298	375718.82	330979.49	80.715838	174688	880.2934101	8792.86133633	32816021.0544267	10.0	911.16229406	16382.7903166	1776858430.3592916	18.0
880.694504	912.386411	-73726.273	-85009.54	-63.598332	1483119	880.2934101	8792.86133633	32816021.0544267	10.0	911.99532006	16397.7847846	57969536.57319424	18.0
880.694504	913.206315	-173423.8	-193245.94	-127.19675	1774515	880.2934101	8792.86133633	32816021.0544267	10.0	912.73359571	15499.34742706	44159841.40474362	17.0
880.694504	913.493021	-112868.81	-129598.06	-64.517709	1489246	880.2934101	8792.86133633	32816021.0544267	10.0	913.15515783	5472.8872882	41449964.67990489	6.0
880.694504	913.856026	133888.76	123425.69	63.658012	284487	880.2934101	8792.86133633	32816021.0544267	10.0	913.56947686	6387.93540273	30052036.63974782	7.0
880.694504	913.909924	11605.349	-1168.3057	-0.59161799	921638	880.2934101	8792.86133633	32816021.0544267	10.0	913.67343024	15515.32461406	228164849.97397155	17.0
880.694504	914.614688	81506.075	69135.922	26.837124	619775	880.2934101	8792.86133633	32816021.0544267	10.0	914.14153163	17349.55084813	62107053.84667701	19.0
880.694504	914.999048	-31385.366	-51098.229	-21.887181	1138022	880.2934101	8792.86133633	32816021.0544267	10.0	914.497604	1826.98065507	30851642.15509863	2.0
880.694504	915.192486	166573.52	150824.48	62.077733	296328	880.2934101	8792.86133633	32816021.0544267	10.0	914.69137581	14618.94558953	43304229.63766906	16.0
880.694504	915.610528	152896.87	140865.44	61.444009	301281	880.2934101	8792.86133633	32816021.0544267	10.0	915.10920639	16453.8347386	28345393.27450744	18.0
880.694504	915.667852	-112411.19	-131735.87	-82.881182	1599364	880.2934101	8792.86133633	32816021.0544267	10.0	915.33091575	10971.8836714	64131882.32639065	12.0
880.694504	916.441023	368226.89	360197.11	121.11478	37665	880.2934101	8792.86133633	32816021.0544267	10.0	915.96917012	15554.35219206	27955641.10995118	17.0
880.694504	916.612448	-59757.271	-68702.875	-36.013424	1268484	880.2934101	8792.86133633	32816021.0544267	10.0	916.13886421	17387.50016713	41147599.7838774	19.0
880.694504	916.890026	108319.71	95247.232	43.678541	453009	880.2934101	8792.86133633	32816021.0544267	10.0	916.43981956	8238.8928878	42548564.280081	9.0
880.694504	916.946888	34859.626	15073.714	5.1473748	850037	880.2934101	8792.86133633	32816021.0544267	10.0	916.612593	2746.8159496	31006042.58180224	3.0
880.694504	917.61219	137166.43	107815.36	36.159349	525633	880.2934101	8792.86133633	32816021.0544267	10.0	917.33023506	16493.8132546	240877208.6885682	18.0
880.694504	918.333194	-119211.64	-132813.65	-89.042945	1630997	880.2934101	8792.86133633	32816021.0544267	10.0	917.8318616	18336.49170266	35056171.00872766	20.0
880.694504	918.49781	338278.27	320057.04	92.067024	119791	880.2934101	8792.86133633	32816021.0544267	10.0	918.27593344	16510.8358256	331041042.5430232	18.0
880.694504	919.330256	105390.1	89076.973	34.260655	544574	880.2934101	8792.86133633	32816021.0544267	10.0	918.99811944	16523.8351736	136726608.0229716	18.0
880.694504	919.856903	-208745.47	-220551.56	-171.33435	1859488	880.2934101	8792.86133633	32816021.0544267	10.0	919.50002235	15614.37668006	173344391.0405232	17.0
880.694504	920.358223	-30659.196	-40561.077	-31.88935	1231619	880.2934101	8792.86133633	32816021.0544267	10.0	919.9530762	4594.72899867	34652739.51575962	5.0
880.694504	920.833374	32148.288	12363.17	3.2711909	869955	880.2934101	8792.86133633	32816021.0544267	10.0	920.55472628	16551.8540966	268851961.98620325	18.0
880.694504	921.612279	-23278.654	-41824.407	-20.628578	1126131	880.2934101	8792.86133633	32816021.0544267	10.0	921.49955939	16568.8610926	1210648303.8274555	18.0
880.694504	921.807956	151857.86	141666.51	66.032136	267318	880.2934101	8792.86133633	32816021.0544267	10.0	921.28375932	17485.25317413	29586819.01012193	19.0
880.694504	923.104719	-27253.03	-46065.593	-25.970794	1176883	880.2934101	8792.86133633	32816021.0544267	10.0	922.71954156	16590.8207716	92132835.59037344	18.0
880.694504	923.436238	-51285.703	-75591.808	-33.540581	1246653	880.2934101	8792.86133633	32816021.0544267	10.0	923.14968786	6454.99687973	42571601.31253257	7.0
880.694504	923.664819	118839.42	111191.64	52.93439	370656	880.2934101	8792.86133633	32816021.0544267	10.0	923.079279	11064.8640304	26560092.84830981	12.0
880.694504	924.002362	-75363.202	-87365.156	-66.32835	1501314	880.2934101	8792.86133633	32816021.0544267	10.0	923.66498211	16607.8387016	87159346.18090367	18.0
880.694504	924.888592	93204.881	79388.872	40.928867	479327	880.2934101	8792.86133633	32816021.0544267	10.0	924.61125467	16624.8716076	101619594.09961262	18.0
880.694504	925.311176	-38901.651	-40877.314	-28.095107	1196855	880.2934101	8792.86133633	32816021.0544267	10.0	924.935146	7391.42295626	39055066.08958681	8.0
880.694504	925.498259	126873.69	94781.611	31.323458	574071	880.2934101	8792.86133633	32816021.0544267	10.0	925.163963	2772.4700596	43341317.05211991	3.0
880.694504	926.112309	10253.699	-7961.5929	-5.8897173	977489	880.2934101	8792.86133633	32816021.0544267	10.0	925.83324906	16646.8675066	185034208.63087955	18.0
880.694504	926.247317	221813.55	205589.81	71.188292	231903	880.2934101	8792.86133633	32816021.0544267	10.0	925.71475712	15720.02717106	23015004.3954631	17.0
880.694504	926.890336	76880.625	56142.83	24.509389	644190	880.2934101	8792.86133633	32816021.0544267	10.0	926.8873425	5555.2803962	146893792.37000978	6.0
880.694504	927.865417	-76242.128	-90937.709	-66.40352	1501791	880.2934101	8792.86133633	32816021.0544267	10.0	927.64251833	8339.7171768	35419300.39957198	9.0
880.694504	928.002792	182095.12	153762.41	42.9397	460031	880.2934101	8792.86133633	32816021.0544267	10.0	927.83426372	16682.8857706	1332845681.692792	18.0
880.694504	928.891653	257174.22	191448.85	39.312447	494983	880.2934101	8792.86133633	32816021.0544267	10.0	928.55649078	16695.8858576	431065462.0021989	18.0
880.694504	929.367648	-96378.578	-116320.99	-71.737573	1535512	880.2934101	8792.86133633	32816021.0544267	10.0	928.89579253	15774.10477306	32018106.95227908	17.0
880.694504	929.504458	473653.34	433686.19	84.654416	154228	880.2934101	8792.86133633	32816021.0544267	10.0	929.5023185	1856.99008407	126730375.39709184	2.0
880.694504	929.725272	-250122.07	-273422.19	-110.08741	1720320	880.2934101	8792.86133633	32816021.0544267	10.0	929.724239	5572.3017752	227916593.34654564	6.0
880.694504	930.162497	82073.114	4034.7453	0.2611586	901939	880.2934101	8792.86133633	32816021.0544267	10.0	930.162497	929.15522053	81795473.2423866	1.0
880.694504	930.754015	-4583.1267	-15320.136	-6.7263738	986421	880.2934101	8792.86133633	32816021.0544267	10.0	930.75631767	2789.2471236	30446770.97959661	3.0
880.694504	931.224067	-221455.17	-282053.19	-73.15571	1544111	880.2934101	8792.86133633	32816021.0544267	10.0	930.8911855	16737.9103626	471342942.348222	18.0
880.694504	931.362503	-107788.54	-124666.69	-65.6995	1497147	880.2934101	8792.86133633	32816021.0544267	10.0	930.91988178	8369.2134478	34927566.98540388	9.0
880.694504	931.810163	-79428.467	-94834.935	-61.284332	1467363	880.2934101	8792.86133633	32816021.0544267	10.0	931.64546517	5583.8291322	43611048.66165721	6.0
880.694504	931.947309	289490.76	242313.99	63.908546	282619	880.2934101	8792.86133633	32816021.0544267	10.0	931.77969794	16753.9035866	1251944549.1363482	18.0
880.694504	932.646841	-174047.02	-187940.44	-171.63171	1859868	880.2934101	8792.86133633	32816021.0544267	10.0	932.53238622	8383.7259878	93168003.48249382	9.0
880.694504	932.892628	593482.64	518444.42	82.787956	163719	880.2934101	8792.86133633	32816021.0544267	10.0	932.72424594	16770.9054506	5710490453.500704	18.0
880.694504	933.749857	217111.3	197437.31	67.194501	259214	880.2934101	8792.86133633	32816021.0544267	10.0	933.3469072	4661.69815367	42454705.25105115	5.0
880.694504	933.922492	158870.25	136853.08	57.290674	334131	880.2934101	8792.86133633	32816021.0544267	10.0	933.33657325	11187.9515614	60003551.90999502	12.0
880.694504	934.054526	-38377.936	-77168.657	-22.942457	1148157	880.2934101	8792.86133633	32816021.0544267	10.0	933.66606833	16787.8582536	146667026.67953402	18.0
880.694504	934.734554	-3312.8179	-8911.376	-5.0895629	969164	880.2934101	8792.86133633	32816021.0544267	10.0	934.19238227	24262.81275086	29059408.29759798	26.0
880.694504	935.03798	-62060.432	-74286.035	-53.281849	1409410	880.2934101	8792.86133633	32816021.0544267	10.0	934.62243229	15871.45764906	41416394.02296602	17.0
880.694504	935.8727	79740.94	69161.134	32.85116	558680	880.2934101	8792.86133633	32816021.0544267	10.0	935.45194358	11213.3360054	20759863.74287973	12.0
880.694504	937.31756	62458.969	43988.363	22.28963	667391	880.2934101	8792.86133633	32816021.0544267	10.0	936.94152837	7487.47401526	26993685.3604963	8.0
880.694504	937.380107	-185483.05	-199018.21	-111.09225	1723928	880.2934101	8792.86133633	32816021.0544267	10.0	936.91018027	14038.543557	45300775.14342023	15.0
880.694504	937.928148	207295.98	195590.47	82.107296	167339	880.2934101	8792.86133633	32816021.0544267	10.0	937.54316972	16857.6460786	62525402.39652383	18.0
880.694504	937.980658	-45300.157	-63616.33	-30.091938	1215054	880.2934101	8792.86133633	32816021.0544267	10.0	937.980476	2810.9195986	36694409.11527239	3.0
880.694504	938.485358	183465.04	166197.41	66.285808	265520	880.2934101	8792.86133633	32816021.0544267	10.0	938.03812922	8433.2776748	49236611.95200953	9.0
880.694504	938.81019	-127707.67	-153143.65	-66.592458	1503018	880.2934101	8792.86133633	32816021.0544267	10.0	938.809928	1875.60530307	25020534.44240949	2.0
880.694504	938.926789	56829.543	37005.406	14.503392	750239	880.2934101	8792.86133633	32816021.0544267	10.0	938.62952718	15939.57826206	260010646.2551492	17.0
880.694504	939.429845	-69645.373	-76638.92	-45.639189	1349790	880.2934101	8792.86133633	32816021.0544267	10.0	938.92821708	11255.0512874	32268260.40784197	12.0
880.694504	940.1548	-121069.52	-139326.12	-85.085436	1610913	880.2934101	8792.86133633	32816021.0544267	10.0	939.86947257	13144.07074546	50338431.31081066	14.0
880.694504	940.932532	55316.68	40026.589	22.989705	659988	880.2934101	8792.86133633	32816021.0544267	10.0	940.42961478	16909.6020896	40170223.87374807	18.0
880.694504	941.513739	-75933.395	-90021.703	-55.937182	1429157	880.2934101	8792.86133633	32816021.0544267	10.0	941.070888	15041.01778453	56981573.83887309	16.0
880.694504	941.82787	107203.83	89907.658	50.030109	395565	880.2934101	8792.86133633	32816021.0544267	10.0	941.32451962	7522.53794526	24061983.13628657	8.0
880.694504	942.515367	151475.53	129377.75	56.212884	342932	880.2934101	8792.86133633	32816021.0544267	10.0	941.98115247	15996.55589206	35471555.30070417	17.0
880.694504	942.734801	138837.04	120851.59	52.082178	377789	880.2934101	8792.86133633	32816021.0544267	10.0	942.734801	941.72752453	16926102.4240066	1.0
