,m/z A,m/z B,Ranking,comp_1_m/z A,comp_5_m/z B,1*m/z A + 5*m/z B,comp_2_m/z A,comp_4_m/z B,2*m/z A + 4*m/z B,comp_3_m/z A,comp_3_m/z B,3*m/z A + 3*m/z B,comp_4_m/z A,comp_2_m/z B,4*m/z A + 2*m/z B,comp_5_m/z A,comp_1_m/z B,5*m/z A + 1*m/z B,1*m/z A + 4*m/z B,2*m/z A + 3*m/z B,3*m/z A + 2*m/z B,4*m/z A + 1*m/z B
12235,711.742474,776.06793003,180,711.742474,3880.3396501499997,4592.08212415,1423.484948,3104.27172012,4527.75666812,2135.227422,2328.20379009,4463.4312120899995,2846.969896,1552.13586006,4399.10575606,3558.71237,776.06793003,4334.78030003,3816.01419412,3751.68873809,3687.3632820599996,3623.03782603
67266,284.197281,816.08085403,181,284.197281,4080.40427015,4364.60155115,568.394562,3264.32341612,3832.7179781199998,852.5918429999999,2448.24256209,3300.8344050899996,1136.789124,1632.16170806,2768.95083206,1420.9864049999999,816.08085403,2237.06725903,3548.5206971199996,3016.63712409,2484.75355106,1952.8699780299999
23217,668.873562,847.501758,182,668.873562,4237.50879,4906.382352,1337.747124,3390.007032,4727.754156,2006.620686,2542.505274,4549.12596,2675.494248,1695.003516,4370.497764,3344.3678099999997,847.501758,4191.869568,4058.880594,3880.252398,3701.624202,3522.996006
135079,716.410164,721.08357019,183,716.410164,3605.4178509500002,4321.828014950001,1432.820328,2884.33428076,4317.15460876,2149.230492,2163.25071057,4312.48120257,2865.640656,1442.16714038,4307.807796380001,3582.05082,721.08357019,4303.13439019,3600.74444476,3596.0710385700004,3591.3976323800002,3586.72422619
8574,761.449142,901.522383,184,761.449142,4507.6119149999995,5269.061057,1522.898284,3606.089532,5128.987816,2284.3474260000003,2704.567149,4988.914575000001,3045.796568,1803.044766,4848.841334000001,3807.24571,901.522383,4708.768093000001,4367.538674,4227.465433,4087.3921920000003,3947.318951
4230,819.480691,820.87068403,185,819.480691,4104.35342015,4923.834111149999,1638.961382,3283.48273612,4922.44411812,2458.442073,2462.61205209,4921.0541250900005,3277.922764,1641.74136806,4919.66413206,4097.403455,820.87068403,4918.27413903,4102.96342712,4101.57343409,4100.18344106,4098.79344803
11181,836.483455,940.555947,186,836.483455,4702.779735,5539.26319,1672.96691,3762.223788,5435.190698,2509.450365,2821.667841,5331.118206,3345.93382,1881.111894,5227.045714,4182.417275,940.555947,5122.973222,4598.707243,4494.634751,4390.562259,4286.489767
1473,199.180967,836.483455,187,199.180967,4182.417275,4381.598242,398.361934,3345.93382,3744.295754,597.542901,2509.450365,3106.9932660000004,796.723868,1672.96691,2469.690778,995.904835,836.483455,1832.38829,3545.1147870000004,2907.812299,2270.509811,1633.207323
32854,911.539033,1009.254636,188,911.539033,5046.27318,5957.812213,1823.078066,4037.018544,5860.0966100000005,2734.617099,3027.763908,5762.381007,3646.156132,2018.509272,5664.665404,4557.695165,1009.254636,5566.949801,4948.557577,4850.841974,4753.126371,4655.410768
8101,761.449142,841.48959603,189,761.449142,4207.44798015,4968.8971221500005,1522.898284,3365.95838412,4888.85666812,2284.3474260000003,2524.46878809,4808.81621409,3045.796568,1682.97919206,4728.77576006,3807.24571,841.48959603,4648.73530603,4127.4075261200005,4047.36707209,3967.3266180600003,3887.2861640300002
8867,793.472878,919.286295,190,793.472878,4596.431475,5389.904353,1586.945756,3677.14518,5264.0909360000005,2380.418634,2757.858885,5138.277519,3173.891512,1838.57259,5012.464102,3967.36439,919.286295,4886.6506850000005,4470.618058,4344.804641000001,4218.991224,4093.177807
8500,761.449142,795.476168,191,761.449142,3977.3808400000003,4738.829982,1522.898284,3181.904672,4704.802956,2284.3474260000003,2386.428504,4670.77593,3045.796568,1590.952336,4636.748904,3807.24571,795.476168,4602.721878,3943.353814,3909.3267880000003,3875.2997620000006,3841.2727360000004
67276,284.197281,959.892295,192,284.197281,4799.461475,5083.658756,568.394562,3839.56918,4407.963742,852.5918429999999,2879.676885,3732.268728,1136.789124,1919.78459,3056.573714,1420.9864049999999,959.892295,2380.8786999999998,4123.766461,3448.071447,2772.376433,2096.681419
31402,867.90125503,869.89811603,193,867.90125503,4349.49058015,5217.39183518,1735.80251006,3479.59246412,5215.39497418,2603.70376509,2609.69434809,5213.39811318,3471.60502012,1739.79623206,5211.40125218,4339.50627515,869.89811603,5209.40439118,4347.49371915,4345.49685815,4343.49999715,4341.5031361500005
6006,730.589966,833.28403207,194,730.589966,4166.42016035,4897.01012635,1461.179932,3333.13612828,4794.31606028,2191.769898,2499.85209621,4691.62199421,2922.359864,1666.56806414,4588.9279281399995,3652.94983,833.28403207,4486.23386207,4063.72609428,3961.03202821,3858.33796214,3755.6438960699998
6278,730.589966,941.059473,195,730.589966,4705.297365,5435.887331,1461.179932,3764.237892,5225.417824,2191.769898,2823.178419,5014.948317,2922.359864,1882.118946,4804.4788100000005,3652.94983,941.059473,4594.009303,4494.827858000001,4284.358351,4073.888844,3863.4193370000003
64409,786.66208203,839.49340807,196,786.66208203,4197.46704035,4984.12912238,1573.32416406,3357.97363228,4931.29779634,2359.98624609,2518.48022421,4878.4664703,3146.64832812,1678.98681614,4825.63514426,3933.31041015,839.49340807,4772.80381822,4144.6357143099995,4091.80438827,4038.97306223,3986.14173619
29299,725.415372,873.30838507,197,725.415372,4366.54192535,5091.957297350001,1450.830744,3493.23354028,4944.06428428,2176.2461160000003,2619.92515521,4796.17127121,2901.661488,1746.61677014,4648.278258140001,3627.07686,873.30838507,4500.38524507,4218.64891228,4070.7558992100003,3922.8628861400002,3774.96987307
5871,730.589966,859.100363,198,730.589966,4295.501815,5026.091780999999,1461.179932,3436.401452,4897.581384,2191.769898,2577.301089,4769.070987,2922.359864,1718.200726,4640.56059,3652.94983,859.100363,4512.050193,4166.991418,4038.481021,3909.970624,3781.460227
8112,761.449142,781.957789,199,761.449142,3909.7889450000002,4671.238087000001,1522.898284,3127.831156,4650.72944,2284.3474260000003,2345.873367,4630.220793,3045.796568,1563.915578,4609.712146,3807.24571,781.957789,4589.203499,3889.280298,3868.771651,3848.2630040000004,3827.7543570000003
102691,657.1859,727.26472219,200,657.1859,3636.3236109500003,4293.50951095,1314.3718,2909.05888876,4223.43068876,1971.5576999999998,2181.79416657,4153.351866569999,2628.7436,1454.52944438,4083.27304438,3285.9294999999997,727.26472219,4013.19422219,3566.24478876,3496.16596657,3426.0871443799997,3356.00832219
111003,729.093661,907.28374829,201,729.093661,4536.418741449999,5265.512402449999,1458.187322,3629.13499316,5087.32231516,2187.280983,2721.85124487,4909.13222787,2916.374644,1814.56749658,4730.94214058,3645.468305,907.28374829,4552.75205329,4358.22865416,4180.03856687,4001.84847958,3823.65839229
92520,286.140129,957.224443,202,286.140129,4786.122214999999,5072.262344,572.280258,3828.897772,4401.17803,858.420387,2871.6733289999997,3730.093716,1144.560516,1914.448886,3059.0094019999997,1430.700645,957.224443,2387.925088,4115.037901,3443.953587,2772.869273,2101.784959
21179,842.08403403,878.503679,203,842.08403403,4392.518395,5234.60242903,1684.16806806,3514.014716,5198.18278406,2526.25210209,2635.511037,5161.763139090001,3368.33613612,1757.007358,5125.34349412,4210.42017015,878.503679,5088.92384915,4356.09875003,4319.67910506,4283.25946009,4246.83981512
20847,683.068037,1010.92657839,204,683.068037,5054.63289195,5737.70092895,1366.136074,4043.70631356,5409.84238756,2049.204111,3032.77973517,5081.98384617,2732.272148,2021.85315678,4754.12530478,3415.340185,1010.92657839,4426.26676339,4726.77435056,4398.91580917,4071.05726778,3743.19872639
12473,733.177995,973.224866,205,733.177995,4866.124330000001,5599.302325000001,1466.35599,3892.899464,5359.255454,2199.533985,2919.674598,5119.208583,2932.71198,1946.449732,4879.161712,3665.889975,973.224866,4639.1148410000005,4626.077459,4386.030588,4145.983717,3905.936846
135871,870.10566007,920.569307,206,870.10566007,4602.846535,5472.95219507,1740.21132014,3682.277228,5422.48854814,2610.31698021,2761.707921,5372.02490121,3480.42264028,1841.138614,5321.56125428,4350.52830035,920.569307,5271.09760735,4552.38288807,4501.91924114,4451.45559421,4400.99194728
167185,734.42635,930.032178,207,734.42635,4650.16089,5384.58724,1468.8527,3720.128712,5188.981412,2203.27905,2790.0965340000002,4993.375584,2937.7054,1860.064356,4797.769756,3672.1317499999996,930.032178,4602.163928,4454.555062,4258.949234,4063.343406,3867.7375779999998
11796,711.742474,872.515613,208,711.742474,4362.578065,5074.320538999999,1423.484948,3490.062452,4913.5474,2135.227422,2617.546839,4752.7742610000005,2846.969896,1745.031226,4592.001122,3558.71237,872.515613,4431.227983000001,4201.804926,4041.031787,3880.258648,3719.485509
315,853.890627,965.886954,209,853.890627,4829.43477,5683.325397,1707.781254,3863.547816,5571.32907,2561.671881,2897.6608619999997,5459.332743,3415.562508,1931.773908,5347.336416,4269.453135,965.886954,5235.340088999999,4717.438443,4605.442116,4493.445789,4381.449462
1822,199.180967,838.08745739,210,199.180967,4190.43728695,4389.6182539500005,398.361934,3352.34982956,3750.7117635600002,597.542901,2514.26237217,3111.80527317,796.723868,1676.17491478,2472.89878278,995.904835,838.08745739,1833.99229239,3551.5307965600005,2912.62430617,2273.71781578,1634.81132539
84176,661.367536,858.01303,211,661.367536,4290.065149999999,4951.432685999999,1322.735072,3432.05212,4754.787192,1984.102608,2574.0390899999998,4558.141697999999,2645.470144,1716.02606,4361.496204,3306.8376799999996,858.01303,4164.85071,4093.419656,3896.7741619999997,3700.128668,3503.483174
6134,730.589966,734.26926319,212,730.589966,3671.3463159499997,4401.93628195,1461.179932,2937.07705276,4398.25698476,2191.769898,2202.80778957,4394.577687569999,2922.359864,1468.53852638,4390.89839038,3652.94983,734.26926319,4387.21909319,3667.66701876,3663.98772157,3660.30842438,3656.62912719
23144,668.873562,691.411725,213,668.873562,3457.058625,4125.932187,1337.747124,2765.6469,4103.394024,2006.620686,2074.2351750000003,4080.855861,2675.494248,1382.82345,4058.317698,3344.3678099999997,691.411725,4035.7795349999997,3434.5204620000004,3411.9822990000002,3389.444136,3366.905973
29307,725.415372,971.56572739,214,725.415372,4857.82863695,5583.2440089500005,1450.830744,3886.26290956,5337.09365356,2176.2461160000003,2914.69718217,5090.94329817,2901.661488,1943.13145478,4844.79294278,3627.07686,971.56572739,4598.64258739,4611.67828156,4365.52792617,4119.3775707800005,3873.2272153900003
22860,668.873562,864.30703403,215,668.873562,4321.535170149999,4990.408732149999,1337.747124,3457.22813612,4794.97526012,2006.620686,2592.9211020899997,4599.5417880899995,2675.494248,1728.61406806,4404.10831606,3344.3678099999997,864.30703403,4208.67484403,4126.10169812,3930.6682260899997,3735.23475406,3539.80128203
22771,668.873562,864.10641803,216,668.873562,4320.53209015,4989.40565215,1337.747124,3456.42567212,4794.1727961199995,2006.620686,2592.31925409,4598.93994009,2675.494248,1728.21283606,4403.70708406,3344.3678099999997,864.10641803,4208.47422803,4125.29923412,3930.06637809,3734.83352206,3539.60066603
8742,761.449142,978.569889,217,761.449142,4892.849445,5654.298587,1522.898284,3914.279556,5437.17784,2284.3474260000003,2935.709667,5220.057093,3045.796568,1957.139778,5002.936346,3807.24571,978.569889,4785.8155990000005,4675.728698,4458.607951,4241.487204,4024.366457
8482,761.449142,978.23543739,218,761.449142,4891.17718695,5652.62632895,1522.898284,3912.94174956,5435.84003356,2284.3474260000003,2934.7063121700003,5219.0537381700005,3045.796568,1956.47087478,5002.26744278,3807.24571,978.23543739,4785.48114739,4674.3908915600005,4457.60459617,4240.81830078,4024.0320053900004
62261,708.73942039,867.706268,219,708.73942039,4338.5313400000005,5047.270760390001,1417.47884078,3470.825072,4888.30391278,2126.21826117,2603.118804,4729.337065170001,2834.95768156,1735.412536,4570.37021756,3543.6971019499997,867.706268,4411.40336995,4179.56449239,4020.5976447800003,3861.63079717,3702.6639495599998
4761,873.10318503,923.511397,220,873.10318503,4617.556985,5490.66017003,1746.20637006,3694.045588,5440.25195806,2619.30955509,2770.5341909999997,5389.8437460899995,3492.41274012,1847.022794,5339.43553412,4365.51592515,923.511397,5289.02732215,4567.14877303,4516.74056106,4466.33234909,4415.92413712
67300,284.197281,650.381187,221,284.197281,3251.9059349999998,3536.1032159999995,568.394562,2601.524748,3169.9193099999998,852.5918429999999,1951.1435609999999,2803.735404,1136.789124,1300.762374,2437.551498,1420.9864049999999,650.381187,2071.3675919999996,2885.7220289999996,2519.538123,2153.354217,1787.1703109999999
53823,760.653295,856.256013,222,760.653295,4281.280065,5041.93336,1521.30659,3425.024052,4946.330642,2281.9598849999998,2568.768039,4850.727924,3042.61318,1712.512026,4755.125206,3803.266475,856.256013,4659.522488,4185.677347,4090.0746289999997,3994.4719109999996,3898.869193
51887,703.813394,718.921486,223,703.813394,3594.60743,4298.420824,1407.626788,2875.685944,4283.312732,2111.4401820000003,2156.7644579999996,4268.20464,2815.253576,1437.842972,4253.0965479999995,3519.06697,718.921486,4237.988456,3579.4993379999996,3564.3912459999997,3549.283154,3534.1750620000003
43892,612.331033,729.093661,224,612.331033,3645.468305,4257.799338,1224.662066,2916.374644,4141.03671,1836.9930990000003,2187.280983,4024.2740820000004,2449.324132,1458.187322,3907.5114540000004,3061.655165,729.093661,3790.748826,3528.705677,3411.9430490000004,3295.180421,3178.417793
50510,845.29642903,1010.91908439,225,845.29642903,5054.59542195,5899.89185098,1690.59285806,4043.67633756,5734.26919562,2535.88928709,3032.75725317,5568.64654026,3381.18571612,2021.83816878,5403.0238849,4226.48214515,1010.91908439,5237.40122954,4888.97276659,4723.35011123,4557.72745587,4392.10480051
29271,725.415372,757.192698,226,725.415372,3785.9634899999996,4511.378862,1450.830744,3028.770792,4479.601536,2176.2461160000003,2271.578094,4447.824210000001,2901.661488,1514.385396,4416.046884,3627.07686,757.192698,4384.269558,3754.1861639999997,3722.4088380000003,3690.631512,3658.854186
10239,978.900162,1016.594461,227,978.900162,5082.972305,6061.872467,1957.800324,4066.377844,6024.178168,2936.700486,3049.783383,5986.483869,3915.600648,2033.188922,5948.78957,4894.5008100000005,1016.594461,5911.095271,5045.2780060000005,5007.583707,4969.889408,4932.195109
11727,711.742474,864.89911003,228,711.742474,4324.49555015,5036.23802415,1423.484948,3459.59644012,4883.08138812,2135.227422,2594.69733009,4729.92475209,2846.969896,1729.79822006,4576.7681160600005,3558.71237,864.89911003,4423.61148003,4171.33891412,4018.18227809,3865.02564206,3711.86900603
11745,711.742474,864.49924203,229,711.742474,4322.4962101500005,5034.23868415,1423.484948,3457.99696812,4881.48191612,2135.227422,2593.49772609,4728.7251480899995,2846.969896,1728.99848406,4575.96838006,3558.71237,864.49924203,4423.21161203,4169.73944212,4016.98267409,3864.22590606,3711.46913803
28018,878.503679,1004.33336229,230,878.503679,5021.66681145,5900.17049045,1757.007358,4017.33344916,5774.34080716,2635.511037,3013.00008687,5648.51112387,3514.014716,2008.66672458,5522.68144058,4392.518395,1004.33336229,5396.85175729,4895.83712816,4770.00744487,4644.17776158,4518.348078290001
67646,284.197281,1149.990444,231,284.197281,5749.95222,6034.149501,568.394562,4599.961776,5168.356338,852.5918429999999,3449.971332,4302.563175,1136.789124,2299.980888,3436.770012,1420.9864049999999,1149.990444,2570.9768489999997,4884.159057,4018.365894,3152.572731,2286.779568
12877,733.177995,823.15753939,232,733.177995,4115.78769695,4848.96569195,1466.35599,3292.63015756,4758.98614756,2199.533985,2469.47261817,4669.00660317,2932.71198,1646.31507878,4579.0270587800005,3665.889975,823.15753939,4489.04751439,4025.80815256,3935.82860817,3845.84906378,3755.8695193900003
6066,730.589966,848.09191303,233,730.589966,4240.45956515,4971.04953115,1461.179932,3392.36765212,4853.5475841200005,2191.769898,2544.27573909,4736.04563709,2922.359864,1696.18382606,4618.54369006,3652.94983,848.09191303,4501.04174303,4122.95761812,4005.45567109,3887.9537240600002,3770.45177703
6011,730.589966,847.69070007,234,730.589966,4238.4535003500005,4969.04346635,1461.179932,3390.76280028,4851.94273228,2191.769898,2543.07210021,4734.84199821,2922.359864,1695.38140014,4617.741264140001,3652.94983,847.69070007,4500.64053007,4121.352766280001,4004.25203221,3887.15129814,3770.0505640700003
47768,839.48187307,1016.93555339,235,839.48187307,5084.67776695,5924.15964002,1678.96374614,4067.74221356,5746.7059597,2518.44561921,3050.80666017,5569.25227938,3357.92749228,2033.87110678,5391.79859906,4197.40936535,1016.93555339,5214.34491874,4907.22408663,4729.77040631,4552.31672599,4374.86304567
1788,199.180967,1000.922657,236,199.180967,5004.613284999999,5203.794252,398.361934,4003.690628,4402.052562,597.542901,3002.7679709999998,3600.310872,796.723868,2001.845314,2798.569182,995.904835,1000.922657,1996.827492,4202.871595,3401.129905,2599.388215,1797.646525
4160,819.480691,1336.739305,237,819.480691,6683.696525,7503.177216,1638.961382,5346.95722,6985.918602,2458.442073,4010.217915,6468.659988,3277.922764,2673.47861,5951.401374,4097.403455,1336.739305,5434.14276,6166.437911,5649.179297000001,5131.920683,4614.662069
5473,666.376407,803.975982,238,666.376407,4019.87991,4686.256317,1332.752814,3215.903928,4548.656742,1999.129221,2411.9279460000002,4411.057167,2665.505628,1607.951964,4273.457592,3331.8820349999996,803.975982,4135.858017,3882.2803350000004,3744.68076,3607.081185,3469.48161
12571,733.177995,810.67496503,239,733.177995,4053.3748251499997,4786.55282015,1466.35599,3242.69986012,4709.055850119999,2199.533985,2432.02489509,4631.5588800900005,2932.71198,1621.34993006,4554.06191006,3665.889975,810.67496503,4476.56494003,3975.87785512,3898.38088509,3820.8839150599997,3743.38694503
68740,399.22454,721.08357019,240,399.22454,3605.4178509500002,4004.6423909500004,798.44908,2884.33428076,3682.78336076,1197.67362,2163.25071057,3360.92433057,1596.89816,1442.16714038,3039.06530038,1996.1227,721.08357019,2717.20627019,3283.5588207600003,2961.69979057,2639.84076038,2317.9817301900002
111712,240.13453,772.95242,241,240.13453,3864.7621,4104.89663,480.26906,3091.80968,3572.07874,720.40359,2318.8572599999998,3039.2608499999997,960.53812,1545.90484,2506.44296,1200.67265,772.95242,1973.62507,3331.9442099999997,2799.12632,2266.30843,1733.49054
78122,732.255109,919.286295,242,732.255109,4596.431475,5328.686584,1464.510218,3677.14518,5141.655398,2196.765327,2757.858885,4954.624212000001,2929.020436,1838.57259,4767.593026,3661.2755449999995,919.286295,4580.561839999999,4409.400289,4222.369103,4035.337917,3848.3067309999997
24666,1016.594461,1032.33865929,243,1016.594461,5161.693296449999,6178.287757449999,2033.188922,4129.35463716,6162.54355916,3049.783383,3097.01597787,6146.79936087,4066.377844,2064.67731858,6131.05516258,5082.972305,1032.33865929,6115.31096429,5145.949098159999,5130.20489987,5114.460701579999,5098.71650329
5501,666.376407,997.33454029,244,666.376407,4986.672701449999,5653.049108449999,1332.752814,3989.33816116,5322.090975159999,1999.129221,2992.00362087,4991.1328418699995,2665.505628,1994.66908058,4660.17470858,3331.8820349999996,997.33454029,4329.21657529,4655.7145681599995,4324.75643487,3993.79830158,3662.84016829
6063,730.589966,739.60126819,245,730.589966,3698.0063409500003,4428.59630695,1461.179932,2958.40507276,4419.58500476,2191.769898,2218.80380457,4410.57370257,2922.359864,1479.20253638,4401.56240038,3652.94983,739.60126819,4392.55109819,3688.99503876,3679.98373657,3670.97243438,3661.96113219
16118,832.882309,973.224866,246,832.882309,4866.124330000001,5699.006639,1665.764618,3892.899464,5558.664082,2498.646927,2919.674598,5418.321524999999,3331.529236,1946.449732,5277.978967999999,4164.411545,973.224866,5137.6364109999995,4725.781773,4585.439216,4445.096659,4304.754102
1627,199.180967,897.858176,247,199.180967,4489.29088,4688.471847,398.361934,3591.432704,3989.794638,597.542901,2693.574528,3291.117429,796.723868,1795.716352,2592.44022,995.904835,897.858176,1893.763011,3790.613671,3091.936462,2393.259253,1694.582044
64032,838.88494607,1032.33865929,248,838.88494607,5161.693296449999,6000.57824252,1677.76989214,4129.35463716,5807.124529299999,2516.65483821,3097.01597787,5613.67081608,3355.53978428,2064.67731858,5420.21710286,4194.42473035,1032.33865929,5226.763389639999,4968.23958323,4774.78587001,4581.33215679,4387.87844357
125268,838.88665203,1032.33865929,249,838.88665203,5161.693296449999,6000.579948479999,1677.77330406,4129.35463716,5807.12794122,2516.6599560900004,3097.01597787,5613.67593396,3355.54660812,2064.67731858,5420.2239267,4194.43326015,1032.33865929,5226.77191944,4968.241289189999,4774.78928193,4581.337274670001,4387.88526741
14043,816.07608403,833.68080503,250,816.07608403,4168.40402515,4984.48010918,1632.15216806,3334.72322012,4966.87538818,2448.22825209,2501.04241509,4949.27066718,3264.30433612,1667.36161006,4931.66594618,4080.3804201499997,833.68080503,4914.061225179999,4150.799304149999,4133.19458315,4115.58986215,4097.985141149999
81035,757.192698,939.037334,251,757.192698,4695.18667,5452.379368,1514.385396,3756.149336,5270.534732,2271.578094,2817.112002,5088.690096,3028.770792,1878.074668,4906.84546,3785.9634899999996,939.037334,4725.000824,4513.342034,4331.4973979999995,4149.652762,3967.808126
12710,733.177995,771.713594,252,733.177995,3858.5679699999996,4591.745965,1466.35599,3086.854376,4553.210365999999,2199.533985,2315.140782,4514.674767,2932.71198,1543.427188,4476.139168,3665.889975,771.713594,4437.603569,3820.032371,3781.496772,3742.9611729999997,3704.425574
37870,845.48566607,993.57899129,253,845.48566607,4967.89495645,5813.38062252,1690.97133214,3974.31596516,5665.287297299999,2536.45699821,2980.73697387,5517.19397208,3381.94266428,1987.15798258,5369.10064686,4227.42833035,993.57899129,5221.00732164,4819.80163123,4671.708306009999,4523.61498079,4375.52165557
1155,876.507033,978.253818,254,876.507033,4891.26909,5767.776123,1753.014066,3913.015272,5666.029338,2629.521099,2934.761454,5564.282553,3506.028132,1956.507636,5462.535768,4382.535165,978.253818,5360.788983,4789.522305,4687.77552,4586.028735,4484.28195
7410,227.175949,659.868126,255,227.175949,3299.3406299999997,3526.5165789999996,454.351898,2639.472504,3093.8244019999997,681.5278470000001,1979.604378,2661.1322250000003,908.703796,1319.736252,2228.440048,1135.879745,659.868126,1795.747871,2866.648453,2433.956276,2001.264099,1568.571922
9079,793.472878,813.27735403,256,793.472878,4066.38677015,4859.85964815,1586.945756,3253.10941612,4840.05517212,2380.418634,2439.83206209,4820.25069609,3173.891512,1626.55470806,4800.44622006,3967.36439,813.27735403,4780.64174403,4046.58229412,4026.77781809,4006.97334206,3987.16886603
1103,876.507033,944.052326,257,876.507033,4720.26163,5596.768663,1753.014066,3776.209304,5529.22337,2629.521099,2832.156978,5461.6780770000005,3506.028132,1888.104652,5394.132783999999,4382.535165,944.052326,5326.587491,4652.716337,4585.171044,4517.625751,4450.080458
143117,781.46645103,844.68717303,258,781.46645103,4223.435865150001,5004.9023161800005,1562.93290206,3378.74869212,4941.6815941800005,2344.39935309,2534.0615190900003,4878.4608721800005,3125.86580412,1689.37434606,4815.2401501800005,3907.33225515,844.68717303,4752.01942818,4160.215143150001,4096.994421150001,4033.7736991500005,3970.55297715
8076,761.449142,786.86255103,259,761.449142,3934.3127551499997,4695.76189715,1522.898284,3147.45020412,4670.34848812,2284.3474260000003,2360.58765309,4644.935079090001,3045.796568,1573.72510206,4619.52167006,3807.24571,786.86255103,4594.10826103,3908.89934612,3883.4859370900003,3858.07252806,3832.65911903
30934,857.757184,1004.33336229,260,857.757184,5021.66681145,5879.42399545,1715.514368,4017.33344916,5732.84781716,2573.271552,3013.00008687,5586.27163887,3431.028736,2008.66672458,5439.69546058,4288.78592,1004.33336229,5293.11928229,4875.09063316,4728.51445487,4581.93827658,4435.36209829
74653,652.362135,888.273258,261,652.362135,4441.36629,5093.728425,1304.72427,3553.093032,4857.817302,1957.086405,2664.819774,4621.906179,2609.44854,1776.546516,4385.995056,3261.8106749999997,888.273258,4150.083933,4205.455167,3969.544044,3733.6329210000004,3497.721798
23323,668.873562,733.43624203,262,668.873562,3667.18121015,4336.05477215,1337.747124,2933.74496812,4271.49209212,2006.620686,2200.30872609,4206.92941209,2675.494248,1466.87248406,4142.36673206,3344.3678099999997,733.43624203,4077.8040520299996,3602.6185301200003,3538.05585009,3473.49317006,3408.93049003
94938,688.363587,867.90824803,263,688.363587,4339.54124015,5027.90482715,1376.727174,3471.63299212,4848.36016612,2065.0907610000004,2603.72474409,4668.81550509,2753.454348,1735.81649606,4489.27084406,3441.817935,867.90824803,4309.72618303,4159.99657912,3980.45191809,3800.90725706,3621.36259603
53,853.890627,1014.930057,264,853.890627,5074.650285,5928.5409119999995,1707.781254,4059.720228,5767.501482,2561.671881,3044.790171,5606.462052000001,3415.562508,2029.860114,5445.422622,4269.453135,1014.930057,5284.383191999999,4913.610855,4752.571425,4591.531995,4430.4925650000005
69617,869.49967403,1079.602103,265,869.49967403,5398.010515,6267.51018903,1738.99934806,4318.408412,6057.407760059999,2608.49902209,3238.8063089999996,5847.3053310899995,3477.99869612,2159.204206,5637.20290212,4347.4983701500005,1079.602103,5427.100473150001,5187.90808603,4977.80565706,4767.70322809,4557.60079912
28317,878.503679,1024.09938429,266,878.503679,5120.49692145,5999.00060045,1757.007358,4096.39753716,5853.40489516,2635.511037,3072.29815287,5707.80918987,3514.014716,2048.19876858,5562.21348458,4392.518395,1024.09938429,5416.61777929,4974.90121616,4829.30551087,4683.70980558,4538.11410029
86940,919.286295,1057.627397,267,919.286295,5288.136985,6207.42328,1838.57259,4230.509588,6069.082178,2757.858885,3172.8821909999997,5930.741076,3677.14518,2115.254794,5792.399974,4596.431475,1057.627397,5654.0588720000005,5149.795883,5011.4547809999995,4873.113679,4734.772577
81100,757.192698,875.09997903,268,757.192698,4375.49989515,5132.69259315,1514.385396,3500.39991612,5014.78531212,2271.578094,2625.2999370899997,4896.87803109,3028.770792,1750.19995806,4778.97075006,3785.9634899999996,875.09997903,4661.063469029999,4257.59261412,4139.685333089999,4021.77805206,3903.8707710299996
50166,821.47613,847.09442003,269,821.47613,4235.47210015,5056.94823015,1642.95226,3388.37768012,5031.32994012,2464.42839,2541.28326009,5005.71165009,3285.90452,1694.18884006,4980.09336006,4107.38065,847.09442003,4954.47507003,4209.85381012,4184.23552009,4158.61723006,4132.99894003
95666,728.921099,835.67658903,270,728.921099,4178.38294515,4907.30404415,1457.842198,3342.70635612,4800.54855412,2186.763297,2507.02976709,4693.7930640899995,2915.684396,1671.35317806,4587.03757406,3644.6054950000002,835.67658903,4480.28208403,4071.62745512,3964.8719650900002,3858.11647506,3751.36098503
22641,668.873562,857.757184,271,668.873562,4288.78592,4957.659482,1337.747124,3431.028736,4768.77586,2006.620686,2573.271552,4579.892238,2675.494248,1715.514368,4391.008616,3344.3678099999997,857.757184,4202.124994,4099.902298,3911.018676,3722.1350540000003,3533.251432
22886,668.873562,868.508864,272,668.873562,4342.54432,5011.417882,1337.747124,3474.035456,4811.78258,2006.620686,2605.526592,4612.147278,2675.494248,1737.017728,4412.511976,3344.3678099999997,868.508864,4212.876674,4142.909018,3943.273716,3743.638414,3544.003112
75287,821.230605,1051.954204,273,821.230605,5259.771019999999,6081.001624999999,1642.46121,4207.816816,5850.278026,2463.691815,3155.862612,5619.554427,3284.92242,2103.908408,5388.830828,4106.153025,1051.954204,5158.107228999999,5029.047420999999,4798.323822,4567.6002229999995,4336.8766239999995
15387,845.28424703,860.163799,274,845.28424703,4300.8189950000005,5146.103242030001,1690.56849406,3440.655196,5131.22369006,2535.8527410899997,2580.4913970000002,5116.34413809,3381.13698812,1720.327598,5101.46458612,4226.42123515,860.163799,5086.58503415,4285.93944303,4271.05989106,4256.1803390899995,4241.30078712
35070,845.08499403,860.163799,275,845.08499403,4300.8189950000005,5145.903989030001,1690.16998806,3440.655196,5130.8251840600005,2535.25498209,2580.4913970000002,5115.74637909,3380.33997612,1720.327598,5100.66757412,4225.424970149999,860.163799,5085.588769149999,4285.74019003,4270.661385060001,4255.58258009,4240.50377512
