m/z A	m/z B	Covariance	Partial Cov.	Score	Ranking	intensity A	intensity B
732.4071	978.4691	507670.15	476776.48	67.290958	2862	928.948792	2100.085938
415.1839	521.2977	506335.36	470297.96	67.277277	2863	1903.160034	967.337646
521.2977	415.1839	506335.36	470297.96	67.277277	2863	967.337646	1903.160034
625.8395	495.7791	546669.55	535101.41	67.227143	2864	833.089783	969.635925
495.7791	625.8395	546669.55	535101.41	67.227143	2864	969.635925	833.089783
646.3727	503.2684	737875.96	698176.28	67.183658	2865	1163.371216	2131.407715
503.2684	646.3727	737875.96	698176.28	67.183658	2865	2131.407715	1163.371216
429.1995	814.482	3363551.2	2012702.2	67.169753	2866	3445.552979	21098.802734
814.482	429.1995	3363551.2	2012702.2	67.169753	2866	21098.802734	3445.552979
401.2045	183.1134	832087.89	637426.92	67.135738	2867	1218.325195	6728.792969
183.1134	401.2045	832087.89	637426.92	67.135738	2867	6728.792969	1218.325195
503.2684	398.2324	586652.72	575373.55	67.090522	2868	2131.407715	941.856201
398.2324	503.2684	586652.72	575373.55	67.090522	2868	941.856201	2131.407715
680.8728	680.8728	1696466.2	1246082.8	67.018802	2869	11494.71582	969.298584
680.8728	680.8728	1696466.2	1246082.8	67.018802	2869	969.298584	11494.71582
661.3574	645.8503	967409.44	805097.02	66.976273	2870	2368.92749	1911.971924
645.8503	661.3574	967409.44	805097.02	66.976273	2870	1911.971924	2368.92749
745.3944	521.2977	4767104.6	3278521.3	66.974912	2871	32134.046875	1409.590698
521.2977	745.3944	4767104.6	3278521.3	66.974912	2871	1409.590698	32134.046875
510.2578	156.1024	247129.12	216355.68	66.961956	2872	931.226563	968.253174
156.1024	510.2578	247129.12	216355.68	66.961956	2872	968.253174	931.226563
1079.6018	230.1225	1452569.8	975544.26	66.950137	2873	1535.534546	17446.246094
230.1225	1079.6018	1452569.8	975544.26	66.950137	2873	17446.246094	1535.534546
599.3058	717.9045	424863.49	394044.46	66.928963	2874	2404.958496	833.118896
717.9045	599.3058	424863.49	394044.46	66.928963	2874	833.118896	2404.958496
415.1839	645.8503	682297.13	598647.6	66.920306	2875	1903.160034	1344.75354
645.8503	415.1839	682297.13	598647.6	66.920306	2875	1344.75354	1903.160034
660.3871	622.2969	380446.33	346482.22	66.908871	2876	781.393311	1524.513184
622.2969	660.3871	380446.33	346482.22	66.908871	2876	1524.513184	781.393311
397.1966	645.8503	1236112.2	1070473.8	66.891689	2877	2682.680664	1911.971924
645.8503	397.1966	1236112.2	1070473.8	66.891689	2877	1911.971924	2682.680664
689.8778	754.3995	13439287.0	5864197.3	66.853374	2878	996.609253	215703.6875
754.3995	689.8778	13439287.0	5864197.3	66.853374	2878	215703.6875	996.609253
401.2886	156.1024	745670.09	557367.02	66.808932	2879	7515.183105	968.253174
156.1024	401.2886	745670.09	557367.02	66.808932	2879	968.253174	7515.183105
187.072	521.2977	349271.07	334426.8	66.796399	2880	973.5578	967.337646
521.2977	187.072	349271.07	334426.8	66.796399	2880	967.337646	973.5578
554.2588	668.3616	846335.03	739803.16	66.794826	2881	2905.465332	991.785767
668.3616	554.2588	846335.03	739803.16	66.794826	2881	991.785767	2905.465332
230.1225	660.3871	1699130.7	1226193.7	66.73071	2882	17446.246094	823.527344
660.3871	230.1225	1699130.7	1226193.7	66.73071	2882	823.527344	17446.246094
528.2686	521.2977	863770.44	766842.84	66.611648	2883	5624.222656	967.337646
521.2977	528.2686	863770.44	766842.84	66.611648	2883	967.337646	5624.222656
1091.5547	521.2977	562019.31	531539.76	66.514198	2884	1144.434814	1409.590698
521.2977	1091.5547	562019.31	531539.76	66.514198	2884	1409.590698	1144.434814
503.2684	603.7931	1035534.8	952988.5	66.434547	2885	2131.407715	1081.730591
603.7931	503.2684	1035534.8	952988.5	66.434547	2885	1081.730591	2131.407715
680.8728	596.8456	15021522.0	6496737.4	66.380935	2886	5308.11084	61967.726563
596.8456	680.8728	15021522.0	6496737.4	66.380935	2886	61967.726563	5308.11084
1204.639	629.4008	457313.0	432182.77	66.376874	2887	2382.019531	1328.932983
629.4008	1204.639	457313.0	432182.77	66.376874	2887	1328.932983	2382.019531
587.8402	500.3575	336340.09	316147.93	66.371867	2888	884.334595	1174.901367
500.3575	587.8402	336340.09	316147.93	66.371867	2888	1174.901367	884.334595
521.2977	554.2588	589916.38	557989.63	66.354507	2889	1409.590698	1102.149048
554.2588	521.2977	589916.38	557989.63	66.354507	2889	1102.149048	1409.590698
689.8778	745.3944	1091694.3	971308.65	66.344566	2890	996.609253	4973.362305
745.3944	689.8778	1091694.3	971308.65	66.344566	2890	4973.362305	996.609253
401.2886	625.8395	242959.69	235344.35	66.313792	2891	877.062744	833.089783
625.8395	401.2886	242959.69	235344.35	66.313792	2891	833.089783	877.062744
482.2628	229.119	178589.38	159569.54	66.310499	2892	798.843811	1066.077148
229.119	482.2628	178589.38	159569.54	66.310499	2892	1066.077148	798.843811
721.8903	1107.5126	456111.65	429063.62	66.254529	2893	1515.22876	1140.27771
1107.5126	721.8903	456111.65	429063.62	66.254529	2893	1140.27771	1515.22876
565.2752	229.119	49536272.0	8401622.3	66.243666	2894	7124.077148	306551.5625
229.119	565.2752	49536272.0	8401622.3	66.243666	2894	306551.5625	7124.077148
489.7371	951.5419	501420.69	432730.18	66.203057	2895	1868.962158	1306.884277
951.5419	489.7371	501420.69	432730.18	66.203057	2895	1306.884277	1868.962158
1008.5639	625.8395	982980.56	881954.69	66.16345	2896	9142.976563	833.089783
625.8395	1008.5639	982980.56	881954.69	66.16345	2896	833.089783	9142.976563
1008.5639	504.7846	1354902.7	1120249.0	66.116544	2897	9142.976563	1582.523926
504.7846	1008.5639	1354902.7	1120249.0	66.116544	2897	1582.523926	9142.976563
725.8786	497.2648	490029.44	460631.4	66.099576	2898	785.285339	1049.352905
497.2648	725.8786	490029.44	460631.4	66.099576	2898	1049.352905	785.285339
745.3944	732.4071	587032.37	554544.68	66.073624	2899	1539.687988	890.276367
732.4071	745.3944	587032.37	554544.68	66.073624	2899	890.276367	1539.687988
660.3871	554.2588	799999.54	781046.28	65.97387	2900	823.527344	1102.149048
554.2588	660.3871	799999.54	781046.28	65.97387	2900	1102.149048	823.527344
528.2686	486.2212	528250.13	439159.94	65.964164	2901	5624.222656	888.852783
486.2212	528.2686	528250.13	439159.94	65.964164	2901	888.852783	5624.222656
746.3077	1079.6018	439766.61	406854.96	65.955473	2902	1188.781494	1535.534546
1079.6018	746.3077	439766.61	406854.96	65.955473	2902	1535.534546	1188.781494
528.2686	625.8395	670367.58	605141.95	65.845009	2903	5624.222656	833.089783
625.8395	528.2686	670367.58	605141.95	65.845009	2903	833.089783	5624.222656
521.2977	536.2914	5894936.0	5227247.7	65.842083	2904	1409.590698	72371.992188
536.2914	521.2977	5894936.0	5227247.7	65.842083	2904	72371.992188	1409.590698
531.2979	530.2879	465996.3	442606.3	65.826453	2905	750.020203	1203.4729
530.2879	531.2979	465996.3	442606.3	65.826453	2905	1203.4729	750.020203
645.8503	645.8503	919319.5	778772.73	65.825968	2906	997.601074	2200.010986
645.8503	645.8503	919319.5	778772.73	65.825968	2906	2200.010986	997.601074
645.8503	661.3574	1165901.7	872637.07	65.791607	2907	2200.010986	2368.92749
661.3574	645.8503	1165901.7	872637.07	65.791607	2907	2368.92749	2200.010986
476.2737	425.7076	1240841.0	1160641.2	65.74543	2908	11899.140625	750.10376
425.7076	476.2737	1240841.0	1160641.2	65.74543	2908	750.10376	11899.140625
272.1614	680.8728	643142.95	536115.51	65.707019	2909	948.329224	5308.11084
680.8728	272.1614	643142.95	536115.51	65.707019	2909	5308.11084	948.329224
668.3616	645.8503	787673.43	735327.97	65.696191	2910	991.785767	1344.75354
645.8503	668.3616	787673.43	735327.97	65.696191	2910	1344.75354	991.785767
397.1966	654.3592	2550811.4	1811316.6	65.668583	2911	2682.680664	9481.617188
654.3592	397.1966	2550811.4	1811316.6	65.668583	2911	9481.617188	2682.680664
530.2879	629.4008	768185.06	623869.27	65.648379	2912	3393.131836	1328.932983
629.4008	530.2879	768185.06	623869.27	65.648379	2912	1328.932983	3393.131836
675.3659	425.7076	498296.63	486853.27	65.645336	2913	1951.312866	750.10376
425.7076	675.3659	498296.63	486853.27	65.645336	2913	750.10376	1951.312866
536.1826	668.3616	1275964.9	1212584.3	65.588382	2914	910.510803	3194.272949
668.3616	536.1826	1275964.9	1212584.3	65.588382	2914	3194.272949	910.510803
494.2378	625.8395	261948.25	260408.52	65.573505	2915	1018.789063	833.089783
625.8395	494.2378	261948.25	260408.52	65.573505	2915	833.089783	1018.789063
1008.5639	201.0877	730229.29	586468.37	65.481359	2916	9142.976563	1032.938354
201.0877	1008.5639	730229.29	586468.37	65.481359	2916	1032.938354	9142.976563
745.3944	504.7846	12998393.0	6895229.9	65.468616	2917	32134.046875	10414.665039
504.7846	745.3944	12998393.0	6895229.9	65.468616	2917	10414.665039	32134.046875
530.2879	503.2684	1099125.2	1083542.4	65.467728	2918	1203.4729	1137.894775
503.2684	530.2879	1099125.2	1083542.4	65.467728	2918	1137.894775	1203.4729
428.2156	397.1732	287492.16	268396.6	65.444848	2919	1113.214722	1189.528931
397.1732	428.2156	287492.16	268396.6	65.444848	2919	1189.528931	1113.214722
476.2737	401.2045	782984.84	654215.13	65.443037	2920	3789.731445	1218.325195
401.2045	476.2737	782984.84	654215.13	65.443037	2920	1218.325195	3789.731445
754.3995	668.3616	2518650.2	1743386.3	65.418615	2921	24706.525391	991.785767
668.3616	754.3995	2518650.2	1743386.3	65.418615	2921	991.785767	24706.525391
429.1995	587.8402	548721.64	503199.33	65.41656	2922	3445.552979	884.334595
587.8402	429.1995	548721.64	503199.33	65.41656	2922	884.334595	3445.552979
732.4071	530.2879	1026024.4	857585.78	65.404983	2923	890.276367	3393.131836
530.2879	732.4071	1026024.4	857585.78	65.404983	2923	3393.131836	890.276367
587.8402	521.2977	688677.97	632394.83	65.402476	2924	1140.753296	1409.590698
521.2977	587.8402	688677.97	632394.83	65.402476	2924	1409.590698	1140.753296
745.3944	622.2969	3157185.2	2053254.1	65.395339	2925	32134.046875	1524.513184
622.2969	745.3944	3157185.2	2053254.1	65.395339	2925	1524.513184	32134.046875
230.1225	754.3995	1660439.8	977460.43	65.381824	2926	17446.246094	902.466309
754.3995	230.1225	1660439.8	977460.43	65.381824	2926	902.466309	17446.246094
757.4601	300.1564	1617673.5	1133395.4	65.375919	2927	906.667358	33528.605469
300.1564	757.4601	1617673.5	1133395.4	65.375919	2927	33528.605469	906.667358
401.2886	398.2324	307347.06	303859.55	65.375398	2928	877.062744	941.856201
398.2324	401.2886	307347.06	303859.55	65.375398	2928	941.856201	877.062744
661.3574	879.3997	829802.5	673998.42	65.351463	2929	2368.92749	2645.866943
879.3997	661.3574	829802.5	673998.42	65.351463	2929	2645.866943	2368.92749
486.2212	879.3997	367892.11	333987.05	65.336479	2930	888.852783	2645.866943
879.3997	486.2212	367892.11	333987.05	65.336479	2930	2645.866943	888.852783
754.3995	536.2914	26676395.0	10295609.0	65.311887	2931	24706.525391	18498.279297
536.2914	754.3995	26676395.0	10295609.0	65.311887	2931	18498.279297	24706.525391
266.1257	759.392	442298.2	401771.36	65.287958	2932	834.407898	1625.219482
759.392	266.1257	442298.2	401771.36	65.287958	2932	1625.219482	834.407898
401.2886	660.3871	313567.1	295779.23	65.21352	2933	877.062744	823.527344
660.3871	401.2886	313567.1	295779.23	65.21352	2933	823.527344	877.062744
486.2212	667.3898	329120.81	315408.07	65.146695	2934	888.852783	955.32135
667.3898	486.2212	329120.81	315408.07	65.146695	2934	955.32135	888.852783
668.3616	680.8728	2859299.1	2083764.1	65.131736	2935	3194.272949	11494.71582
680.8728	668.3616	2859299.1	2083764.1	65.131736	2935	11494.71582	3194.272949
565.2752	229.119	225543.93	200442.72	65.112655	2936	1313.338379	1066.077148
229.119	565.2752	225543.93	200442.72	65.112655	2936	1066.077148	1313.338379
746.3077	540.3033	948859.36	842511.96	65.111054	2937	1188.781494	4290.990234
540.3033	746.3077	948859.36	842511.96	65.111054	2937	4290.990234	1188.781494
202.1275	659.3534	915711.58	732753.93	65.089709	2938	11413.832031	802.653137
659.3534	202.1275	915711.58	732753.93	65.089709	2938	802.653137	11413.832031
745.3944	587.8402	2824029.0	2403394.9	65.083844	2939	32134.046875	884.334595
587.8402	745.3944	2824029.0	2403394.9	65.083844	2939	884.334595	32134.046875
587.8402	717.9045	426875.09	403668.8	65.082361	2940	1140.753296	833.118896
717.9045	587.8402	426875.09	403668.8	65.082361	2940	833.118896	1140.753296
298.1043	745.3944	436110.89	398218.44	64.994282	2941	1403.57019	1539.687988
745.3944	298.1043	436110.89	398218.44	64.994282	2941	1539.687988	1403.57019
680.8728	229.119	1076780.1	857762.11	64.967135	2942	11494.71582	1066.077148
229.119	680.8728	1076780.1	857762.11	64.967135	2942	1066.077148	11494.71582
680.8728	201.1241	1038369.4	805808.1	64.933133	2943	12362.987305	797.449646
201.1241	680.8728	1038369.4	805808.1	64.933133	2943	797.449646	12362.987305
540.3033	531.2979	821536.67	731034.63	64.928952	2944	4290.990234	750.020203
531.2979	540.3033	821536.67	731034.63	64.928952	2944	750.020203	4290.990234
531.2979	759.392	1011982.6	934021.24	64.896149	2945	2339.440674	3059.299316
759.392	531.2979	1011982.6	934021.24	64.896149	2945	3059.299316	2339.440674
503.2684	230.1225	2518668.2	1760669.6	64.892985	2946	2131.407715	17446.246094
230.1225	503.2684	2518668.2	1760669.6	64.892985	2946	17446.246094	2131.407715
187.072	1204.639	276185.46	252717.92	64.886758	2947	973.5578	1037.281006
1204.639	187.072	276185.46	252717.92	64.886758	2947	1037.281006	973.5578
398.2324	475.7395	481606.71	475298.77	64.829103	2948	941.856201	781.109375
475.7395	398.2324	481606.71	475298.77	64.829103	2948	781.109375	941.856201
383.1944	721.8903	680892.22	564323.53	64.79204	2949	4092.558594	1241.314209
721.8903	383.1944	680892.22	564323.53	64.79204	2949	1241.314209	4092.558594
754.3995	530.2879	27024513.0	9074449.7	64.784039	2950	215703.6875	2229.270752
530.2879	754.3995	27024513.0	9074449.7	64.784039	2950	2229.270752	215703.6875
1204.639	1091.5547	263659.6	245460.87	64.766401	2951	1037.281006	1144.434814
1091.5547	1204.639	263659.6	245460.87	64.766401	2951	1144.434814	1037.281006
316.115	482.2264	524321.67	424482.36	64.762924	2952	3013.229492	1459.11792
482.2264	316.115	524321.67	424482.36	64.762924	2952	1459.11792	3013.229492
497.2648	680.8728	1750130.9	1441581.6	64.719227	2953	1049.352905	11494.71582
680.8728	497.2648	1750130.9	1441581.6	64.719227	2953	11494.71582	1049.352905
736.3898	316.115	371722.76	389955.63	64.673807	2954	773.980042	3013.229492
316.115	736.3898	371722.76	389955.63	64.673807	2954	3013.229492	773.980042
398.2324	540.3033	1619602.1	1428672.2	64.648654	2955	941.856201	29821.267578
540.3033	398.2324	1619602.1	1428672.2	64.648654	2955	29821.267578	941.856201
429.1995	661.3574	1550562.3	1128094.5	64.641626	2956	3445.552979	4881.635254
661.3574	429.1995	1550562.3	1128094.5	64.641626	2956	4881.635254	3445.552979
411.189	668.3616	811083.95	701080.49	64.629988	2957	2833.304199	1600.582153
668.3616	411.189	811083.95	701080.49	64.629988	2957	1600.582153	2833.304199
530.2879	401.2045	450525.94	420191.31	64.626129	2958	1203.4729	1218.325195
401.2045	530.2879	450525.94	420191.31	64.626129	2958	1218.325195	1203.4729
524.2845	536.2914	784273.68	783825.19	64.593691	2959	2029.298462	1231.341064
536.2914	524.2845	784273.68	783825.19	64.593691	2959	1231.341064	2029.298462
717.9045	646.3727	464997.03	447793.4	64.549685	2960	833.118896	1163.371216
646.3727	717.9045	464997.03	447793.4	64.549685	2960	1163.371216	833.118896
288.204	536.2914	5328053.5	4444514.0	64.532434	2961	3243.247559	72371.992188
536.2914	288.204	5328053.5	4444514.0	64.532434	2961	72371.992188	3243.247559
504.7846	266.1257	848254.74	643880.48	64.512697	2962	10414.665039	834.407898
266.1257	504.7846	848254.74	643880.48	64.512697	2962	834.407898	10414.665039
660.3871	978.4691	463480.61	409143.78	64.48399	2963	823.527344	2100.085938
978.4691	660.3871	463480.61	409143.78	64.48399	2963	2100.085938	823.527344
300.1564	187.072	1642997.5	1000899.2	64.444277	2964	33528.605469	973.5578
187.072	300.1564	1642997.5	1000899.2	64.444277	2964	973.5578	33528.605469
536.2914	736.3898	3697267.6	3868230.7	64.404777	2965	126896.203125	773.980042
736.3898	536.2914	3697267.6	3868230.7	64.404777	2965	773.980042	126896.203125
476.2737	661.3574	1523438.9	1178554.3	64.350499	2966	3789.731445	2368.92749
661.3574	476.2737	1523438.9	1178554.3	64.350499	2966	2368.92749	3789.731445
1008.5639	1107.5126	955369.72	720502.03	64.339437	2967	9142.976563	1140.27771
1107.5126	1008.5639	955369.72	720502.03	64.339437	2967	1140.27771	9142.976563
521.2977	978.4691	534833.04	500263.89	64.323806	2968	967.337646	2100.085938
978.4691	521.2977	534833.04	500263.89	64.323806	2968	2100.085938	967.337646
415.1839	536.1826	520629.09	476135.18	64.307666	2969	1903.160034	910.510803
536.1826	415.1839	520629.09	476135.18	64.307666	2969	910.510803	1903.160034
156.1024	201.0877	206060.71	184459.24	64.307459	2970	968.253174	1032.938354
201.0877	156.1024	206060.71	184459.24	64.307459	2970	1032.938354	968.253174
732.4071	536.2914	4029038.1	3803677.4	64.303794	2971	928.948792	72371.992188
536.2914	732.4071	4029038.1	3803677.4	64.303794	2971	72371.992188	928.948792
1079.6018	745.3944	1175966.3	1025150.8	64.271169	2972	4105.001465	2999.665283
745.3944	1079.6018	1175966.3	1025150.8	64.271169	2972	2999.665283	4105.001465
500.3575	411.189	436257.79	338937.06	64.260327	2973	1174.901367	2833.304199
411.189	500.3575	436257.79	338937.06	64.260327	2973	2833.304199	1174.901367
675.3659	504.7846	680465.22	628692.18	64.23786	2974	1951.312866	1582.523926
504.7846	675.3659	680465.22	628692.18	64.23786	2974	1582.523926	1951.312866
503.2684	1204.639	698670.63	650516.89	64.225908	2975	2131.407715	2382.019531
1204.639	503.2684	698670.63	650516.89	64.225908	2975	2382.019531	2131.407715
272.1614	603.7931	350663.75	315490.96	64.220766	2976	948.329224	1081.730591
603.7931	272.1614	350663.75	315490.96	64.220766	2976	1081.730591	948.329224
298.1043	475.7395	269810.36	233176.03	64.148838	2977	1403.57019	781.109375
475.7395	298.1043	269810.36	233176.03	64.148838	2977	781.109375	1403.57019
530.2879	398.2324	496005.69	476540.71	64.141738	2978	1203.4729	982.493103
398.2324	530.2879	496005.69	476540.71	64.141738	2978	982.493103	1203.4729
531.2979	680.8728	1415490.9	1165955.9	64.130024	2979	1774.227173	5133.5625
680.8728	531.2979	1415490.9	1165955.9	64.130024	2979	5133.5625	1774.227173
495.7791	398.2324	558908.5	541512.68	64.064397	2980	969.635925	982.493103
398.2324	495.7791	558908.5	541512.68	64.064397	2980	982.493103	969.635925
759.392	587.8402	437782.91	414384.23	63.95098	2981	1625.219482	884.334595
587.8402	759.392	437782.91	414384.23	63.95098	2981	884.334595	1625.219482
667.3898	694.319	348770.31	320634.9	63.945727	2982	955.32135	1683.645386
694.319	667.3898	348770.31	320634.9	63.945727	2982	1683.645386	955.32135
230.1225	689.8778	1546090.1	1142542.4	63.917117	2983	17446.246094	928.243469
689.8778	230.1225	1546090.1	1142542.4	63.917117	2983	928.243469	17446.246094
530.2879	230.1225	3375196.3	1964435.4	63.913286	2984	2229.270752	17446.246094
230.1225	530.2879	3375196.3	1964435.4	63.913286	2984	17446.246094	2229.270752
746.3077	694.319	422719.64	383570.98	63.908071	2985	1188.781494	1683.645386
694.319	746.3077	422719.64	383570.98	63.908071	2985	1683.645386	1188.781494
565.2752	745.3944	5779927.0	3079474.2	63.864534	2986	7124.077148	18292.871094
745.3944	565.2752	5779927.0	3079474.2	63.864534	2986	18292.871094	7124.077148
398.2324	201.1241	328918.05	315477.08	63.858678	2987	982.493103	797.449646
201.1241	398.2324	328918.05	315477.08	63.858678	2987	797.449646	982.493103
521.2977	503.2684	587686.05	575916.7	63.854328	2988	967.337646	1137.894775
503.2684	521.2977	587686.05	575916.7	63.854328	2988	1137.894775	967.337646
654.3592	721.8903	1631032.3	1374611.7	63.839723	2989	9481.617188	1241.314209
721.8903	654.3592	1631032.3	1374611.7	63.839723	2989	1241.314209	9481.617188
1091.5547	475.7395	252161.07	235942.49	63.812559	2990	1144.434814	781.109375
475.7395	1091.5547	252161.07	235942.49	63.812559	2990	781.109375	1144.434814
645.8503	300.1564	617201.63	505058.6	63.762212	2991	997.601074	2384.458984
300.1564	645.8503	617201.63	505058.6	63.762212	2991	2384.458984	997.601074
524.2845	500.3575	1150008.0	1147073.8	63.752388	2992	2029.298462	7123.803223
500.3575	524.2845	1150008.0	1147073.8	63.752388	2992	7123.803223	2029.298462
745.3944	183.1134	964631.6	784749.77	63.738368	2993	1539.687988	6728.792969
183.1134	745.3944	964631.6	784749.77	63.738368	2993	6728.792969	1539.687988
415.1839	732.4071	1334570.9	1100818.8	63.660094	2994	16149.670898	928.948792
732.4071	415.1839	1334570.9	1100818.8	63.660094	2994	928.948792	16149.670898
482.2628	202.1275	850404.3	602074.45	63.626792	2995	798.843811	11413.832031
202.1275	482.2628	850404.3	602074.45	63.626792	2995	11413.832031	798.843811
497.2648	654.3592	1760694.5	1519508.2	63.624653	2996	1049.352905	9481.617188
654.3592	497.2648	1760694.5	1519508.2	63.624653	2996	9481.617188	1049.352905
298.1043	156.1024	239321.1	198946.96	63.599394	2997	1403.57019	968.253174
156.1024	298.1043	239321.1	198946.96	63.599394	2997	968.253174	1403.57019
460.254	428.2156	270380.56	252866.83	63.594298	2998	768.891418	1113.214722
428.2156	460.254	270380.56	252866.83	63.594298	2998	1113.214722	768.891418
500.3575	401.2886	2208571.6	1380576.4	63.592334	2999	7123.803223	7515.183105
401.2886	500.3575	2208571.6	1380576.4	63.592334	2999	7515.183105	7123.803223
460.254	524.2845	1238369.0	1245358.7	63.571384	3000	768.891418	1718.238281
524.2845	460.254	1238369.0	1245358.7	63.571384	3000	1718.238281	768.891418
625.8395	536.2914	3482299.5	3312604.8	63.562436	3001	833.089783	72371.992188
536.2914	625.8395	3482299.5	3312604.8	63.562436	3001	72371.992188	833.089783
951.5419	495.7791	359281.84	330194.95	63.526607	3002	1306.884277	969.635925
495.7791	951.5419	359281.84	330194.95	63.526607	3002	969.635925	1306.884277
610.3455	398.2324	889281.18	814741.82	63.525159	3003	3619.981201	982.493103
398.2324	610.3455	889281.18	814741.82	63.525159	3003	982.493103	3619.981201
500.2372	517.2765	534408.44	492017.46	63.523623	3004	1889.202759	1389.94873
517.2765	500.2372	534408.44	492017.46	63.523623	3004	1389.94873	1889.202759
667.3898	675.3659	744204.47	668839.73	63.481642	3005	2524.647705	1085.10083
675.3659	667.3898	744204.47	668839.73	63.481642	3005	1085.10083	2524.647705
398.2324	229.119	9623659.1	4501044.9	63.437838	3006	982.493103	306551.5625
229.119	398.2324	9623659.1	4501044.9	63.437838	3006	306551.5625	982.493103
654.3592	661.3574	14653991.0	5510822.8	63.421824	3007	108949.34375	2368.92749
661.3574	654.3592	14653991.0	5510822.8	63.421824	3007	2368.92749	108949.34375
500.2734	1079.6018	621132.72	515976.99	63.421463	3008	4627.548828	1535.534546
1079.6018	500.2734	621132.72	515976.99	63.421463	3008	1535.534546	4627.548828
680.8728	746.3077	1707513.5	1393897.7	63.382614	3009	11494.71582	1188.781494
746.3077	680.8728	1707513.5	1393897.7	63.382614	3009	1188.781494	11494.71582
721.8903	814.482	2115216.1	1633131.9	63.347564	3010	1241.314209	21098.802734
814.482	721.8903	2115216.1	1633131.9	63.347564	3010	21098.802734	1241.314209
530.2879	754.3995	1111499.5	1097814.1	63.346715	3011	9164.602539	902.466309
754.3995	530.2879	1111499.5	1097814.1	63.346715	3011	902.466309	9164.602539
661.3574	531.2979	969019.54	785958.47	63.321978	3012	2368.92749	1774.227173
531.2979	661.3574	969019.54	785958.47	63.321978	3012	1774.227173	2368.92749
401.2886	495.7791	257309.08	243918.41	63.312591	3013	877.062744	969.635925
495.7791	401.2886	257309.08	243918.41	63.312591	3013	969.635925	877.062744
482.2628	754.3995	325388.65	282123.49	63.301382	3014	798.843811	902.466309
754.3995	482.2628	325388.65	282123.49	63.301382	3014	902.466309	798.843811
596.8456	187.072	561514.04	466507.38	63.278655	3015	4285.854492	973.5578
187.072	596.8456	561514.04	466507.38	63.278655	3015	973.5578	4285.854492
554.2588	745.3944	708618.89	688140.63	63.265554	3016	1102.149048	2999.665283
745.3944	554.2588	708618.89	688140.63	63.265554	3016	2999.665283	1102.149048
746.3077	745.3944	2343305.4	1868445.7	63.127662	3017	1188.781494	18292.871094
745.3944	746.3077	2343305.4	1868445.7	63.127662	3017	18292.871094	1188.781494
401.2045	521.2977	577696.43	517033.71	63.094977	3018	1218.325195	1409.590698
521.2977	401.2045	577696.43	517033.71	63.094977	3018	1409.590698	1218.325195
476.2737	517.2765	2354681.4	2058188.9	63.066303	3019	11899.140625	1389.94873
517.2765	476.2737	2354681.4	2058188.9	63.066303	3019	1389.94873	11899.140625
625.8395	1204.639	348309.9	332854.21	63.066211	3020	833.089783	1037.281006
1204.639	625.8395	348309.9	332854.21	63.066211	3020	1037.281006	833.089783
596.8456	536.2914	75207712.0	37263662.0	63.057221	3021	61967.726563	126896.203125
536.2914	596.8456	75207712.0	37263662.0	63.057221	3021	126896.203125	61967.726563
300.1564	524.2845	508239.85	481173.97	63.017885	3022	2384.458984	781.953979
524.2845	300.1564	508239.85	481173.97	63.017885	3022	781.953979	2384.458984
497.2648	745.3944	671637.25	641874.21	62.992358	3023	1049.352905	1539.687988
745.3944	497.2648	671637.25	641874.21	62.992358	3023	1539.687988	1049.352905
300.1564	645.8503	3246952.8	1788267.6	62.891861	3024	33528.605469	1344.75354
645.8503	300.1564	3246952.8	1788267.6	62.891861	3024	1344.75354	33528.605469
540.3033	757.4601	4357271.7	2710363.8	62.870588	3025	29821.267578	3421.105713
757.4601	540.3033	4357271.7	2710363.8	62.870588	3025	3421.105713	29821.267578
530.2879	732.4071	708507.62	647631.72	62.8624	3026	2229.270752	928.948792
732.4071	530.2879	708507.62	647631.72	62.8624	3026	928.948792	2229.270752
411.189	660.3871	542074.37	459727.94	62.794255	3027	2833.304199	823.527344
660.3871	411.189	542074.37	459727.94	62.794255	3027	823.527344	2833.304199
1008.5639	750.3565	1161906.3	868649.84	62.752923	3028	9142.976563	1653.093994
750.3565	1008.5639	1161906.3	868649.84	62.752923	3028	1653.093994	9142.976563
288.204	745.3944	1317408.1	1104238.2	62.750988	3029	3243.247559	4973.362305
745.3944	288.204	1317408.1	1104238.2	62.750988	3029	4973.362305	3243.247559
316.115	536.1826	642022.76	561398.15	62.750343	3030	3013.229492	1335.816284
536.1826	316.115	642022.76	561398.15	62.750343	3030	1335.816284	3013.229492
521.2977	230.1225	1338729.7	1037846.7	62.699198	3031	967.337646	17446.246094
230.1225	521.2977	1338729.7	1037846.7	62.699198	3031	17446.246094	967.337646
879.3997	187.072	375584.34	337893.83	62.692987	3032	2645.866943	973.5578
187.072	879.3997	375584.34	337893.83	62.692987	3032	973.5578	2645.866943
754.3995	531.2979	18055399.0	6634489.4	62.672259	3033	215703.6875	1774.227173
531.2979	754.3995	18055399.0	6634489.4	62.672259	3033	1774.227173	215703.6875
667.3898	175.1196	1179319.1	921230.97	62.629534	3034	1466.490479	8633.249023
175.1196	667.3898	1179319.1	921230.97	62.629534	3034	8633.249023	1466.490479
689.8778	694.319	777241.9	676254.77	62.617974	3035	3346.073486	1683.645386
694.319	689.8778	777241.9	676254.77	62.617974	3035	1683.645386	3346.073486
659.3534	229.119	8251284.8	3358220.5	62.598305	3036	802.653137	306551.5625
