m/z A	m/z B	Covariance	Partial Cov.	Score	Ranking	intensity A	intensity B
745.3944	587.8402	459920.76	-26331.477	-1.0745249	6685	18292.871094	1140.753296
195.0883	298.1043	34322.118	-3687.7877	-1.0927272	6686	1063.230103	1403.57019
298.1043	195.0883	34322.118	-3687.7877	-1.0927272	6686	1403.57019	1063.230103
654.3592	680.8728	12308339.0	-154936.6	-1.1252108	6687	108949.34375	5133.5625
680.8728	654.3592	12308339.0	-154936.6	-1.1252108	6687	5133.5625	108949.34375
530.2879	300.1564	122890.04	-30338.936	-1.1570792	6688	12948.754883	2384.458984
300.1564	530.2879	122890.04	-30338.936	-1.1570792	6688	2384.458984	12948.754883
510.2578	694.319	32842.024	-4533.8851	-1.1608179	6689	931.226563	1683.645386
694.319	510.2578	32842.024	-4533.8851	-1.1608179	6689	1683.645386	931.226563
428.2156	429.1995	68257.042	-6387.3603	-1.1844305	6690	1113.214722	3445.552979
429.1995	428.2156	68257.042	-6387.3603	-1.1844305	6690	3445.552979	1113.214722
195.0883	745.3944	465089.35	-20710.778	-1.207935	6691	1063.230103	18292.871094
745.3944	195.0883	465089.35	-20710.778	-1.207935	6691	18292.871094	1063.230103
428.2156	694.319	29045.98	-4566.5211	-1.2179247	6692	1113.214722	1683.645386
694.319	428.2156	29045.98	-4566.5211	-1.2179247	6692	1683.645386	1113.214722
530.2879	667.3898	28178.71	-12624.19	-1.2298225	6693	1203.4729	1466.490479
667.3898	530.2879	28178.71	-12624.19	-1.2298225	6693	1466.490479	1203.4729
745.3944	732.4071	9568.8343	-9351.7591	-1.2532302	6694	1539.687988	928.948792
732.4071	745.3944	9568.8343	-9351.7591	-1.2532302	6694	928.948792	1539.687988
654.3592	521.2977	2510026.4	-76306.705	-1.268823	6695	48794.230469	1409.590698
521.2977	654.3592	2510026.4	-76306.705	-1.268823	6695	1409.590698	48794.230469
398.2324	530.2879	-25340.666	-31441.68	-1.2944005	6696	982.493103	9164.602539
530.2879	398.2324	-25340.666	-31441.68	-1.2944005	6696	9164.602539	982.493103
1079.6018	565.2752	34185.888	-5694.5658	-1.314522	6697	1535.534546	1313.338379
565.2752	1079.6018	34185.888	-5694.5658	-1.314522	6697	1313.338379	1535.534546
675.3659	510.2578	30946.576	-4771.3656	-1.330918	6698	1085.10083	931.226563
510.2578	675.3659	30946.576	-4771.3656	-1.330918	6698	931.226563	1085.10083
629.4008	721.8903	20800.027	-7747.5806	-1.3335535	6699	1328.932983	1241.314209
721.8903	629.4008	20800.027	-7747.5806	-1.3335535	6699	1241.314209	1328.932983
521.2977	759.392	71038.513	-11767.143	-1.3491157	6700	1409.590698	1625.219482
759.392	521.2977	71038.513	-11767.143	-1.3491157	6700	1625.219482	1409.590698
1107.5126	398.2324	3115.769	-3888.5819	-1.3730405	6701	1140.27771	941.856201
398.2324	1107.5126	3115.769	-3888.5819	-1.3730405	6701	941.856201	1140.27771
645.8503	1079.6018	189886.0	-16243.992	-1.3800706	6702	1344.75354	4105.001465
1079.6018	645.8503	189886.0	-16243.992	-1.3800706	6702	4105.001465	1344.75354
732.4071	266.1257	23947.766	-4941.2612	-1.3905534	6703	890.276367	834.407898
266.1257	732.4071	23947.766	-4941.2612	-1.3905534	6703	834.407898	890.276367
667.3898	732.4071	30355.236	-12609.319	-1.4224799	6704	2939.745117	928.948792
732.4071	667.3898	30355.236	-12609.319	-1.4224799	6704	928.948792	2939.745117
397.1966	371.1938	167211.63	-13349.891	-1.4563914	6705	2682.680664	2637.109131
371.1938	397.1966	167211.63	-13349.891	-1.4563914	6705	2637.109131	2682.680664
482.2264	814.482	652613.69	-27799.183	-1.4842052	6706	1459.11792	21098.802734
814.482	482.2264	652613.69	-27799.183	-1.4842052	6706	21098.802734	1459.11792
1008.5639	645.8503	285967.77	-17924.518	-1.5117543	6707	9142.976563	997.601074
645.8503	1008.5639	285967.77	-17924.518	-1.5117543	6707	997.601074	9142.976563
610.3455	745.3944	1610818.9	-74155.694	-1.5250634	6708	3619.981201	18292.871094
745.3944	610.3455	1610818.9	-74155.694	-1.5250634	6708	18292.871094	3619.981201
383.1944	660.3871	108716.15	-13876.297	-1.606769	6709	4092.558594	823.527344
660.3871	383.1944	108716.15	-13876.297	-1.606769	6709	823.527344	4092.558594
745.3944	401.2045	492590.33	-31498.782	-1.7569802	6710	18292.871094	1218.325195
401.2045	745.3944	492590.33	-31498.782	-1.7569802	6710	1218.325195	18292.871094
482.2264	565.2752	45621.72	-7441.0107	-1.7642279	6711	1459.11792	1313.338379
565.2752	482.2264	45621.72	-7441.0107	-1.7642279	6711	1313.338379	1459.11792
661.3574	428.2156	64307.635	-10973.511	-1.8077168	6712	2368.92749	1113.214722
428.2156	661.3574	64307.635	-10973.511	-1.8077168	6712	1113.214722	2368.92749
565.2752	689.8778	394487.0	-40646.782	-1.8200608	6713	7124.077148	3346.073486
689.8778	565.2752	394487.0	-40646.782	-1.8200608	6713	3346.073486	7124.077148
429.1995	497.2648	71738.863	-13795.375	-1.8544939	6714	3445.552979	1049.352905
497.2648	429.1995	71738.863	-13795.375	-1.8544939	6714	1049.352905	3445.552979
654.3592	536.2914	2103142.0	-155900.44	-1.867246	6715	108949.34375	1231.341064
536.2914	654.3592	2103142.0	-155900.44	-1.867246	6715	1231.341064	108949.34375
978.4691	675.3659	61773.318	-17043.322	-1.8786504	6716	2100.085938	1951.312866
675.3659	978.4691	61773.318	-17043.322	-1.8786504	6716	1951.312866	2100.085938
298.1043	530.2879	107991.48	-13925.266	-1.922997	6717	1403.57019	2229.270752
530.2879	298.1043	107991.48	-13925.266	-1.922997	6717	2229.270752	1403.57019
654.3592	675.3659	339830.74	-51332.817	-1.9303366	6718	9481.617188	1951.312866
675.3659	654.3592	339830.74	-51332.817	-1.9303366	6718	1951.312866	9481.617188
978.4691	503.2684	63673.836	-23414.389	-1.9487274	6719	2100.085938	2131.407715
503.2684	978.4691	63673.836	-23414.389	-1.9487274	6719	2131.407715	2100.085938
540.3033	1079.6018	9132018.7	-147748.26	-1.9510042	6720	81014.875	4105.001465
1079.6018	540.3033	9132018.7	-147748.26	-1.9510042	6720	4105.001465	81014.875
680.8728	754.3995	58677.288	-8993.3167	-1.9693458	6721	969.298584	902.466309
754.3995	680.8728	58677.288	-8993.3167	-1.9693458	6721	902.466309	969.298584
667.3898	397.1966	153396.79	-26850.285	-2.0120791	6722	2524.647705	2682.680664
397.1966	667.3898	153396.79	-26850.285	-2.0120791	6722	2682.680664	2524.647705
675.3659	530.2879	-30660.288	-41525.946	-2.0221466	6723	1085.10083	9164.602539
530.2879	675.3659	-30660.288	-41525.946	-2.0221466	6723	9164.602539	1085.10083
680.8728	524.2845	89060.555	-35212.036	-2.0422752	6724	12362.987305	781.953979
524.2845	680.8728	89060.555	-35212.036	-2.0422752	6724	781.953979	12362.987305
272.1614	500.3575	93165.815	-13310.959	-2.0501999	6725	948.329224	7123.803223
500.3575	272.1614	93165.815	-13310.959	-2.0501999	6725	7123.803223	948.329224
754.3995	397.1966	2054913.3	-97845.246	-2.0727009	6726	24706.525391	2682.680664
397.1966	754.3995	2054913.3	-97845.246	-2.0727009	6726	2682.680664	24706.525391
661.3574	625.8395	45019.796	-22862.525	-2.0899435	6727	4881.635254	833.089783
625.8395	661.3574	45019.796	-22862.525	-2.0899435	6727	833.089783	4881.635254
745.3944	654.3592	1520676.6	-138233.55	-2.0974131	6728	2999.665283	48794.230469
654.3592	745.3944	1520676.6	-138233.55	-2.0974131	6728	48794.230469	2999.665283
667.3898	680.8728	625028.9	-69552.339	-2.1153153	6729	2939.745117	10175.529297
680.8728	667.3898	625028.9	-69552.339	-2.1153153	6729	10175.529297	2939.745117
745.3944	750.3565	95882.221	-22963.36	-2.1245169	6730	4973.362305	1653.093994
750.3565	745.3944	95882.221	-22963.36	-2.1245169	6730	1653.093994	4973.362305
531.2979	629.4008	65049.587	-29591.75	-2.1370308	6731	2339.440674	6271.913086
629.4008	531.2979	65049.587	-29591.75	-2.1370308	6731	6271.913086	2339.440674
500.3575	195.0883	31595.875	-7855.6886	-2.1462962	6732	1174.901367	1063.230103
195.0883	500.3575	31595.875	-7855.6886	-2.1462962	6732	1063.230103	1174.901367
460.254	316.115	31871.679	-14635.187	-2.1547475	6733	768.891418	3013.229492
316.115	460.254	31871.679	-14635.187	-2.1547475	6733	3013.229492	768.891418
500.2372	266.1257	36259.914	-6750.8214	-2.1673196	6734	1889.202759	834.407898
266.1257	500.2372	36259.914	-6750.8214	-2.1673196	6734	834.407898	1889.202759
667.3898	654.3592	434935.92	-58899.892	-2.1834459	6735	2524.647705	9481.617188
654.3592	667.3898	434935.92	-58899.892	-2.1834459	6735	9481.617188	2524.647705
288.204	504.7846	2091382.0	-82654.705	-2.1956676	6736	3243.247559	31507.433594
504.7846	288.204	2091382.0	-82654.705	-2.1956676	6736	31507.433594	3243.247559
536.2914	1107.5126	297500.0	-97010.734	-2.2154868	6737	72371.992188	1140.27771
1107.5126	536.2914	297500.0	-97010.734	-2.2154868	6737	1140.27771	72371.992188
476.2737	645.8503	426836.21	-43075.038	-2.2268828	6738	11899.140625	997.601074
645.8503	476.2737	426836.21	-43075.038	-2.2268828	6738	997.601074	11899.140625
531.2979	500.3575	65857.918	-34084.809	-2.2467103	6739	2339.440674	7123.803223
500.3575	531.2979	65857.918	-34084.809	-2.2467103	6739	7123.803223	2339.440674
201.0877	745.3944	279047.19	-39187.488	-2.2469738	6740	1032.938354	18292.871094
745.3944	201.0877	279047.19	-39187.488	-2.2469738	6740	18292.871094	1032.938354
754.3995	754.3995	130621100.0	-989470.54	-2.2479569	6741	215703.6875	24706.525391
754.3995	754.3995	130621100.0	-989470.54	-2.2479569	6741	24706.525391	215703.6875
694.319	587.8402	10285.757	-10213.012	-2.2844772	6742	1683.645386	884.334595
587.8402	694.319	10285.757	-10213.012	-2.2844772	6742	884.334595	1683.645386
411.189	680.8728	741553.46	-49910.993	-2.3181645	6743	2833.304199	11494.71582
680.8728	411.189	741553.46	-49910.993	-2.3181645	6743	11494.71582	2833.304199
415.1839	1079.6018	43586.155	-13548.215	-2.341588	6744	1903.160034	1535.534546
1079.6018	415.1839	43586.155	-13548.215	-2.341588	6744	1535.534546	1903.160034
645.8503	746.3077	76328.1	-22882.894	-2.3632715	6745	2200.010986	1188.781494
746.3077	645.8503	76328.1	-22882.894	-2.3632715	6745	1188.781494	2200.010986
745.3944	530.2879	1229657.6	-325316.68	-2.3696267	6746	32134.046875	12948.754883
530.2879	745.3944	1229657.6	-325316.68	-2.3696267	6746	12948.754883	32134.046875
476.2737	272.1614	71087.466	-16563.576	-2.3723915	6747	3789.731445	948.329224
272.1614	476.2737	71087.466	-16563.576	-2.3723915	6747	948.329224	3789.731445
504.7846	1204.639	919226.89	-61723.34	-2.3872915	6748	31507.433594	1037.281006
1204.639	504.7846	919226.89	-61723.34	-2.3872915	6748	1037.281006	31507.433594
229.119	814.482	21924101.0	-255312.42	-2.3977821	6749	306551.5625	5392.56543
814.482	229.119	21924101.0	-255312.42	-2.3977821	6749	5392.56543	306551.5625
1008.5639	596.8456	892332.73	-68520.621	-2.4218497	6750	9142.976563	4285.854492
596.8456	1008.5639	892332.73	-68520.621	-2.4218497	6750	4285.854492	9142.976563
489.7371	661.3574	237991.96	-43891.403	-2.432013	6751	1868.962158	4881.635254
661.3574	489.7371	237991.96	-43891.403	-2.432013	6751	4881.635254	1868.962158
530.2879	266.1257	-21898.87	-29711.715	-2.4327479	6752	9164.602539	834.407898
266.1257	530.2879	-21898.87	-29711.715	-2.4327479	6752	834.407898	9164.602539
1091.5547	195.0883	9175.1838	-7652.3849	-2.4584103	6753	1144.434814	1063.230103
195.0883	1091.5547	9175.1838	-7652.3849	-2.4584103	6753	1063.230103	1144.434814
675.3659	429.1995	91306.568	-18346.947	-2.4811383	6754	1085.10083	3445.552979
429.1995	675.3659	91306.568	-18346.947	-2.4811383	6754	3445.552979	1085.10083
610.3455	202.1275	899963.81	-59733.444	-2.488937	6755	3619.981201	11413.832031
202.1275	610.3455	899963.81	-59733.444	-2.488937	6755	11413.832031	3619.981201
500.3575	689.8778	320470.47	-45141.782	-2.4922849	6756	7123.803223	3346.073486
689.8778	500.3575	320470.47	-45141.782	-2.4922849	6756	3346.073486	7123.803223
694.319	680.8728	123432.11	-34311.698	-2.5223129	6757	1683.645386	5133.5625
680.8728	694.319	123432.11	-34311.698	-2.5223129	6757	5133.5625	1683.645386
504.7846	732.4071	198706.77	-43302.499	-2.5229754	6758	10414.665039	890.276367
732.4071	504.7846	198706.77	-43302.499	-2.5229754	6758	890.276367	10414.665039
476.2737	531.2979	76516.938	-22773.021	-2.5407432	6759	3789.731445	750.020203
531.2979	476.2737	76516.938	-22773.021	-2.5407432	6759	750.020203	3789.731445
629.4008	680.8728	1331671.0	-87376.142	-2.5589827	6760	6271.913086	11494.71582
680.8728	629.4008	1331671.0	-87376.142	-2.5589827	6760	11494.71582	6271.913086
654.3592	721.8903	145084.14	-59087.094	-2.5718045	6761	9481.617188	1515.22876
721.8903	654.3592	145084.14	-59087.094	-2.5718045	6761	1515.22876	9481.617188
504.7846	487.2661	2088120.8	-132826.04	-2.5994537	6762	31507.433594	2463.794922
487.2661	504.7846	2088120.8	-132826.04	-2.5994537	6762	2463.794922	31507.433594
482.2264	531.2979	13039.376	-17839.296	-2.6913277	6763	1459.11792	2339.440674
531.2979	482.2264	13039.376	-17839.296	-2.6913277	6763	2339.440674	1459.11792
397.1966	1008.5639	594328.16	-52766.46	-2.7000274	6764	2682.680664	9142.976563
1008.5639	397.1966	594328.16	-52766.46	-2.7000274	6764	9142.976563	2682.680664
754.3995	1091.5547	12978.008	-13152.158	-2.7056307	6765	902.466309	1144.434814
1091.5547	754.3995	12978.008	-13152.158	-2.7056307	6765	1144.434814	902.466309
659.3534	668.3616	14360.476	-15125.618	-2.7116949	6766	802.653137	1600.582153
668.3616	659.3534	14360.476	-15125.618	-2.7116949	6766	1600.582153	802.653137
201.1241	667.3898	2350.2379	-11289.681	-2.7245463	6767	797.449646	955.32135
667.3898	201.1241	2350.2379	-11289.681	-2.7245463	6767	955.32135	797.449646
401.2886	288.204	388475.44	-36428.175	-2.7390672	6768	7515.183105	3243.247559
288.204	401.2886	388475.44	-36428.175	-2.7390672	6768	3243.247559	7515.183105
156.1024	680.8728	131488.86	-23325.331	-2.7394194	6769	968.253174	5308.11084
680.8728	156.1024	131488.86	-23325.331	-2.7394194	6769	5308.11084	968.253174
415.1839	754.3995	8744749.0	-247226.82	-2.7518265	6770	16149.670898	24706.525391
754.3995	415.1839	8744749.0	-247226.82	-2.7518265	6770	24706.525391	16149.670898
610.3455	460.254	42046.685	-30334.0	-2.7705438	6771	3619.981201	768.891418
460.254	610.3455	42046.685	-30334.0	-2.7705438	6771	768.891418	3619.981201
675.3659	201.1241	7011210.9	-152717.21	-2.778689	6772	1085.10083	237872.515625
201.1241	675.3659	7011210.9	-152717.21	-2.778689	6772	237872.515625	1085.10083
476.2737	201.0877	185088.65	-37210.09	-2.8228671	6773	11899.140625	1032.938354
201.0877	476.2737	185088.65	-37210.09	-2.8228671	6773	1032.938354	11899.140625
521.2977	661.3574	28128.583	-72746.951	-2.825471	6774	967.337646	4881.635254
661.3574	521.2977	28128.583	-72746.951	-2.825471	6774	4881.635254	967.337646
750.3565	504.7846	26157.348	-18199.444	-2.8548313	6775	1653.093994	1582.523926
504.7846	750.3565	26157.348	-18199.444	-2.8548313	6775	1582.523926	1653.093994
750.3565	528.2686	21247.361	-12811.855	-2.8679492	6776	1653.093994	1108.264771
528.2686	750.3565	21247.361	-12811.855	-2.8679492	6776	1108.264771	1653.093994
201.1241	503.2684	-3524.8044	-14285.059	-2.8679986	6777	797.449646	1137.894775
503.2684	201.1241	-3524.8044	-14285.059	-2.8679986	6777	1137.894775	797.449646
654.3592	537.28	7038960.5	-210227.54	-2.8835567	6778	108949.34375	2511.427002
537.28	654.3592	7038960.5	-210227.54	-2.8835567	6778	2511.427002	108949.34375
694.319	201.1241	16481.654	-8567.322	-2.8993038	6779	1683.645386	797.449646
201.1241	694.319	16481.654	-8567.322	-2.8993038	6779	797.449646	1683.645386
654.3592	503.2684	1548911.7	-204742.19	-2.9146417	6780	108949.34375	1137.894775
503.2684	654.3592	1548911.7	-204742.19	-2.9146417	6780	1137.894775	108949.34375
814.482	415.1839	1062093.6	-83907.364	-2.924462	6781	5392.56543	16149.670898
415.1839	814.482	1062093.6	-83907.364	-2.924462	6781	16149.670898	5392.56543
951.5419	721.8903	22457.228	-14282.591	-2.9412032	6782	1306.884277	1241.314209
721.8903	951.5419	22457.228	-14282.591	-2.9412032	6782	1241.314209	1306.884277
415.1839	629.4008	305512.54	-38371.209	-2.9848976	6783	16149.670898	1328.932983
629.4008	415.1839	305512.54	-38371.209	-2.9848976	6783	1328.932983	16149.670898
487.2661	397.1732	2252.1701	-10549.46	-2.9886063	6784	914.647949	1189.528931
397.1732	487.2661	2252.1701	-10549.46	-2.9886063	6784	1189.528931	914.647949
814.482	530.2879	1404075.9	-108282.71	-3.0205014	6785	21098.802734	2229.270752
530.2879	814.482	1404075.9	-108282.71	-3.0205014	6785	2229.270752	21098.802734
528.2686	460.254	30903.773	-40001.365	-3.0209893	6786	5624.222656	1506.11792
460.254	528.2686	30903.773	-40001.365	-3.0209893	6786	1506.11792	5624.222656
401.2886	415.1839	17447.24	-10624.082	-3.0521528	6787	877.062744	1903.160034
415.1839	401.2886	17447.24	-10624.082	-3.0521528	6787	1903.160034	877.062744
195.0883	371.1938	48643.332	-12592.888	-3.0896858	6788	1063.230103	2637.109131
371.1938	195.0883	48643.332	-12592.888	-3.0896858	6788	2637.109131	1063.230103
1079.6018	680.8728	437469.17	-73816.179	-3.1618771	6789	4105.001465	5133.5625
680.8728	1079.6018	437469.17	-73816.179	-3.1618771	6789	5133.5625	4105.001465
536.2914	667.3898	241508.63	-214222.32	-3.1806985	6790	126896.203125	955.32135
667.3898	536.2914	241508.63	-214222.32	-3.1806985	6790	955.32135	126896.203125
540.3033	495.7791	58063.368	-30003.842	-3.1938619	6791	4290.990234	969.635925
495.7791	540.3033	58063.368	-30003.842	-3.1938619	6791	969.635925	4290.990234
540.3033	494.2378	117209.56	-121891.41	-3.2462962	6792	81014.875	1018.789063
494.2378	540.3033	117209.56	-121891.41	-3.2462962	6792	1018.789063	81014.875
725.8786	503.2684	-9468.0368	-26582.913	-3.2688543	6793	1355.583618	1137.894775
503.2684	725.8786	-9468.0368	-26582.913	-3.2688543	6793	1137.894775	1355.583618
951.5419	645.8503	237757.94	-48829.071	-3.2783334	6794	4298.900879	2200.010986
645.8503	951.5419	237757.94	-48829.071	-3.2783334	6794	2200.010986	4298.900879
646.3727	411.189	34289.031	-22536.9	-3.2971172	6795	1163.371216	2833.304199
411.189	646.3727	34289.031	-22536.9	-3.2971172	6795	2833.304199	1163.371216
587.8402	536.1826	-6276.9481	-24793.324	-3.3271904	6796	884.334595	1335.816284
536.1826	587.8402	-6276.9481	-24793.324	-3.3271904	6796	1335.816284	884.334595
300.1564	530.2879	2819464.0	-127041.77	-3.3497388	6797	33528.605469	2229.270752
530.2879	300.1564	2819464.0	-127041.77	-3.3497388	6797	2229.270752	33528.605469
486.2212	536.1826	4933.1112	-17814.236	-3.3721751	6798	888.852783	1335.816284
536.1826	486.2212	4933.1112	-17814.236	-3.3721751	6798	1335.816284	888.852783
195.0883	654.3592	3030088.4	-134295.43	-3.3846544	6799	1063.230103	108949.34375
654.3592	195.0883	3030088.4	-134295.43	-3.3846544	6799	108949.34375	1063.230103
156.1024	497.2648	16316.811	-15395.497	-3.3927065	6800	968.253174	1049.352905
497.2648	156.1024	16316.811	-15395.497	-3.3927065	6800	1049.352905	968.253174
667.3898	524.2845	-4285.3511	-27772.879	-3.4263518	6801	2939.745117	781.953979
524.2845	667.3898	-4285.3511	-27772.879	-3.4263518	6801	781.953979	2939.745117
667.3898	680.8728	506258.91	-97906.451	-3.4307332	6802	2524.647705	10175.529297
680.8728	667.3898	506258.91	-97906.451	-3.4307332	6802	10175.529297	2524.647705
951.5419	536.1826	8606.6183	-21743.495	-3.4329027	6803	1306.884277	910.510803
536.1826	951.5419	8606.6183	-21743.495	-3.4329027	6803	910.510803	1306.884277
689.8778	504.7846	11908.346	-18547.56	-3.5968875	6804	928.243469	1582.523926
504.7846	689.8778	11908.346	-18547.56	-3.5968875	6804	1582.523926	928.243469
680.8728	183.1134	1737884.5	-126925.09	-3.5996762	6805	11494.71582	6728.792969
183.1134	680.8728	1737884.5	-126925.09	-3.5996762	6805	6728.792969	11494.71582
183.1134	504.7846	1229863.9	-110122.61	-3.6315815	6806	6728.792969	10414.665039
504.7846	183.1134	1229863.9	-110122.61	-3.6315815	6806	10414.665039	6728.792969
230.1225	531.2979	217486.22	-85675.238	-3.6354074	6807	17446.246094	2339.440674
531.2979	230.1225	217486.22	-85675.238	-3.6354074	6807	2339.440674	17446.246094
603.7931	596.8456	165980.18	-43731.207	-3.6591219	6808	1081.730591	4285.854492
596.8456	603.7931	165980.18	-43731.207	-3.6591219	6808	4285.854492	1081.730591
425.7076	460.254	-23642.482	-27314.075	-3.666421	6809	750.10376	1506.11792
460.254	425.7076	-23642.482	-27314.075	-3.666421	6809	1506.11792	750.10376
680.8728	680.8728	1284076.6	-156408.33	-3.6769483	6810	5308.11084	10175.529297
680.8728	680.8728	1284076.6	-156408.33	-3.6769483	6810	10175.529297	5308.11084
401.2886	536.2914	-5707.5868	-17517.388	-3.6887017	6811	877.062744	1231.341064
536.2914	401.2886	-5707.5868	-17517.388	-3.6887017	6811	1231.341064	877.062744
530.2879	554.2588	46667.959	-44200.372	-3.7217978	6812	1203.4729	2905.465332
554.2588	530.2879	46667.959	-44200.372	-3.7217978	6812	2905.465332	1203.4729
401.2045	530.2879	137783.49	-35323.048	-3.7642043	6813	1218.325195	3393.131836
530.2879	401.2045	137783.49	-35323.048	-3.7642043	6813	3393.131836	1218.325195
536.2914	646.3727	398511.93	-118334.62	-3.7849847	6814	18498.279297	1163.371216
646.3727	536.2914	398511.93	-118334.62	-3.7849847	6814	1163.371216	18498.279297
524.2845	645.8503	-42362.221	-43498.995	-3.7991302	6815	2029.298462	1911.971924
645.8503	524.2845	-42362.221	-43498.995	-3.7991302	6815	1911.971924	2029.298462
1079.6018	622.2969	25219.21	-20007.814	-3.8084081	6816	1535.534546	1524.513184
622.2969	1079.6018	25219.21	-20007.814	-3.8084081	6816	1524.513184	1535.534546
229.119	645.8503	18419.824	-19927.374	-3.8285365	6817	1066.077148	1911.971924
645.8503	229.119	18419.824	-19927.374	-3.8285365	6817	1911.971924	1066.077148
500.3575	229.119	71655.088	-27326.283	-3.8550436	6818	7123.803223	1066.077148
229.119	500.3575	71655.088	-27326.283	-3.8550436	6818	1066.077148	7123.803223
530.2879	530.2879	91698.443	-53636.49	-3.8650044	6819	3393.131836	1203.4729
530.2879	530.2879	91698.443	-53636.49	-3.8650044	6819	1203.4729	3393.131836
201.1241	754.3995	3294292.1	-205804.86	-3.8753651	6820	797.449646	215703.6875
754.3995	201.1241	3294292.1	-205804.86	-3.8753651	6820	215703.6875	797.449646
429.1995	680.8728	822381.01	-96816.494	-3.8957272	6821	3445.552979	11494.71582
680.8728	429.1995	822381.01	-96816.494	-3.8957272	6821	11494.71582	3445.552979
680.8728	503.2684	81939.393	-88098.721	-3.8992874	6822	10175.529297	1137.894775
503.2684	680.8728	81939.393	-88098.721	-3.8992874	6822	1137.894775	10175.529297
530.2879	565.2752	-6171.0777	-75744.374	-3.9075777	6823	12948.754883	1313.338379
565.2752	530.2879	-6171.0777	-75744.374	-3.9075777	6823	1313.338379	12948.754883
272.1614	689.8778	1582514.3	-138977.22	-3.917404	6824	948.329224	73143.070313
689.8778	272.1614	1582514.3	-138977.22	-3.917404	6824	73143.070313	948.329224
1204.639	487.2661	25024.775	-43391.47	-3.9372981	6825	2382.019531	2463.794922
487.2661	1204.639	25024.775	-43391.47	-3.9372981	6825	2463.794922	2382.019531
689.8778	721.8903	16203110.0	-803513.24	-3.9907219	6826	747632.125	1515.22876
721.8903	689.8778	16203110.0	-803513.24	-3.9907219	6826	1515.22876	747632.125
531.2979	689.8778	-5430.135	-25062.937	-4.0163221	6827	2339.440674	928.243469
689.8778	531.2979	-5430.135	-25062.937	-4.0163221	6827	928.243469	2339.440674
476.2737	1079.6018	299316.17	-68729.699	-4.0227054	6828	11899.140625	1535.534546
1079.6018	476.2737	299316.17	-68729.699	-4.0227054	6828	1535.534546	11899.140625
524.2845	531.2979	-64216.664	-57049.595	-4.0556476	6829	1718.238281	2339.440674
531.2979	524.2845	-64216.664	-57049.595	-4.0556476	6829	2339.440674	1718.238281
428.2156	540.3033	55971.089	-35337.321	-4.0681203	6830	1113.214722	4290.990234
540.3033	428.2156	55971.089	-35337.321	-4.0681203	6830	4290.990234	1113.214722
531.2979	680.8728	545275.66	-109498.52	-4.1179757	6831	1774.227173	11494.71582
680.8728	531.2979	545275.66	-109498.52	-4.1179757	6831	11494.71582	1774.227173
504.7846	745.3944	835995.3	-217792.08	-4.1269079	6832	31507.433594	2999.665283
745.3944	504.7846	835995.3	-217792.08	-4.1269079	6832	2999.665283	31507.433594
540.3033	689.8778	696430.5	-134516.79	-4.1332261	6833	29821.267578	928.243469
689.8778	540.3033	696430.5	-134516.79	-4.1332261	6833	928.243469	29821.267578
503.2684	610.3455	7217.246	-52455.716	-4.1359986	6834	1137.894775	3619.981201
610.3455	503.2684	7217.246	-52455.716	-4.1359986	6834	3619.981201	1137.894775
565.2752	668.3616	55393.569	-33488.968	-4.1503891	6835	1313.338379	3194.272949
668.3616	565.2752	55393.569	-33488.968	-4.1503891	6835	3194.272949	1313.338379
156.1024	487.2661	5471.934	-13081.235	-4.1648203	6836	968.253174	914.647949
487.2661	156.1024	5471.934	-13081.235	-4.1648203	6836	914.647949	968.253174
183.1134	383.1944	599468.26	-63192.846	-4.185262	6837	6728.792969	4092.558594
383.1944	183.1134	599468.26	-63192.846	-4.185262	6837	4092.558594	6728.792969
680.8728	503.2684	2366.425	-21784.513	-4.1932779	6838	969.298584	1137.894775
503.2684	680.8728	2366.425	-21784.513	-4.1932779	6838	1137.894775	969.298584
745.3944	411.189	43448.448	-45523.668	-4.2180927	6839	2999.665283	2833.304199
411.189	745.3944	43448.448	-45523.668	-4.2180927	6839	2833.304199	2999.665283
536.2914	645.8503	1073393.8	-186983.11	-4.2601579	6840	18498.279297	1911.971924
645.8503	536.2914	1073393.8	-186983.11	-4.2601579	6840	1911.971924	18498.279297
383.1944	660.3871	58383.334	-34475.716	-4.2784649	6841	4092.558594	781.393311
660.3871	383.1944	58383.334	-34475.716	-4.2784649	6841	781.393311	4092.558594
503.2684	500.2734	8933.39	-44798.589	-4.2926831	6842	1137.894775	4627.548828
500.2734	503.2684	8933.39	-44798.589	-4.2926831	6842	4627.548828	1137.894775
721.8903	667.3898	16821.585	-29238.175	-4.2980074	6843	1241.314209	1466.490479
667.3898	721.8903	16821.585	-29238.175	-4.2980074	6843	1466.490479	1241.314209
717.9045	746.3077	5584.2083	-17078.375	-4.298604	6844	833.118896	1188.781494
746.3077	717.9045	5584.2083	-17078.375	-4.298604	6844	1188.781494	833.118896
530.2879	401.2886	139503.8	-195915.65	-4.3059262	6845	12948.754883	7515.183105
401.2886	530.2879	139503.8	-195915.65	-4.3059262	6845	7515.183105	12948.754883
201.1241	587.8402	1546.5104	-17887.919	-4.319322	6846	797.449646	1140.753296
587.8402	201.1241	1546.5104	-17887.919	-4.319322	6846	1140.753296	797.449646
487.2661	680.8728	4604.9639	-64189.685	-4.3247811	6847	914.647949	5133.5625
680.8728	487.2661	4604.9639	-64189.685	-4.3247811	6847	5133.5625	914.647949
