m/z A	m/z B	Covariance	Partial Cov.	Score	Ranking	charge_A	envelope_id_A	monoisotopic_mass_A	deconvoluted_mz_A	charge_B	envelope_id_B	monoisotopic_mass_B	deconvoluted_mz_B
288.204002	482.226425	-354094.45	-461471.36	-84.246225	10698	1	2194	287.1967	288.204	1	5386	481.2191	482.2264
288.204002	482.262768	-464138.82	-530920.45	-140.66791	12550	1	2196	287.1967	288.204	1	5447	481.2555	482.2628
288.204002	486.22122	247080.99	200294.57	40.615611	4112	1	2218	287.1967	288.204	1	5588	485.2139	486.2212
288.204002	487.266092	541505.38	359309.97	35.027756	4380	1	2238	287.1967	288.204	2	5768	972.5176	973.5249
288.204002	487.767518	883445.43	841580.43	113.15043	1284	1	2220	287.1967	288.204	2	5902	972.5176	973.5249
288.204002	489.73711	-719343.7	-861583.47	-98.459988	11244	1	2252	287.1967	288.204	1	5927	488.7298	489.7371
288.204002	494.237812	114385.66	106368.81	19.870478	5181	1	2244	287.1967	288.204	1	6224	493.2305	494.2378
288.204002	495.779102	399522.15	339290.94	43.284048	3981	1	2245	287.1967	288.204	1	6411	494.7718	495.7791
288.204002	497.264778	-1150231.4	-1221789.9	-189.82848	13553	1	2246	287.1967	288.204	1	6477	496.2575	497.2648
288.204002	500.237156	444119.37	327828.3	46.682468	3810	1	2247	287.1967	288.204	1	6713	499.2299	500.2372
288.204002	500.273383	-535085.8	-767475.88	-79.609161	10507	1	2248	287.1967	288.204	1	6875	499.2661	500.2734
288.204002	500.357482	2251118.7	1903579.8	135.15013	806	1	2249	287.1967	288.204	1	7075	499.3502	500.3575
288.204002	501.360683	386523.74	291964.56	54.341022	3438	1	2250	287.1967	288.204	1	6962	499.3502	500.3575
288.204002	503.268414	-384797.89	-513033.38	-50.320283	9169	1	2251	287.1967	288.204	3	7262	1506.7834	1507.7907
288.204002	503.602581	-1308143.0	-1349379.4	-222.41309	13992	1	2261	287.1967	288.204	3	7142	1506.7834	1507.7907
288.204002	504.784561	2091382.0	-82654.705	-2.1956676	6736	1	2253	287.1967	288.204	2	7438	1007.5546	1008.5618
288.204002	505.285893	-1828008.0	-2380588.7	-117.33728	11885	1	2254	287.1967	288.204	2	7349	1007.5546	1008.5618
288.204002	505.787346	1809590.1	1730028.6	182.41372	288	1	2255	287.1967	288.204	2	7324	1007.5546	1008.5618
288.204002	510.25783	38723.78	-30716.118	-5.8477126	6932	1	2256	287.1967	288.204	1	7601	509.2506	510.2578
288.204002	517.276486	-423103.55	-488115.5	-55.178624	9396	1	2257	287.1967	288.204	1	7767	516.2692	517.2765
288.204002	521.297717	1573311.2	1438534.8	130.23119	888	1	2258	287.1967	288.204	3	7999	1560.8713	1561.8786
288.204002	521.631926	903727.77	852825.47	93.981009	1869	1	2259	287.1967	288.204	3	7845	1560.8713	1561.8786
288.204002	524.284538	-1810407.1	-1811912.9	-194.29672	13610	1	2260	287.1967	288.204	3	8139	1569.8318	1570.8391
288.204002	524.616921	-503076.21	-478153.58	-55.375636	9411	1	2242	287.1967	288.204	3	8157	1569.8318	1570.8391
288.204002	524.951635	970851.58	945983.32	92.566238	1922	1	2243	287.1967	288.204	3	8107	1569.8318	1570.8391
288.204002	528.268562	-568702.29	-908308.89	-79.668233	10511	1	2240	287.1967	288.204	1	8323	527.2613	528.2686
288.204002	529.270973	-530917.72	-592008.77	-125.58878	12133	1	2229	287.1967	288.204	1	8227	527.2613	528.2686
288.204002	530.2879	7462262.7	7321475.2	232.13133	129	1	2221	287.1967	288.204	1	8184	527.2613	528.2686
288.204002	530.621016	1068764.5	1047640.4	42.721897	4008	1	2222	287.1967	288.204	3	8504	1588.8412	1589.8485
288.204002	530.954686	-1831841.0	-2216437.6	-192.74262	13586	1	2223	287.1967	288.204	3	8401	1588.8412	1589.8485
288.204002	531.286332	-225705.54	-464373.0	-41.154314	8724	1	2224	287.1967	288.204	1	8198	527.2613	528.2686
288.204002	531.297907	-797900.51	-849188.28	-95.684622	11150	1	2225	287.1967	288.204	3	8421	1588.8412	1589.8485
288.204002	531.621297	264133.59	196738.13	26.530335	4837	1	2226	287.1967	288.204	3	8449	1588.8412	1589.8485
288.204002	531.794223	182684.08	30829.492	3.2737283	6086	1	2227	287.1967	288.204	1	8614	530.7869	531.7942
288.204002	532.294456	212570.47	150674.02	27.138866	4797	1	2228	287.1967	288.204	1	8271	527.2613	528.2686
288.204002	535.850077	72468.529	9621.5202	1.1730827	6214	1	2230	287.1967	288.204	3	8807	1604.5284	1605.5357
288.204002	535.955778	1123257.1	1070136.7	103.11051	1563	1	2239	287.1967	288.204	3	9007	1604.8455	1605.8528
288.204002	536.182618	-215743.73	-302455.29	-37.895127	8591	1	2231	287.1967	288.204	3	8834	1604.5284	1605.5357
288.204002	536.242818	0.0	0.0	0.0	6297	1	2232	287.1967	288.204	1	9209	535.2355	536.2428
288.204002	536.291421	2579766.5	1024860.9	11.208037	5654	1	2233	287.1967	288.204	3	8887	1604.8455	1605.8528
288.204002	536.625725	5328053.5	4444514.0	64.532434	2961	1	2234	287.1967	288.204	3	8941	1604.8455	1605.8528
288.204002	536.959897	4788035.1	3118548.8	91.789462	1951	1	2235	287.1967	288.204	3	9013	1604.8455	1605.8528
288.204002	537.279979	-574051.46	-744513.16	-86.407861	10788	1	2236	287.1967	288.204	3	8990	1604.8455	1605.8528
288.204002	540.30326	-1761961.5	-7081125.3	-124.2946	12091	1	2237	287.1967	288.204	2	9263	1078.592	1079.5992
288.204002	540.804661	7855503.7	5684777.9	147.80935	607	1	2241	287.1967	288.204	2	9250	1078.592	1079.5992
288.204002	541.306032	-2036402.9	-2297173.6	-186.77501	13512	1	2176	287.1967	288.204	2	9303	1078.592	1079.5992
288.204002	554.258768	1920455.9	1679993.1	124.13024	1017	1	2199	287.1967	288.204	2	9521	1106.503	1107.5103
288.204002	554.760058	1970440.7	1928192.6	194.44324	231	1	2175	287.1967	288.204	2	9543	1106.503	1107.5103
288.204002	565.275177	-519634.22	-933258.07	-65.084801	9882	1	2149	287.1967	288.204	1	9639	564.2679	565.2752
288.204002	566.278227	-633400.5	-721534.76	-122.42733	12037	1	2107	287.1967	288.204	1	9609	564.2679	565.2752
288.204002	587.840184	-786827.39	-861305.83	-140.15215	12537	1	2110	287.1967	288.204	2	9841	1173.6658	1174.6731
288.204002	588.337358	602240.33	564156.11	77.692278	2447	1	2111	287.1967	288.204	2	9846	1173.6658	1174.6731
288.204002	596.845575	-402915.53	-4755084.6	-89.81664	10927	1	2112	287.1967	288.204	2	9954	1191.6766	1192.6839
288.204002	597.346987	1419198.6	-176889.17	-5.1087603	6882	1	2113	287.1967	288.204	2	9948	1191.6766	1192.6839
288.204002	597.848378	-788245.41	-1114031.7	-84.596543	10713	1	2114	287.1967	288.204	2	9938	1191.6766	1192.6839
288.204002	599.30583	-481093.07	-580003.9	-81.737131	10596	1	2115	287.1967	288.204	1	10137	598.2986	599.3058
288.204002	603.793117	1882714.5	1767910.9	194.80933	224	1	2116	287.1967	288.204	1	10367	602.7858	603.7931
288.204002	610.345456	124425.75	-133659.01	-9.5435815	7138	1	2117	287.1967	288.204	1	10528	609.3382	610.3455
288.204002	622.296933	905860.07	805910.1	115.76908	1209	1	2118	287.1967	288.204	1	10785	621.2897	622.2969
288.204002	625.839478	-890143.65	-924397.41	-190.41502	13558	1	2119	287.1967	288.204	1	10932	624.8322	625.8395
288.204002	629.40075	-413252.81	-742356.84	-58.071879	9560	1	2120	287.1967	288.204	1	11032	628.3935	629.4008
288.204002	630.403825	29412.123	-37510.741	-6.2628475	6957	1	2121	287.1967	288.204	1	10981	628.3935	629.4008
288.204002	645.354248	1499741.8	1365098.9	136.88234	776	1	2122	287.1967	288.204	2	11144	1288.6939	1289.7012
288.204002	645.850301	-1369865.9	-1613137.6	-177.81022	13358	1	2123	287.1967	288.204	2	11302	1288.6939	1289.7012
288.204002	646.348316	390886.06	287848.56	36.539388	4308	1	2124	287.1967	288.204	2	11171	1288.6939	1289.7012
288.204002	646.372715	472966.08	417752.63	53.700811	3480	1	2125	287.1967	288.204	1	11404	645.3654	646.3727
288.204002	646.851595	1311406.6	1193252.8	136.72583	779	1	2126	287.1967	288.204	2	11158	1288.6939	1289.7012
288.204002	653.875096	0.0	0.0	0.0	6301	1	2127	287.1967	288.204	2	11632	1305.7356	1306.7429
288.204002	654.359227	11647102.0	4062572.4	55.368615	3390	1	2108	287.1967	288.204	2	11546	1305.7356	1306.7429
288.204002	654.860832	1771076.7	-1651370.3	-34.394487	8419	1	2128	287.1967	288.204	2	11592	1305.7356	1306.7429
288.204002	655.362039	1731148.5	1130033.2	52.968692	3519	1	2106	287.1967	288.204	2	11628	1305.7356	1306.7429
288.204002	659.353388	-382724.34	-431925.88	-67.755922	9995	1	2089	287.1967	288.204	1	11754	658.3461	659.3534
288.204002	660.387149	1044849.1	964839.36	113.21589	1282	1	2090	287.1967	288.204	2	11859	1318.7597	1319.767
288.204002	660.881708	-127025.71	-187630.03	-31.677001	8263	1	2091	287.1967	288.204	2	11972	1318.7597	1319.767
288.204002	661.357419	-950268.64	-1303707.7	-69.43447	10065	1	2092	287.1967	288.204	2	12105	1320.7003	1321.7076
288.204002	661.858094	-621945.93	-836943.81	-94.896217	11113	1	2093	287.1967	288.204	2	12014	1320.7003	1321.7076
288.204002	666.887703	313885.29	205909.48	27.286496	4790	1	2094	287.1967	288.204	2	12308	1331.7608	1332.7681
288.204002	667.389809	-2069725.1	-2238170.1	-229.85553	14075	1	2088	287.1967	288.204	2	12189	1331.7608	1332.7681
288.204002	667.861197	-131776.54	-210789.38	-33.534069	8374	1	2095	287.1967	288.204	2	12373	1333.7078	1334.7151
288.204002	667.887312	268277.75	121759.78	9.8620449	5736	1	2105	287.1967	288.204	2	12274	1331.7608	1332.7681
288.204002	668.361566	-76565.787	-256427.11	-20.311792	7703	1	2097	287.1967	288.204	2	12414	1333.7078	1334.7151
288.204002	668.386186	931043.48	878771.3	111.69745	1328	1	2098	287.1967	288.204	2	12352	1331.7608	1332.7681
288.204002	668.863524	-196589.34	-303471.37	-25.886652	7975	1	2099	287.1967	288.204	2	12378	1333.7078	1334.7151
288.204002	675.365928	-192016.14	-308071.9	-31.866366	8272	1	2096	287.1967	288.204	2	12666	1348.7173	1349.7246
288.204002	675.869221	995877.05	904140.28	110.10163	1375	1	2100	287.1967	288.204	2	12606	1348.7173	1349.7246
288.204002	680.872829	1040871.8	149628.78	6.1374947	5921	1	2101	287.1967	288.204	2	12794	1359.7311	1360.7384
288.204002	681.370686	485679.25	-249733.31	-10.890258	7213	1	2102	287.1967	288.204	2	12727	1359.7311	1360.7384
288.204002	681.870748	-1970977.0	-2320313.3	-164.88186	13115	1	2103	287.1967	288.204	2	12804	1359.7311	1360.7384
288.204002	682.371222	-669361.26	-1438367.3	-68.489449	10022	1	2104	287.1967	288.204	2	12708	1359.7311	1360.7384
288.204002	682.872369	2529479.7	2236410.8	128.21282	924	1	2109	287.1967	288.204	2	12717	1359.7311	1360.7384
288.204002	683.374046	577449.06	472996.58	73.747565	2593	1	2129	287.1967	288.204	2	12786	1359.7311	1360.7384
288.204002	688.870291	465701.36	397430.62	56.196284	3340	1	2173	287.1967	288.204	2	12930	1375.726	1376.7333
288.204002	689.374307	-1615830.9	-1803452.8	-176.34102	13330	1	2131	287.1967	288.204	2	12902	1375.726	1376.7333
288.204002	689.877751	24149769.0	-25920665.0	-147.55389	12717	1	2154	287.1967	288.204	2	12959	1375.726	1376.7333
288.204002	690.379342	-7242059.9	-32936036.0	-244.56544	14218	1	2155	287.1967	288.204	2	13017	1375.726	1376.7333
288.204002	690.880814	-6054443.1	-11673372.0	-196.16878	13636	1	2156	287.1967	288.204	2	12914	1375.726	1376.7333
288.204002	691.382239	-604646.53	-705366.36	-128.58268	12222	1	2157	287.1967	288.204	2	13009	1375.726	1376.7333
288.204002	694.319024	-81096.391	-177091.43	-26.28052	7998	1	2158	287.1967	288.204	1	13188	693.3117	694.319
288.204002	717.904469	1158393.1	1102822.9	178.07022	319	1	2159	287.1967	288.204	1	13265	716.8972	717.9045
288.204002	721.890295	-1096506.0	-1157082.3	-141.59776	12583	1	2160	287.1967	288.204	2	13463	1441.766	1442.7733
288.204002	722.392114	1915507.4	1839429.0	183.4881	281	1	2161	287.1967	288.204	2	13478	1441.766	1442.7733
288.204002	725.878589	468040.72	394019.11	52.534415	3534	1	2162	287.1967	288.204	2	13665	1449.7426	1450.7499
288.204002	726.38	14441.857	-58827.691	-10.050213	7166	1	2163	287.1967	288.204	2	13733	1449.7426	1450.7499
288.204002	731.912667	-159302.88	-237412.13	-40.443366	8690	1	2164	287.1967	288.204	2	13751	1461.8108	1462.8181
288.204002	732.407144	276827.32	231337.07	36.274774	4323	1	2165	287.1967	288.204	2	13908	1461.8108	1462.8181
288.204002	736.389846	994417.05	1014026.5	125.30264	993	1	2166	287.1967	288.204	1	14077	735.3826	736.3898
288.204002	745.394437	3884101.1	1914286.3	47.578829	3772	1	2167	287.1967	288.204	2	14127	1488.7743	1489.7816
288.204002	745.895269	292973.62	-871412.77	-30.194984	8194	1	2168	287.1967	288.204	2	14260	1488.7743	1489.7816
288.204002	746.307712	209886.45	137152.99	20.677065	5136	1	2169	287.1967	288.204	1	14329	745.3004	746.3077
288.204002	746.395337	1317408.1	1104238.2	62.750988	3029	1	2170	287.1967	288.204	2	14099	1488.7743	1489.7816
288.204002	746.892819	-244748.6	-331196.07	-30.902351	8229	1	2171	287.1967	288.204	2	14234	1488.7743	1489.7816
288.204002	747.394056	141547.66	67368.386	8.3107282	5809	1	2172	287.1967	288.204	2	14141	1488.7743	1489.7816
288.204002	750.356517	854272.26	754840.93	89.956874	2003	1	2130	287.1967	288.204	1	14491	749.3492	750.3565
288.204002	753.896121	-192875.44	-308419.44	-53.73219	9333	1	2153	287.1967	288.204	2	14635	1505.7777	1506.785
288.204002	754.399472	9784368.9	-3629031.6	-35.276613	8456	1	2152	287.1967	288.204	2	14707	1505.7777	1506.785
288.204002	754.901072	3808882.9	-3565424.6	-47.695713	9036	1	2151	287.1967	288.204	2	14640	1505.7777	1506.785
288.204002	755.402417	4299694.7	2549775.5	68.718419	2802	1	2140	287.1967	288.204	2	14762	1505.7777	1506.785
288.204002	757.460091	967402.36	832092.18	74.207273	2571	1	2132	287.1967	288.204	1	14943	756.4528	757.4601
288.204002	758.462697	75613.902	36387.301	7.8419653	5836	1	2133	287.1967	288.204	1	14826	756.4528	757.4601
288.204002	759.391959	1461987.5	1190885.9	101.7747	1595	1	2134	287.1967	288.204	2	15126	1516.7694	1517.7766
288.204002	759.893576	372159.79	262584.59	29.778726	4639	1	2135	287.1967	288.204	2	15036	1516.7694	1517.7766
288.204002	814.482029	-1277681.0	-2407809.2	-97.849313	11215	1	2136	287.1967	288.204	1	15184	813.4747	814.482
288.204002	815.484834	-934120.39	-1157142.5	-106.15667	11540	1	2137	287.1967	288.204	1	15163	813.4747	814.482
288.204002	879.399748	596130.59	466886.48	53.075598	3515	1	2138	287.1967	288.204	1	15428	878.3925	879.3997
288.204002	951.541865	-507215.09	-717317.46	-62.372918	9775	1	2139	287.1967	288.204	1	15628	950.5346	951.5419
288.204002	952.544553	410627.19	324499.69	55.112641	3396	1	2141	287.1967	288.204	1	15554	950.5346	951.5419
288.204002	978.469136	707823.6	586703.19	71.202562	2696	1	2150	287.1967	288.204	1	15776	977.4619	978.4691
288.204002	1008.563901	39167.7	-486838.01	-28.972905	8130	1	2142	287.1967	288.204	1	15852	1007.5566	1008.5639
288.204002	1009.566717	262696.97	16192.681	1.7411793	6174	1	2143	287.1967	288.204	1	15843	1007.5566	1008.5639
288.204002	1079.601791	194674.36	-116468.48	-10.962972	7218	1	2144	287.1967	288.204	1	16141	1078.5945	1079.6018
288.204002	1080.604578	79186.24	-1515.2272	-0.22915035	6644	1	2145	287.1967	288.204	1	16092	1078.5945	1079.6018
288.204002	1091.55473	5934173.9	5893840.8	723.18234	14	1	2146	287.1967	288.204	1	16263	1090.5474	1091.5547
288.204002	1107.512648	672788.73	593154.66	108.31475	1436	1	2147	287.1967	288.204	1	16524	1106.5054	1107.5126
288.204002	1204.639002	-71469.761	-138440.94	-18.671025	7619	1	2148	287.1967	288.204	1	16579	1203.6317	1204.639
288.204002	1205.641873	-486828.26	-567300.52	-130.38133	12266	1	2174	287.1967	288.204	1	16578	1203.6317	1204.639
298.104311	156.102426	239321.1	198946.96	63.599394	2997	1	2372	297.097	298.1043	1	49	155.0951	156.1024
298.104311	175.119605	-162613.75	-380373.64	-44.850329	8929	1	2373	297.097	298.1043	1	329	174.1123	175.1196
298.104311	183.113388	-779688.28	-1000611.3	-132.43317	12319	1	2374	297.097	298.1043	1	401	182.1061	183.1134
298.104311	187.072039	-94242.444	-120810.37	-39.783014	8663	1	2375	297.097	298.1043	1	547	186.0648	187.072
298.104311	195.08835	34322.118	-3687.7877	-1.0927272	6686	1	2376	297.097	298.1043	1	705	194.0811	195.0884
298.104311	201.087675	-123715.47	-148614.74	-48.998364	9098	1	2377	297.097	298.1043	1	927	200.0804	201.0877
298.104311	201.124072	1578965.2	-5535529.2	-124.58854	12102	1	2378	297.097	298.1043	1	1195	200.1168	201.1241
298.104311	202.121175	-110961.55	-134734.19	-65.590411	9905	1	2379	297.097	298.1043	1	1205	200.1168	201.1241
298.104311	202.127494	3132128.4	2793355.9	235.36552	126	1	2381	297.097	298.1043	1	1338	201.1202	202.1275
298.104311	229.119049	11120678.0	2060463.0	42.306958	4026	1	2390	297.097	298.1043	1	1417	228.1118	229.119
298.104311	230.116129	272480.37	246533.42	84.792553	2184	1	2382	297.097	298.1043	1	1437	228.1118	229.119
298.104311	230.122528	-1914306.4	-2452819.7	-222.51724	13993	1	2383	297.097	298.1043	1	1586	229.1152	230.1225
298.104311	266.125697	523045.34	489350.24	143.84406	668	1	2384	297.097	298.1043	1	1842	265.1184	266.1257
298.104311	272.161442	-484494.76	-512406.55	-274.92642	14449	1	2385	297.097	298.1043	1	1933	271.1542	272.1614
298.104311	288.204002	-607653.37	-698757.12	-158.99116	12977	1	2386	297.097	298.1043	1	2111	287.1967	288.204
298.104311	298.104311	34162092.0	34115554.0	1607.3429	-1	1	2387	297.097	298.1043	1	2390	297.097	298.1043
298.104311	300.156407	1787657.9	662922.48	34.776938	4401	1	2388	297.097	298.1043	1	2530	299.1491	300.1564
298.104311	301.159861	669378.19	570223.51	104.88901	1530	1	2389	297.097	298.1043	1	2569	299.1491	300.1564
298.104311	316.114992	-337990.15	-422698.64	-75.830193	10337	1	2371	297.097	298.1043	1	2730	315.1077	316.115
298.104311	371.193813	690772.26	615796.99	114.81155	1237	1	2380	297.097	298.1043	1	2945	370.1865	371.1938
298.104311	383.194391	-1777593.9	-1917184.8	-359.129	14774	1	2370	297.097	298.1043	1	3107	382.1871	383.1944
298.104311	397.173179	493719.07	465861.04	117.81147	1164	1	2358	297.097	298.1043	1	3179	396.1659	397.1732
298.104311	397.19662	111012.59	-1063.6667	-0.15781147	6638	1	2350	297.097	298.1043	1	3374	396.1893	397.1966
298.104311	398.232448	-113208.42	-139520.77	-33.996211	8396	1	2351	297.097	298.1043	1	3553	397.2252	398.2324
298.104311	399.225909	647722.64	639709.45	166.56654	412	1	2352	297.097	298.1043	1	3551	397.2252	398.2324
298.104311	401.20454	-130257.73	-171263.44	-54.079938	9349	1	2353	297.097	298.1043	1	3713	400.1973	401.2045
298.104311	401.288604	-469341.9	-686392.3	-84.304888	10704	1	2354	297.097	298.1043	1	3881	400.2813	401.2886
298.104311	402.292021	-18224.212	-38478.501	-12.231265	7273	1	2355	297.097	298.1043	1	3963	400.2813	401.2886
298.104311	411.188975	-62015.296	-155779.69	-26.288943	8001	1	2356	297.097	298.1043	1	4151	410.1817	411.189
298.104311	415.183883	525908.53	57771.039	4.5953562	5999	1	2357	297.097	298.1043	1	4337	414.1766	415.1839
298.104311	416.187017	-43180.083	-107678.98	-23.885664	7882	1	2359	297.097	298.1043	1	4191	414.1766	415.1839
298.104311	425.707564	-196786.37	-205769.4	-70.345047	10107	1	2368	297.097	298.1043	1	4449	424.7003	425.7076
298.104311	428.215597	71340.105	39440.279	9.4566238	5753	1	2360	297.097	298.1043	1	4538	427.2083	428.2156
298.104311	429.1995	193428.23	84531.362	15.60052	5408	1	2361	297.097	298.1043	1	4612	427.2083	428.2156
298.104311	460.254049	-517866.49	-536887.69	-129.84463	12255	1	2362	297.097	298.1043	3	4757	1377.7403	1378.7476
298.104311	460.588166	-420977.74	-446528.08	-169.94251	13212	1	2363	297.097	298.1043	3	4793	1377.7403	1378.7476
298.104311	475.739504	269810.36	233176.03	64.148838	2977	1	2364	297.097	298.1043	1	5005	474.7322	475.7395
298.104311	476.273741	2083228.1	1667741.7	110.11337	1374	1	2365	297.097	298.1043	2	5057	950.5329	951.5402
298.104311	476.775123	-470253.21	-616395.49	-84.645667	10714	1	2366	297.097	298.1043	2	5212	950.5329	951.5402
298.104311	482.226425	-332432.69	-387283.25	-111.90685	11717	1	2367	297.097	298.1043	1	5271	481.2191	482.2264
298.104311	482.262768	302717.17	268603.6	84.429408	2195	1	2369	297.097	298.1043	1	5476	481.2555	482.2628
298.104311	486.22122	-39881.007	-63780.575	-26.623358	8021	1	2391	297.097	298.1043	1	5741	485.2139	486.2212
298.104311	487.266092	-420532.3	-513601.84	-87.975919	10849	1	2414	297.097	298.1043	2	5764	972.5176	973.5249
298.104311	487.767518	302661.78	281276.19	75.863361	2501	1	2393	297.097	298.1043	2	5900	972.5176	973.5249
298.104311	489.73711	-836659.51	-909318.82	-230.81356	14084	1	2416	297.097	298.1043	1	6076	488.7298	489.7371
298.104311	494.237812	-259986.33	-264081.52	-101.65799	11363	1	2417	297.097	298.1043	1	6216	493.2305	494.2378
298.104311	495.779102	-790631.4	-821398.86	-324.07146	14685	1	2418	297.097	298.1043	1	6367	494.7718	495.7791
298.104311	497.264778	-457703.56	-494257.24	-62.577249	9781	1	2419	297.097	298.1043	1	6450	496.2575	497.2648
298.104311	500.237156	-286408.61	-345812.72	-85.373344	10750	1	2420	297.097	298.1043	1	6624	499.2299	500.2372
298.104311	500.273383	-169950.77	-288660.89	-46.052617	8973	1	2425	297.097	298.1043	1	6947	499.2661	500.2734
298.104311	500.357482	1463130.5	1285599.7	150.17376	582	1	2422	297.097	298.1043	1	7128	499.3502	500.3575
298.104311	501.360683	148277.49	99974.519	29.613257	4646	1	2423	297.097	298.1043	1	6965	499.3502	500.3575
298.104311	503.268414	-735023.49	-800529.09	-121.89928	12021	1	2424	297.097	298.1043	3	7196	1506.7834	1507.7907
298.104311	503.602581	-202682.22	-223746.74	-53.413286	9315	1	2427	297.097	298.1043	3	7302	1506.7834	1507.7907
298.104311	504.784561	2899352.6	1788805.4	73.831128	2590	1	2426	297.097	298.1043	2	7475	1007.5546	1008.5618
298.104311	505.285893	2931295.3	2649024.6	181.50549	299	1	2434	297.097	298.1043	2	7336	1007.5546	1008.5618
298.104311	505.787346	163552.5	122910.67	22.091404	5055	1	2433	297.097	298.1043	2	7348	1007.5546	1008.5618
298.104311	510.25783	-213759.85	-249231.33	-108.20558	11600	1	2432	297.097	298.1043	1	7570	509.2506	510.2578
298.104311	517.276486	229284.77	196075.19	27.122914	4799	1	2435	297.097	298.1043	1	7827	516.2692	517.2765
298.104311	521.297717	446418.77	377571.93	54.105226	3455	1	2430	297.097	298.1043	3	7988	1560.8713	1561.8786
298.104311	521.631926	572685.54	546683.49	94.947519	1836	1	2429	297.097	298.1043	3	7959	1560.8713	1561.8786
298.104311	524.284538	291400.46	290631.28	43.502424	3973	1	2428	297.097	298.1043	3	8144	1569.8318	1570.8391
298.104311	524.616921	476996.78	489727.82	71.970119	2665	1	2431	297.097	298.1043	3	8052	1569.8318	1570.8391
298.104311	524.951635	111735.51	99032.246	21.350811	5098	1	2415	297.097	298.1043	3	8019	1569.8318	1570.8391
298.104311	528.268562	-982052.03	-1155530.8	-180.09145	13398	1	2421	297.097	298.1043	1	8342	527.2613	528.2686
298.104311	529.270973	28278.737	-2927.9547	-0.90314	6677	1	2413	297.097	298.1043	1	8217	527.2613	528.2686
298.104311	530.2879	1670506.0	1598588.5	84.214703	2206	1	2402	297.097	298.1043	1	8300	527.2613	528.2686
298.104311	530.621016	699615.08	688824.4	46.69732	3808	1	2394	297.097	298.1043	3	8401	1588.8412	1589.8485
298.104311	530.954686	1017016.2	820555.51	81.670407	2286	1	2395	297.097	298.1043	3	8427	1588.8412	1589.8485
298.104311	531.286332	107991.48	-13925.266	-1.922997	6717	1	2396	297.097	298.1043	1	8220	527.2613	528.2686
298.104311	531.297907	737306.8	711107.85	101.1305	1623	1	2397	297.097	298.1043	3	8358	1588.8412	1589.8485
298.104311	531.621297	-142207.78	-176634.92	-33.376064	8367	1	2398	297.097	298.1043	3	8372	1588.8412	1589.8485
298.104311	531.794223	-1168108.6	-1245679.4	-342.91872	14739	1	2399	297.097	298.1043	1	8651	530.7869	531.7942
298.104311	532.294456	37634.093	6015.9837	1.5345658	6190	1	2400	297.097	298.1043	1	8307	527.2613	528.2686
298.104311	535.850077	-58700.984	-90804.662	-14.661644	7409	1	2401	297.097	298.1043	3	8782	1604.5284	1605.5357
298.104311	535.955778	411047.39	383912.25	60.892809	3102	1	2403	297.097	298.1043	3	9016	1604.8455	1605.8528
298.104311	536.182618	-37733.088	-82027.319	-14.491454	7394	1	2412	297.097	298.1043	3	8739	1604.5284	1605.5357
298.104311	536.242818	0.0	0.0	0.0	6384	1	2404	297.097	298.1043	1	9148	535.2355	536.2428
298.104311	536.291421	461072.75	-333208.32	-5.7941388	6931	1	2405	297.097	298.1043	3	8989	1604.8455	1605.8528
298.104311	536.625725	444011.28	-7320.7771	-0.17031272	6640	1	2406	297.097	298.1043	3	9041	1604.8455	1605.8528
298.104311	536.959897	864003.83	11192.39	0.53049097	6255	1	2407	297.097	298.1043	3	8875	1604.8455	1605.8528
298.104311	537.279979	-729397.45	-816473.15	-186.15423	13498	1	2408	297.097	298.1043	3	8935	1604.8455	1605.8528
298.104311	540.30326	5025314.8	2308165.2	57.937738	3256	1	2409	297.097	298.1043	2	9302	1078.592	1079.5992
298.104311	540.804661	2068787.1	959931.1	42.094549	4045	1	2410	297.097	298.1043	2	9268	1078.592	1079.5992
298.104311	541.306032	-626263.47	-759471.04	-103.69932	11451	1	2411	297.097	298.1043	2	9321	1078.592	1079.5992
298.104311	554.258768	-506366.36	-629200.24	-83.127636	10655	1	2349	297.097	298.1043	2	9566	1106.503	1107.5103
298.104311	554.760058	-668891.45	-690472.73	-259.38153	14336	1	2392	297.097	298.1043	2	9539	1106.503	1107.5103
298.104311	565.275177	349581.0	138292.56	13.791083	5508	1	2347	297.097	298.1043	1	9641	564.2679	565.2752
298.104311	566.278227	841892.98	796872.0	160.08855	477	1	2304	297.097	298.1043	1	9630	564.2679	565.2752
298.104311	587.840184	-52910.647	-90955.926	-22.796127	7823	1	2285	297.097	298.1043	2	9895	1173.6658	1174.6731
298.104311	588.337358	1085156.0	1065701.7	155.39327	530	1	2286	297.097	298.1043	2	9865	1173.6658	1174.6731
298.104311	596.845575	3110893.4	887706.76	27.120057	4800	1	2287	297.097	298.1043	2	9927	1191.6766	1192.6839
298.104311	597.346987	5788007.9	4972690.0	226.21695	137	1	2288	297.097	298.1043	2	9955	1191.6766	1192.6839
298.104311	597.848378	981606.59	815187.58	85.494146	2164	1	2289	297.097	298.1043	2	9927	1191.6766	1192.6839
298.104311	599.30583	-453487.24	-504013.13	-119.65363	11954	1	2290	297.097	298.1043	1	10153	598.2986	599.3058
298.104311	603.793117	-331045.0	-389689.26	-117.72402	11896	1	2291	297.097	298.1043	1	10376	602.7858	603.7931
