m/z A	m/z B	Covariance	Partial Cov.	Score	Ranking
646.3727	229.119	482789.12	467063.97	89.629241	2014
229.119	646.3727	482789.12	467063.97	89.629241	2014
398.2324	661.3574	1193779.4	1131684.3	89.605965	2015
661.3574	398.2324	1193779.4	1131684.3	89.605965	2015
530.621	530.621	2913092.2	2907017.5	89.594907	2016
530.621	530.621	2913092.2	2907017.5	89.594907	2016
415.1839	425.7076	542351.91	529901.92	89.58241	2017
425.7076	415.1839	542351.91	529901.92	89.58241	2017
666.8877	230.1225	3601499.9	2605823.3	89.544232	2018
230.1225	666.8877	3601499.9	2605823.3	89.544232	2018
680.8728	500.3575	2860843.7	2180103.8	89.536557	2019
500.3575	680.8728	2860843.7	2180103.8	89.536557	2019
680.8728	230.1225	4900867.0	3168540.1	89.521043	2020
230.1225	680.8728	4900867.0	3168540.1	89.521043	2020
230.1225	503.2684	2043199.8	1799451.6	89.50969	2021
503.2684	230.1225	2043199.8	1799451.6	89.50969	2021
750.3565	666.8877	621288.08	592145.52	89.409483	2022
666.8877	750.3565	621288.08	592145.52	89.409483	2022
156.1024	951.5419	529196.37	491027.55	89.396197	2023
951.5419	156.1024	529196.37	491027.55	89.396197	2023
401.2886	156.1024	292982.61	275410.91	89.35344	2024
156.1024	401.2886	292982.61	275410.91	89.35344	2024
745.3944	1204.639	658567.52	619561.43	89.320742	2025
1204.639	745.3944	658567.52	619561.43	89.320742	2025
736.3898	746.3077	839447.95	847445.05	89.295439	2026
746.3077	736.3898	839447.95	847445.05	89.295439	2026
500.3575	460.254	1165887.3	1068418.9	89.286209	2027
460.254	500.3575	1165887.3	1068418.9	89.286209	2027
398.2324	680.8728	1552518.0	1474127.2	89.243457	2028
680.8728	398.2324	1552518.0	1474127.2	89.243457	2028
757.4601	680.8728	1808946.7	1612922.0	89.202881	2029
680.8728	757.4601	1808946.7	1612922.0	89.202881	2029
500.3575	398.2324	435895.31	408584.98	89.100312	2030
398.2324	500.3575	435895.31	408584.98	89.100312	2030
675.3659	540.3033	4156028.3	3039467.7	89.096091	2031
540.3033	675.3659	4156028.3	3039467.7	89.096091	2031
661.3574	759.392	1249463.8	1117370.6	89.079428	2032
759.392	661.3574	1249463.8	1117370.6	89.079428	2032
1091.5547	530.621	1551442.0	1546664.8	89.002318	2033
530.621	1091.5547	1551442.0	1546664.8	89.002318	2033
680.8728	629.4008	1687594.4	1399033.0	88.995561	2034
629.4008	680.8728	1687594.4	1399033.0	88.995561	2034
661.3574	530.621	1190624.7	1109379.3	88.979945	2035
530.621	661.3574	1190624.7	1109379.3	88.979945	2035
659.3534	500.3575	495229.03	469142.51	88.967018	2036
500.3575	659.3534	495229.03	469142.51	88.967018	2036
540.3033	1204.639	4300413.2	3485283.3	88.910893	2037
1204.639	540.3033	4300413.2	3485283.3	88.910893	2037
460.254	667.8612	727172.3	705012.9	88.908719	2038
667.8612	460.254	727172.3	705012.9	88.908719	2038
757.4601	229.119	592159.46	553622.23	88.892953	2039
229.119	757.4601	592159.46	553622.23	88.892953	2039
599.3058	666.8877	1114761.8	1033503.3	88.877308	2040
666.8877	599.3058	1114761.8	1033503.3	88.877308	2040
725.8786	300.1564	722992.24	643247.79	88.789421	2041
300.1564	725.8786	722992.24	643247.79	88.789421	2041
201.0877	428.2156	265749.77	248682.32	88.779564	2042
428.2156	201.0877	265749.77	248682.32	88.779564	2042
688.8703	510.2578	431130.18	404548.8	88.735824	2043
510.2578	688.8703	431130.18	404548.8	88.735824	2043
680.8728	540.3033	10567628.0	7000583.4	88.699358	2044
540.3033	680.8728	10567628.0	7000583.4	88.699358	2044
524.2845	688.8703	5422312.1	4638823.5	88.560926	2045
688.8703	524.2845	5422312.1	4638823.5	88.560926	2045
625.8395	504.7846	1591692.5	1485562.5	88.543567	2046
504.7846	625.8395	1591692.5	1485562.5	88.543567	2046
495.7791	183.1134	991007.97	844949.63	88.526193	2047
183.1134	495.7791	991007.97	844949.63	88.526193	2047
428.2156	401.2886	563230.61	515836.32	88.465201	2048
401.2886	428.2156	563230.61	515836.32	88.465201	2048
596.8456	645.3542	8957616.5	5671951.1	88.449479	2049
645.3542	596.8456	8957616.5	5671951.1	88.449479	2049
646.3727	500.2734	944064.74	872120.44	88.410786	2050
500.2734	646.3727	944064.74	872120.44	88.410786	2050
599.3058	814.482	2583611.8	1956845.8	88.376096	2051
814.482	599.3058	2583611.8	1956845.8	88.376096	2051
717.9045	535.9558	621968.17	568855.03	88.37583	2052
535.9558	717.9045	621968.17	568855.03	88.37583	2052
540.3033	524.2845	1761544.3	1759342.6	88.3662	2053
524.2845	540.3033	1761544.3	1759342.6	88.3662	2053
554.2588	1008.5639	2870401.6	2161195.7	88.278817	2054
1008.5639	554.2588	2870401.6	2161195.7	88.278817	2054
202.1275	721.8903	1723516.1	1498260.9	88.252527	2055
721.8903	202.1275	1723516.1	1498260.9	88.252527	2055
521.2977	510.2578	873521.09	853702.15	88.191404	2056
510.2578	521.2977	873521.09	853702.15	88.191404	2056
383.1944	535.8501	1215789.2	1119493.9	88.17785	2057
535.8501	383.1944	1215789.2	1119493.9	88.17785	2057
667.8612	645.3542	1370868.3	1266956.0	88.169694	2058
645.3542	667.8612	1370868.3	1266956.0	88.169694	2058
675.3659	667.8612	973302.2	903750.9	88.154119	2059
667.8612	675.3659	973302.2	903750.9	88.154119	2059
195.0884	428.2156	546359.89	457418.13	88.144572	2060
428.2156	195.0884	546359.89	457418.13	88.144572	2060
587.8402	661.3574	913407.39	823623.45	88.106704	2061
661.3574	587.8402	913407.39	823623.45	88.106704	2061
603.7931	645.3542	743759.96	677433.85	88.072417	2062
645.3542	603.7931	743759.96	677433.85	88.072417	2062
646.3727	528.2686	1149216.0	1044079.1	88.054606	2063
528.2686	646.3727	1149216.0	1044079.1	88.054606	2063
629.4008	688.8703	17030174.0	7388783.0	87.997376	2064
688.8703	629.4008	17030174.0	7388783.0	87.997376	2064
951.5419	629.4008	431438.58	399120.16	87.9936	2065
629.4008	951.5419	431438.58	399120.16	87.9936	2065
745.3944	736.3898	663909.05	672065.12	87.962426	2066
736.3898	745.3944	663909.05	672065.12	87.962426	2066
521.2977	425.7076	726963.16	721944.08	87.86013	2067
425.7076	521.2977	726963.16	721944.08	87.86013	2067
599.3058	1107.5126	539848.74	495683.9	87.845228	2068
1107.5126	599.3058	539848.74	495683.9	87.845228	2068
504.7846	554.2588	3401330.3	2886329.7	87.768782	2069
554.2588	504.7846	3401330.3	2886329.7	87.768782	2069
645.3542	587.8402	721867.64	669919.42	87.753631	2070
587.8402	645.3542	721867.64	669919.42	87.753631	2070
666.8877	1107.5126	877165.54	811743.55	87.752778	2071
1107.5126	666.8877	877165.54	811743.55	87.752778	2071
540.3033	476.2737	2344146.5	1925836.4	87.749261	2072
476.2737	540.3033	2344146.5	1925836.4	87.749261	2072
688.8703	587.8402	1135235.6	1095170.9	87.749168	2073
587.8402	688.8703	1135235.6	1095170.9	87.749168	2073
272.1614	645.3542	712954.65	638422.61	87.668436	2074
645.3542	272.1614	712954.65	638422.61	87.668436	2074
745.3944	1091.5547	2908185.3	2462713.6	87.659454	2075
1091.5547	745.3944	2908185.3	2462713.6	87.659454	2075
814.482	500.2372	989293.56	843872.24	87.641433	2076
500.2372	814.482	989293.56	843872.24	87.641433	2076
721.8903	510.2578	639280.16	609658.85	87.640659	2077
510.2578	721.8903	639280.16	609658.85	87.640659	2077
528.2686	978.4691	2442488.7	2346876.1	87.637196	2078
978.4691	528.2686	2442488.7	2346876.1	87.637196	2078
629.4008	653.8751	7191908.0	4345893.8	87.62591	2079
653.8751	629.4008	7191908.0	4345893.8	87.62591	2079
535.9558	660.3871	3680561.0	2931598.9	87.54991	2080
660.3871	535.9558	3680561.0	2931598.9	87.54991	2080
535.8501	1204.639	979500.12	955900.42	87.549801	2081
1204.639	535.8501	979500.12	955900.42	87.549801	2081
688.8703	688.8703	1117106.8	1045285.7	87.533475	2082
688.8703	688.8703	1117106.8	1045285.7	87.533475	2082
694.319	475.7395	514930.39	476329.18	87.474277	2083
475.7395	694.319	514930.39	476329.18	87.474277	2083
667.8612	759.392	1937497.6	1664094.4	87.437958	2084
759.392	667.8612	1937497.6	1664094.4	87.437958	2084
524.2845	1204.639	748688.45	737467.61	87.406284	2085
1204.639	524.2845	748688.45	737467.61	87.406284	2085
757.4601	596.8456	3740897.7	2783658.8	87.399952	2086
596.8456	757.4601	3740897.7	2783658.8	87.399952	2086
622.2969	489.7371	641564.71	561850.16	87.399667	2087
489.7371	622.2969	641564.71	561850.16	87.399667	2087
645.3542	745.3944	4222273.6	3084241.2	87.384552	2088
745.3944	645.3542	4222273.6	3084241.2	87.384552	2088
487.2661	524.2845	831086.71	805681.86	87.366139	2089
524.2845	487.2661	831086.71	805681.86	87.366139	2089
398.2324	745.3944	1068752.3	1043784.7	87.333118	2090
745.3944	398.2324	1068752.3	1043784.7	87.333118	2090
667.8612	629.4008	1164436.1	1018633.6	87.314799	2091
629.4008	667.8612	1164436.1	1018633.6	87.314799	2091
495.7791	486.2212	313377.26	297576.6	87.297514	2092
486.2212	495.7791	313377.26	297576.6	87.297514	2092
540.3033	229.119	36074714.0	10141223.0	87.29603	2093
229.119	540.3033	36074714.0	10141223.0	87.29603	2093
383.1944	1008.5639	1512297.5	1134599.1	87.255238	2094
1008.5639	383.1944	1512297.5	1134599.1	87.255238	2094
745.3944	746.3077	1671001.0	1584066.1	87.188127	2095
746.3077	745.3944	1671001.0	1584066.1	87.188127	2095
625.8395	717.9045	613494.04	602821.12	87.158989	2096
717.9045	625.8395	613494.04	602821.12	87.158989	2096
528.2686	951.5419	938324.39	774321.38	87.148577	2097
951.5419	528.2686	938324.39	774321.38	87.148577	2097
753.8961	187.072	5504040.2	3353525.0	87.137008	2098
187.072	753.8961	5504040.2	3353525.0	87.137008	2098
397.1966	517.2765	1273665.7	1193687.7	87.106833	2099
517.2765	397.1966	1273665.7	1193687.7	87.106833	2099
411.189	482.2264	763239.03	652726.23	87.055178	2100
482.2264	411.189	763239.03	652726.23	87.055178	2100
230.1225	535.9558	19995470.0	14772876.0	87.048814	2101
535.9558	230.1225	19995470.0	14772876.0	87.048814	2101
530.621	629.4008	2709567.2	1999871.0	87.046499	2102
629.4008	530.621	2709567.2	1999871.0	87.046499	2102
528.2686	688.8703	1169482.2	1104366.9	87.020312	2103
688.8703	528.2686	1169482.2	1104366.9	87.020312	2103
528.2686	1079.6018	2040151.7	1623774.5	86.98323	2104
1079.6018	528.2686	2040151.7	1623774.5	86.98323	2104
524.2845	398.2324	938600.86	945798.95	86.926385	2105
398.2324	524.2845	938600.86	945798.95	86.926385	2105
645.3542	554.2588	1219423.4	1080499.4	86.903069	2106
554.2588	645.3542	1219423.4	1080499.4	86.903069	2106
725.8786	535.9558	3511649.4	2818741.9	86.875907	2107
535.9558	725.8786	3511649.4	2818741.9	86.875907	2107
629.4008	528.2686	919318.78	806587.45	86.81271	2108
528.2686	629.4008	919318.78	806587.45	86.81271	2108
680.8728	675.3659	1389816.5	1239070.1	86.802043	2109
675.3659	680.8728	1389816.5	1239070.1	86.802043	2109
524.2845	482.2264	464252.2	449279.85	86.770882	2110
482.2264	524.2845	464252.2	449279.85	86.770882	2110
487.2661	599.3058	536533.87	513315.65	86.769636	2111
599.3058	487.2661	536533.87	513315.65	86.769636	2111
645.3542	398.2324	569651.65	559259.23	86.759753	2112
398.2324	645.3542	569651.65	559259.23	86.759753	2112
659.3534	503.2684	639858.79	628482.68	86.717331	2113
503.2684	659.3534	639858.79	628482.68	86.717331	2113
666.8877	680.8728	1863505.8	1622740.2	86.700134	2114
680.8728	666.8877	1863505.8	1622740.2	86.700134	2114
653.8751	736.3898	3255150.2	4089075.3	86.683647	2115
736.3898	653.8751	3255150.2	4089075.3	86.683647	2115
661.3574	554.2588	1064484.8	1013554.6	86.680775	2116
554.2588	661.3574	1064484.8	1013554.6	86.680775	2116
482.2628	476.2737	887919.85	780793.42	86.670795	2117
476.2737	482.2628	887919.85	780793.42	86.670795	2117
229.119	680.8728	832669.26	749201.34	86.624054	2118
680.8728	229.119	832669.26	749201.34	86.624054	2118
524.2845	661.3574	1549406.7	1519428.0	86.607464	2119
661.3574	524.2845	1549406.7	1519428.0	86.607464	2119
383.1944	680.8728	4001700.4	2823415.4	86.565516	2120
680.8728	383.1944	4001700.4	2823415.4	86.565516	2120
517.2765	667.8612	1420037.4	1354473.4	86.530091	2121
667.8612	517.2765	1420037.4	1354473.4	86.530091	2121
201.1241	504.7846	1214447.6	1070257.0	86.526679	2122
504.7846	201.1241	1214447.6	1070257.0	86.526679	2122
201.1241	1008.5639	52788146.0	11711193.0	86.505246	2123
1008.5639	201.1241	52788146.0	11711193.0	86.505246	2123
879.3997	759.392	1317938.3	1121477.1	86.480443	2124
759.392	879.3997	1317938.3	1121477.1	86.480443	2124
500.2372	645.3542	869080.86	781287.04	86.4616	2125
645.3542	500.2372	869080.86	781287.04	86.4616	2125
497.2648	753.8961	3769861.3	3067739.0	86.457624	2126
753.8961	497.2648	3769861.3	3067739.0	86.457624	2126
661.3574	535.9558	13232999.0	11482046.0	86.456355	2127
535.9558	661.3574	13232999.0	11482046.0	86.456355	2127
596.8456	660.3871	1238022.4	1091868.7	86.452134	2128
660.3871	596.8456	1238022.4	1091868.7	86.452134	2128
300.1564	721.8903	945066.23	862264.72	86.429976	2129
721.8903	300.1564	945066.23	862264.72	86.429976	2129
625.8395	460.254	593687.89	586536.18	86.401281	2130
460.254	625.8395	593687.89	586536.18	86.401281	2130
1091.5547	494.2378	295341.12	293528.12	86.352443	2131
494.2378	1091.5547	295341.12	293528.12	86.352443	2131
528.2686	753.8961	2429173.5	2337962.9	86.342302	2132
753.8961	528.2686	2429173.5	2337962.9	86.342302	2132
476.2737	814.482	10836613.0	5682567.5	86.297854	2133
814.482	476.2737	10836613.0	5682567.5	86.297854	2133
646.3727	731.9127	736052.57	721969.5	86.2952	2134
731.9127	646.3727	736052.57	721969.5	86.2952	2134
759.392	645.3542	1194577.7	1045113.3	86.286727	2135
645.3542	759.392	1194577.7	1045113.3	86.286727	2135
517.2765	757.4601	1132118.0	1082794.1	86.278388	2136
757.4601	517.2765	1132118.0	1082794.1	86.278388	2136
675.3659	175.1196	1387361.8	1168088.9	86.24731	2137
175.1196	675.3659	1387361.8	1168088.9	86.24731	2137
745.3944	497.2648	1223035.1	1188349.7	86.233719	2138
497.2648	745.3944	1223035.1	1188349.7	86.233719	2138
1079.6018	475.7395	772335.47	647219.76	86.221816	2139
475.7395	1079.6018	772335.47	647219.76	86.221816	2139
535.8501	503.2684	2252744.4	2190396.9	86.217875	2140
503.2684	535.8501	2252744.4	2190396.9	86.217875	2140
661.3574	530.621	3628202.4	2866028.9	86.206154	2141
530.621	661.3574	3628202.4	2866028.9	86.206154	2141
759.392	1008.5639	2781395.2	1981825.4	86.199119	2142
1008.5639	759.392	2781395.2	1981825.4	86.199119	2142
680.8728	1079.6018	1166538.1	1033925.5	86.194116	2143
1079.6018	680.8728	1166538.1	1033925.5	86.194116	2143
528.2686	383.1944	2081996.7	1716306.1	86.180066	2144
383.1944	528.2686	2081996.7	1716306.1	86.180066	2144
666.8877	535.9558	805416.66	755455.64	86.124023	2145
535.9558	666.8877	805416.66	755455.64	86.124023	2145
725.8786	316.115	677017.21	608891.01	86.113912	2146
316.115	725.8786	677017.21	608891.01	86.113912	2146
680.8728	500.3575	4950234.0	3213499.0	86.100542	2147
500.3575	680.8728	4950234.0	3213499.0	86.100542	2147
487.2661	667.8612	1533159.3	1349417.0	85.995704	2148
667.8612	487.2661	1533159.3	1349417.0	85.995704	2148
528.2686	500.2734	1021522.4	940870.03	85.977682	2149
500.2734	528.2686	1021522.4	940870.03	85.977682	2149
753.8961	195.0884	10604764.0	5008484.3	85.950033	2150
195.0884	753.8961	10604764.0	5008484.3	85.950033	2150
495.7791	1079.6018	567055.69	539801.27	85.906131	2151
1079.6018	495.7791	567055.69	539801.27	85.906131	2151
460.254	745.3944	941727.42	917482.96	85.860694	2152
745.3944	460.254	941727.42	917482.96	85.860694	2152
316.115	587.8402	593989.24	558578.44	85.844288	2153
587.8402	316.115	593989.24	558578.44	85.844288	2153
500.2734	500.2372	937780.93	786251.2	85.823021	2154
500.2372	500.2734	937780.93	786251.2	85.823021	2154
622.2969	554.2588	577959.86	554283.03	85.766755	2155
554.2588	622.2969	577959.86	554283.03	85.766755	2155
524.2845	645.3542	1307101.2	1306103.6	85.758978	2156
645.3542	524.2845	1307101.2	1306103.6	85.758978	2156
753.8961	554.2588	785363.78	757992.92	85.735454	2157
554.2588	753.8961	785363.78	757992.92	85.735454	2157
530.621	521.2977	856279.08	841640.96	85.658639	2158
521.2977	530.621	856279.08	841640.96	85.658639	2158
540.3033	587.8402	2974316.5	2510780.0	85.628883	2159
587.8402	540.3033	2974316.5	2510780.0	85.628883	2159
1079.6018	500.2734	1655669.6	1250243.9	85.627185	2160
500.2734	1079.6018	1655669.6	1250243.9	85.627185	2160
476.2737	750.3565	2156255.0	1702790.0	85.582294	2161
750.3565	476.2737	2156255.0	1702790.0	85.582294	2161
653.8751	660.3871	4870979.6	3707994.3	85.580999	2162
660.3871	653.8751	4870979.6	3707994.3	85.580999	2162
757.4601	646.3727	941654.53	899764.64	85.507385	2163
646.3727	757.4601	941654.53	899764.64	85.507385	2163
298.1043	596.8456	981606.59	815187.58	85.494146	2164
596.8456	298.1043	981606.59	815187.58	85.494146	2164
495.7791	504.7846	1626990.0	1440373.0	85.458889	2165
504.7846	495.7791	1626990.0	1440373.0	85.458889	2165
371.1938	680.8728	1433243.6	1192058.0	85.39782	2166
680.8728	371.1938	1433243.6	1192058.0	85.39782	2166
482.2628	587.8402	439860.24	425599.7	85.342938	2167
587.8402	482.2628	439860.24	425599.7	85.342938	2167
535.9558	530.621	7321146.6	7067064.7	85.314356	2168
530.621	535.9558	7321146.6	7067064.7	85.314356	2168
680.8728	397.1966	2404077.2	2043542.5	85.270036	2169
397.1966	680.8728	2404077.2	2043542.5	85.270036	2169
759.392	753.8961	4333089.2	3257951.4	85.203194	2170
753.8961	759.392	4333089.2	3257951.4	85.203194	2170
504.7846	680.8728	1976392.1	1845652.7	85.19091	2171
680.8728	504.7846	1976392.1	1845652.7	85.19091	2171
750.3565	530.621	895806.42	867212.68	85.18461	2172
530.621	750.3565	895806.42	867212.68	85.18461	2172
666.8877	316.115	995622.03	859389.28	85.061872	2173
316.115	666.8877	995622.03	859389.28	85.061872	2173
187.072	629.4008	373698.4	354182.17	85.050084	2174
629.4008	187.072	373698.4	354182.17	85.050084	2174
528.2686	661.3574	3198159.1	3028439.5	85.018232	2175
661.3574	528.2686	3198159.1	3028439.5	85.018232	2175
528.2686	645.3542	1125510.3	929307.39	84.979968	2176
645.3542	528.2686	1125510.3	929307.39	84.979968	2176
504.7846	201.0877	1197826.9	1046802.9	84.90533	2177
201.0877	504.7846	1197826.9	1046802.9	84.90533	2177
535.9558	565.2752	598984.01	514746.51	84.901862	2178
565.2752	535.9558	598984.01	514746.51	84.901862	2178
528.2686	487.2661	1712443.5	1365509.1	84.888465	2179
487.2661	528.2686	1712443.5	1365509.1	84.888465	2179
486.2212	175.1196	822837.22	711006.4	84.866864	2180
175.1196	486.2212	822837.22	711006.4	84.866864	2180
476.2737	531.7942	1412204.8	1168610.3	84.825091	2181
531.7942	476.2737	1412204.8	1168610.3	84.825091	2181
814.482	156.1024	1732632.9	1231797.9	84.807342	2182
156.1024	814.482	1732632.9	1231797.9	84.807342	2182
666.8877	156.1024	624832.73	550183.54	84.79838	2183
156.1024	666.8877	624832.73	550183.54	84.79838	2183
298.1043	229.119	272480.37	246533.42	84.792553	2184
229.119	298.1043	272480.37	246533.42	84.792553	2184
187.072	599.3058	449006.82	420162.18	84.746406	2185
599.3058	187.072	449006.82	420162.18	84.746406	2185
814.482	535.9558	9705829.2	8600968.0	84.645946	2186
535.9558	814.482	9705829.2	8600968.0	84.645946	2186
272.1614	629.4008	734884.9	634056.11	84.644145	2187
629.4008	272.1614	734884.9	634056.11	84.644145	2187
587.8402	1008.5639	818277.02	715335.89	84.622968	2188
1008.5639	587.8402	818277.02	715335.89	84.622968	2188
195.0884	528.2686	337139.42	311651.28	84.598961	2189
528.2686	195.0884	337139.42	311651.28	84.598961	2189
745.3944	759.392	1228882.6	1116124.3	84.578795	2190
759.392	745.3944	1228882.6	1116124.3	84.578795	2190
535.8501	753.8961	10847836.0	7262481.8	84.514279	2191
753.8961	535.8501	10847836.0	7262481.8	84.514279	2191
187.072	503.2684	470752.56	458727.07	84.47941	2192
503.2684	187.072	470752.56	458727.07	84.47941	2192
524.2845	504.7846	1807276.0	1730225.6	84.478412	2193
504.7846	524.2845	1807276.0	1730225.6	84.478412	2193
688.8703	202.1275	116018180.0	20474223.0	84.440728	2194
202.1275	688.8703	116018180.0	20474223.0	84.440728	2194
298.1043	482.2628	302717.17	268603.6	84.429408	2195
482.2628	298.1043	302717.17	268603.6	84.429408	2195
517.2765	736.3898	825587.67	832735.79	84.356319	2196
736.3898	517.2765	825587.67	832735.79	84.356319	2196
659.3534	401.2886	364523.09	353584.55	84.351285	2197
401.2886	659.3534	364523.09	353584.55	84.351285	2197
814.482	524.2845	2477840.8	2320258.7	84.301798	2198
524.2845	814.482	2477840.8	2320258.7	84.301798	2198
745.3944	951.5419	1167766.8	1064822.7	84.295705	2199
951.5419	745.3944	1167766.8	1064822.7	84.295705	2199
599.3058	745.3944	1098851.0	1050907.5	84.271374	2200
745.3944	599.3058	1098851.0	1050907.5	84.271374	2200
229.119	622.2969	298329.07	269862.66	84.244036	2201
622.2969	229.119	298329.07	269862.66	84.244036	2201
415.1839	753.8961	3847745.0	2608851.4	84.23579	2202
753.8961	415.1839	3847745.0	2608851.4	84.23579	2202
645.3542	745.3944	1084416.2	1019152.8	84.225538	2203
745.3944	645.3542	1084416.2	1019152.8	84.225538	2203
504.7846	759.392	4586502.3	3250789.7	84.221844	2204
759.392	504.7846	4586502.3	3250789.7	84.221844	2204
530.621	540.3033	3730767.1	3699880.4	84.218272	2205
540.3033	530.621	3730767.1	3699880.4	84.218272	2205
298.1043	528.2686	1670506.0	1598588.5	84.214703	2206
528.2686	298.1043	1670506.0	1598588.5	84.214703	2206
187.072	266.1257	196144.02	176907.88	84.208176	2207
266.1257	187.072	196144.02	176907.88	84.208176	2207
528.2686	759.392	2810979.5	2724480.7	84.194665	2208
759.392	528.2686	2810979.5	2724480.7	84.194665	2208
540.3033	272.1614	910568.16	830674.9	84.127785	2209
272.1614	540.3033	910568.16	830674.9	84.127785	2209
721.8903	497.2648	1031362.9	1007057.8	84.093418	2210
497.2648	721.8903	1031362.9	1007057.8	84.093418	2210
721.8903	629.4008	1092859.0	952471.47	84.086501	2211
629.4008	721.8903	1092859.0	952471.47	84.086501	2211
675.3659	503.2684	912704.79	885871.0	84.086157	2212
503.2684	675.3659	912704.79	885871.0	84.086157	2212
524.2845	201.1241	462107.51	461714.6	84.064592	2213
201.1241	524.2845	462107.51	461714.6	84.064592	2213
482.2628	272.1614	243334.5	222874.37	84.029593	2214
272.1614	482.2628	243334.5	222874.37	84.029593	2214
596.8456	300.1564	69146437.0	15416065.0	84.01389	2215
300.1564	596.8456	69146437.0	15416065.0	84.01389	2215
486.2212	266.1257	240626.18	223322.03	83.929587	2216
266.1257	486.2212	240626.18	223322.03	83.929587	2216
528.2686	666.8877	783004.8	724544.95	83.891513	2217
666.8877	528.2686	783004.8	724544.95	83.891513	2217
415.1839	300.1564	2590601.0	1593176.1	83.876025	2218
300.1564	415.1839	2590601.0	1593176.1	83.876025	2218
667.8612	201.0877	534777.26	505565.68	83.849217	2219
201.0877	667.8612	534777.26	505565.68	83.849217	2219
411.189	667.8612	1235429.8	1050315.7	83.844038	2220
667.8612	411.189	1235429.8	1050315.7	83.844038	2220
645.3542	397.1732	536109.04	499979.57	83.826944	2221
397.1732	645.3542	536109.04	499979.57	83.826944	2221
486.2212	482.2264	359230.7	331062.13	83.813567	2222
482.2264	486.2212	359230.7	331062.13	83.813567	2222
814.482	300.1564	20857672.0	6905501.0	83.775754	2223
300.1564	814.482	20857672.0	6905501.0	83.775754	2223
622.2969	680.8728	1265749.7	1101506.9	83.752318	2224
680.8728	622.2969	1265749.7	1101506.9	83.752318	2224
201.1241	688.8703	304306.33	286491.75	83.720149	2225
688.8703	201.1241	304306.33	286491.75	83.720149	2225
746.3077	383.1944	1042636.4	931192.91	83.710482	2226
383.1944	746.3077	1042636.4	931192.91	83.710482	2226
202.1275	494.2378	911072.82	881261.86	83.700283	2227
494.2378	202.1275	911072.82	881261.86	83.700283	2227
494.2378	528.2686	329223.08	326476.98	83.684356	2228
528.2686	494.2378	329223.08	326476.98	83.684356	2228
266.1257	653.8751	1259058.2	1036733.2	83.606354	2229
653.8751	266.1257	1259058.2	1036733.2	83.606354	2229
229.119	521.2977	492675.66	478178.35	83.554225	2230
521.2977	229.119	492675.66	478178.35	83.554225	2230
504.7846	753.8961	3625323.5	2216851.7	83.496985	2231
753.8961	504.7846	3625323.5	2216851.7	83.496985	2231
951.5419	629.4008	1035540.2	876609.06	83.478644	2232
629.4008	951.5419	1035540.2	876609.06	83.478644	2232
688.8703	660.3871	655339.63	632140.48	83.451307	2233
660.3871	688.8703	655339.63	632140.48	83.451307	2233
475.7395	688.8703	603935.77	576482.97	83.441076	2234
688.8703	475.7395	603935.77	576482.97	83.441076	2234
629.4008	411.189	515578.13	446700.82	83.416319	2235
411.189	629.4008	515578.13	446700.82	83.416319	2235
645.3542	487.2661	1001339.8	969733.85	83.402953	2236
487.2661	645.3542	1001339.8	969733.85	83.402953	2236
599.3058	661.3574	1117234.1	997996.86	83.398292	2237
661.3574	599.3058	1117234.1	997996.86	83.398292	2237
504.7846	753.8961	583907.82	532363.08	83.362836	2238
753.8961	504.7846	583907.82	532363.08	83.362836	2238
183.1134	675.3659	1473327.8	1191897.1	83.297368	2239
675.3659	183.1134	1473327.8	1191897.1	83.297368	2239
460.254	1091.5547	543599.46	535178.49	83.249795	2240
1091.5547	460.254	543599.46	535178.49	83.249795	2240
688.8703	736.3898	636396.18	647470.41	83.215074	2241
736.3898	688.8703	636396.18	647470.41	83.215074	2241
645.3542	530.621	661991.03	623054.26	83.189702	2242
530.621	645.3542	661991.03	623054.26	83.189702	2242
667.8612	565.2752	2091865.3	1674729.7	83.128242	2243
565.2752	667.8612	2091865.3	1674729.7	83.128242	2243
554.2588	1091.5547	944637.88	890257.44	83.110052	2244
1091.5547	554.2588	944637.88	890257.44	83.110052	2244
397.1732	757.4601	520395.87	479020.23	83.09219	2245
757.4601	397.1732	520395.87	479020.23	83.09219	2245
1204.639	528.2686	1088561.6	998939.49	83.0821	2246
528.2686	1204.639	1088561.6	998939.49	83.0821	2246
680.8728	753.8961	15917131.0	8371742.2	83.052414	2247
753.8961	680.8728	15917131.0	8371742.2	83.052414	2247
688.8703	1079.6018	641259.84	595684.46	83.041326	2248
1079.6018	688.8703	641259.84	595684.46	83.041326	2248
666.8877	745.3944	1786394.7	1611268.7	83.013105	2249
745.3944	666.8877	1786394.7	1611268.7	83.013105	2249
489.7371	1091.5547	687305.37	655137.99	82.981528	2250
1091.5547	489.7371	687305.37	655137.99	82.981528	2250
1107.5126	587.8402	564140.59	547135.54	82.964807	2251
587.8402	1107.5126	564140.59	547135.54	82.964807	2251
622.2969	528.2686	889065.96	698742.34	82.908267	2252
528.2686	622.2969	889065.96	698742.34	82.908267	2252
425.7076	721.8903	541793.97	534292.46	82.841438	2253
721.8903	425.7076	541793.97	534292.46	82.841438	2253
745.3944	666.8877	835266.01	790356.03	82.806341	2254
666.8877	745.3944	835266.01	790356.03	82.806341	2254
746.3077	565.2752	557861.34	521918.45	82.775999	2255
