352.93,355.37,12320204.94,7076.04
465.81,468.08,6885182.75,5985.52
325.28,327.40,5381757.50,5581.20
319.26,321.01,5308773.49,5492.50
359.03,361.17,4989686.85,5375.81
423.64,425.88,2571576.92,4789.02
432.13,435.53,2101710.24,4689.55
412.14,414.16,1616773.48,4109.50
130.00,132.42,303159.82,3307.98
614.50,616.41,355503.73,3138.10
143.67,146.98,276164.60,2995.43
284.01,287.17,482138.35,2632.50
400.36,404.03,290589.21,2422.70
236.46,519.33,219422.82,2260.75
287.97,352.17,1009916.09,2169.52
334.64,339.90,272133.21,1991.33
306.71,309.53,273931.07,1668.53
276.00,358.22,594472.65,1582.04
275.96,349.12,525961.56,1564.25
296.65,301.31,178132.08,1552.34
265.05,462.20,43704.25,1486.28
236.04,241.20,110791.83,1471.88
242.87,247.31,111095.29,1432.08
260.09,352.25,519289.61,1423.99
158.68,529.34,19267.12,1201.62
197.76,379.75,21908.21,1122.81
284.50,387.08,38980.26,1045.48
129.42,422.56,103761.58,989.84
343.97,351.10,52460.89,967.96
276.01,428.14,113702.41,949.21
256.00,462.15,34032.20,948.75
158.67,511.25,13512.08,948.42
146.68,413.81,68141.37,947.67
276.05,614.19,82565.47,904.19
284.45,405.15,44312.70,853.23
382.74,387.43,22177.10,845.08
343.18,519.31,53740.26,834.41
231.44,511.45,16655.78,830.71
227.39,519.29,24332.80,830.32
158.65,658.39,10435.52,808.12
293.55,387.17,24263.13,767.78
258.02,360.25,168442.48,755.89
218.83,519.34,19787.29,740.38
146.68,422.81,65165.06,718.26
243.89,583.42,10995.54,717.60
129.36,413.81,59916.84,687.19
222.67,227.03,13835.68,658.62
128.46,431.81,59209.28,640.23
186.59,511.38,9487.30,584.37
197.72,370.81,6148.38,578.82
293.49,404.98,24043.02,576.96
117.43,352.16,47269.41,562.29
287.75,428.11,45171.21,559.81
205.31,519.35,9955.10,531.07
186.66,658.42,6515.18,521.24
275.92,654.37,33212.62,517.22
242.05,462.22,10810.06,514.35
147.54,715.40,6973.41,507.61
230.81,485.42,5429.99,496.48
146.47,404.62,20262.44,492.92
276.07,340.34,64489.83,489.19
212.85,485.29,2026.34,484.60
177.74,519.00,8567.44,482.12
118.33,436.70,9227.88,481.58
186.67,352.40,64908.47,476.44
129.47,519.11,19475.89,464.83
129.46,342.89,11056.88,462.30
146.75,557.20,7647.75,440.42
270.90,274.82,5424.93,427.15
158.49,493.18,2361.87,422.11
259.95,472.14,24090.16,420.56
258.03,654.70,19722.67,418.64
146.64,742.96,6664.19,411.46
158.66,640.39,4967.81,411.37
186.69,529.41,5676.72,400.03
131.78,352.05,35527.51,393.90
276.08,511.44,20650.49,390.52
258.07,614.10,24918.72,387.41
239.69,349.70,34737.14,379.03
258.05,428.06,35790.89,378.57
375.39,379.47,6521.21,378.55
129.54,585.97,7794.53,372.03
257.83,340.26,29538.41,367.73
146.35,697.09,4034.99,367.35
371.02,519.47,8872.66,366.76
186.70,640.45,4153.26,366.44
218.80,501.29,2419.66,361.69
287.67,575.26,7840.72,360.18
146.62,783.54,3927.65,355.80
243.62,472.16,4598.85,348.41
158.79,258.16,11247.01,343.93
260.01,454.38,9278.14,343.54
114.37,472.16,2888.72,341.22
144.34,352.36,14440.16,338.74
457.86,655.29,8449.67,338.41
128.77,762.46,2642.66,337.19
146.71,679.98,1899.72,335.90
258.22,595.57,5044.88,332.44
129.51,697.39,4559.01,331.05
146.76,658.01,4734.39,330.32
319.07,742.67,16244.97,329.57
128.73,557.27,5653.53,328.48
187.08,428.46,9419.33,326.33
351.18,444.53,19588.97,319.35
275.86,485.37,8467.98,318.75
239.96,358.12,22665.83,317.26
276.08,529.38,16229.00,316.31
428.06,654.38,9983.49,314.32
257.97,529.18,11218.13,313.01
129.44,568.07,3717.32,311.22
241.92,450.49,5388.73,311.16
129.42,715.40,6259.82,311.04
146.66,391.37,5128.17,306.52
264.99,404.86,9648.96,305.64
371.56,431.83,14904.78,302.70
436.29,485.84,5098.50,299.80
275.81,472.04,13076.37,298.30
458.33,473.10,7329.41,298.12
358.63,375.41,7387.54,297.20
101.40,431.78,7727.20,296.35
193.74,568.15,1694.00,293.24
352.32,625.67,5829.40,290.79
117.86,654.39,3229.13,290.62
405.14,584.44,3533.95,290.37
276.85,681.13,3189.36,288.79
258.95,586.70,7022.75,288.27
405.63,485.24,3431.45,281.77
309.94,365.85,13597.31,281.68
511.48,586.03,2241.63,281.65
287.84,557.21,10591.27,280.61
222.06,340.10,4207.78,277.62
117.70,411.38,2908.61,277.14
140.65,310.19,5266.06,277.09
147.04,725.25,1303.79,276.61
146.29,186.69,4968.60,276.11
194.35,258.12,5373.42,273.55
351.98,640.02,16066.34,271.84
276.00,598.10,4594.70,270.94
340.66,501.43,3917.28,270.43
129.17,391.97,4403.90,269.03
275.63,585.96,7449.67,268.63
304.18,340.83,12071.92,265.39
275.91,568.79,8317.08,264.34
236.45,617.38,5140.16,263.96
128.51,783.88,3019.32,263.35
258.79,576.48,4863.71,263.00
257.34,557.37,8902.87,262.82
146.79,382.46,4251.85,262.74
287.72,623.16,1805.52,262.27
287.59,296.88,17535.51,261.35
213.53,371.24,2126.86,260.41
146.35,293.80,5649.71,258.88
148.04,335.04,6104.15,258.81
408.63,655.49,5479.20,257.88
319.03,469.90,10170.56,257.70
158.96,239.98,2717.79,257.60
129.28,177.72,2694.39,256.10
312.74,495.38,7962.71,255.49
258.03,400.15,8878.47,254.21
158.61,275.80,11947.87,253.61
444.66,844.39,2931.97,253.42
129.44,404.77,9690.76,252.68
236.70,294.33,16466.14,252.51
512.84,613.96,2195.14,251.74
370.91,466.52,8010.32,250.12
146.38,640.35,2201.22,248.91
344.59,372.25,5339.27,248.19
146.71,583.37,2650.11,247.03
359.38,530.78,7844.33,246.95
381.72,473.33,3412.31,246.51
313.11,340.42,19197.79,246.46
159.07,432.29,9625.99,245.73
258.29,567.95,4447.79,243.94
174.61,431.25,1998.27,243.75
187.47,390.66,3328.25,243.72
432.01,565.26,2974.10,242.44
146.40,244.05,3248.19,242.34
574.75,697.54,1219.12,241.87
310.71,316.91,17252.10,240.89
296.83,486.93,3032.88,238.64
349.38,656.41,10421.77,237.79
404.19,465.70,16764.73,237.53
169.86,465.21,8615.87,237.50
275.42,458.25,10939.64,237.50
318.95,587.31,12359.52,237.03
297.08,597.04,3017.01,236.86
117.34,529.12,2568.32,236.08
157.03,390.54,1815.92,235.99
186.94,252.38,3203.70,235.88
354.44,575.71,4805.22,235.44
